Entry;name;Number
5839;Dark Iron Geologist;12
5840;Dark Iron Steamsmith;12
5841;Rocklance;2
5842;Takk the Leaper;2
5843;Slave Worker;12
5844;Dark Iron Slaver;12
5846;Dark Iron Taskmaster;12
5847;Heggin Stonewhisker;3
5848;Malgin Barleybrew;3
5849;Digger Flameforge;3
5850;Blazing Elemental;13
5851;Captain Gerogg Hammertoe;3
5852;Inferno Elemental;13
5853;Tempered War Golem;12
5854;Heavy War Golem;12
5855;Magma Elemental;13
5856;Glassweb Spider;12
5857;Searing Lava Spider;12
5858;Greater Lava Spider;12
5859;Hagg Taurenbane;3
5860;Twilight Dark Shaman;12
5861;Twilight Fire Guard;12
5862;Twilight Geomancer;12
5863;Geopriest Gukk'rok;2
5864;Swinegart Spearhide;2
5865;Dishu;1
5866;Equipment Squirrel;1
5867;Maximum Squirrel;1
5868;Evil Squirrel;1
5870;Krond;3
5871;Larhka;2
5872;Serpent Form;1
5873;Stoneskin Totem;1
5874;Strength of Earth Totem;2
5875;Gan'rul Bloodeye;1
5876;[UNUSED] Grumol;1
5877;[UNUSED] Yar'luk;1
5878;Thun'grim Firegaze;1
5879;Fire Nova Totem;2
5880;Un'Thuwa;1
5881;Cursed Sycamore;12
5882;Pephredo;1
5883;Enyo;1
5884;Mai'ah;1
5885;Deino;1
5886;Gwyn Farrow;2
5887;Canaga Earthcaller;1
5888;Seer Ravenfeather;1
5889;Mesa Earth Spirit;1
5890;Redrock Earth Spirit;1
5891;Minor Manifestation of Earth;1
5892;Searn Firewarder;2
5893;Minor Manifestation of Fire;2
5894;Corrupt Minor Manifestation of Water;2
5895;Minor Manifestation of Water;2
5896;Fire Spirit;1
5897;Corrupt Water Spirit;2
5898;Air Spirit;5
5899;Brine;2
5900;Telf Joolam;2
5901;Islen Waterseer;2
5902;Minor Manifestation of Air;13
5903;Nyx Bloodrage;6
5904;[UNUSED] Hurll Kans;6
5905;Prate Cloudseer;10
5906;Xanis Flameweaver;2
5907;Kranal Fiss;2
5908;Grunt Dogran;3
5909;Cazul;3
5910;Zankaja;3
5911;Grunt Logmar;3
5912;Deviate Faerie Dragon;4
5913;Tremor Totem;12
5914;Deviate Nightmare;4
5915;Brother Ravenoak;5
5916;Sentinel Amarassan;3
5917;Clara Charles;1
5918;Owl Form;1
5919;Stoneskin Totem II;2
5920;Stoneskin Totem III;3
5921;Strength of Earth Totem II;3
5922;Strength of Earth Totem III;6
5923;Poison Cleansing Totem;6
5924;Disease Cleansing Totem;6
5925;Grounding Totem;6
5926;Frost Resistance Totem;3
5927;Fire Resistance Totem;6
5928;Sorrow Wing;3
5929;Magma Totem;5
5930;Sister Riven;3
5931;Foreman Rigger;3
5932;Taskmaster Whipfang;2
5933;Achellios the Banished;5
5934;Heartrazor;7
5935;Ironeye the Invincible;11
5936;Orca;14
5937;Vile Sting;9
5938;Uthan Stillwater;6
5939;Vira Younghoof;6
5940;Harn Longcast;6
5941;Lau'Tiki;6
5942;Zansoa;6
5943;Rawrk;6
5944;Yonada;6
5945;Owl Companion;1
5946;Male Dark Assassin;1
5947;Female Dark Assassin;1
5948;Female Pirate;1
5949;Male Pirate;1
5950;Flametongue Totem;3
5951;Hare;1
5952;Den Grunt;12
5953;Razor Hill Grunt;5
5954;Shade;1
5955;Tooga;11
5956;Graznab;6
5957;Birgitte Cranston;2
5958;Thuul;2
5959;World Dwarf Male Warrior Trainer;1
5960;World Human Male Rogue Trainer;1
5961;World Gnome Male Mage Trainer;1
5962;World Orc Male Warlock Trainer;1
5963;World Tauren Male Druid Trainer;1
5964;World Undead Male Priest Trainer;1
5965;World Troll Male Shaman Trainer;1
5966;World Night Elf Male Warrior Trainer;1
5967;World Dwarf Female Warrior Trainer;1
5968;World Human Female Rogue Trainer;1
5969;World Gnome Female Mage Trainer;1
5970;World Orc Female Warlock Trainer;1
5971;World Troll Female Shaman Trainer;1
5972;World Tauren Female Druid Trainer;1
5973;World Undead Female Priest Trainer;1
5974;Dreadmaul Ogre;12
5975;Dreadmaul Ogre Mage;12
5976;Dreadmaul Brute;12
5977;Dreadmaul Mauler;13
5978;Dreadmaul Warlock;13
5979;Wretched Lost One;12
5980;Broken One;12
5981;Portal Seeker;12
5982;Black Slayer;12
5983;Bonepicker;12
5984;Starving Snickerfang;12
5985;Snickerfang Hyena;12
5986;Rabid Snickerfang;13
5987;Scorpok Snapper;12
5988;Scorpok Stinger;12
5989;Scorpok Lasher;12
5990;Redstone Basilisk;12
5991;Redstone Crystalhide;12
5992;Ashmane Boar;12
5993;Helboar;12
5994;Zayus;1
5995;Nethergarde Worker;12
5996;Nethergarde Miner;12
5997;Nethergarde Engineer;12
5998;Nethergarde Foreman;12
5999;Nethergarde Soldier;12
6000;Nethergarde Cleric;12
6001;Nethergarde Analyst;12
6002;Nethergarde Riftwatcher;12
6003;Nethergarde Officer;12
6004;Shadowsworn Cultist;12
6005;Shadowsworn Thug;12
6006;Shadowsworn Adept;12
6007;Shadowsworn Enforcer;13
6008;Shadowsworn Warlock;13
6009;Shadowsworn Dreadweaver;13
6010;Felhound;13
6011;Felguard Sentry;13
6012;Flametongue Totem II;11
6013;Wayward Buzzard;10
6014;X'yera;1
6015;Torta;11
6016;Elemental Protection Totem;13
6017;Lava Spout Totem;6
6018;Ur'kyo;1
6019;Hornizz Brimbuzzle;18
6020;Slimeshell Makrura;2
6021;Boar Spirit;9
6022;Captain Drakoar;5
6023;Kernon Shadowclaw;5
6026;Breyk;10
6027;Kitha;1
6028;Burkrum;17
6030;Thorvald Deepforge;6
6031;Tormus Deepforge;1
6032;[UNUSED] Sharn;11
6033;Lake Frenzy;2
6034;Lotherias;7
6035;Razorfen Stalker;9
6036;Guardian of Backus;14
6046;[UNUSED] Gozwin Vilesprocket;1
6047;Aqua Guardian;10
6066;Earthgrab Totem;12
6067;[UNUSED] Meritt Herrion;1
6068;Warug's Bodyguard;10
6069;Maraudine Khan Guard;10
6070;Maraudine Khan Advisor;10
6071;Legion Hound;5
6072;Diathorus the Seeker;6
6073;Searing Infernal;5
6074;Riding Tiger (White Striped);11
6075;Riding Raptor (Emerald);11
6076;Riding Tallstrider (Ivory);11
6086;Auberdine Sentinel;19
6087;Astranaar Sentinel;10
6089;Harry Burlguard;1
6090;Bartleby;1
6091;Dellylah;1
6092;Minor Phantasm;2
6093;Dead-Tooth Jack;1
6094;Byancie;6
6106;Lesser Phantasm;2
6107;Phantasm;14
6108;Greater Phantasm;6
6109;Azuregos;21
6110;Fire Nova Totem II;3
6111;Fire Nova Totem III;6
6112;Windfury Totem;6
6113;Vejrek;1
6114;Muren Stormpike;1
6115;Felguard;5
6116;Highborne Apparition;12
6117;Highborne Lichling;12
6118;Varo'then's Ghost;12
6119;Tog Rustsprocket;1
6120;Lago Blackwrench;1
6121;Remen Marcot;1
6122;Gakin the Darkbinder;1
6123;Dark Iron Spy;1
6124;Captain Beld;1
6125;Haldarr Satyr;12
6126;Haldarr Trickster;12
6127;Haldarr Felsworn;12
6128;Vorlus Vilehoof;1
6129;Draconic Magelord;12
6130;Blue Scalebane;12
6131;Draconic Mageweaver;12
6132;Razorfen Servitor;3
6133;Shade of Elura;1
6134;Lord Arkkoroc;13
6135;Arkkoran Clacker;13
6136;Arkkoran Muckdweller;13
6137;Arkkoran Pincer;13
6138;Arkkoran Oracle;13
6139;Highperch Soarer;9
6140;Hetaera;13
6141;Pridewing Soarer;3
6142;Mathiel;1
6143;Servant of Arkkoroc;12
6144;Son of Arkkoroc;12
6145;School of Fish;1
6146;Cliff Breaker;12
6147;Cliff Thunderer;12
6148;Cliff Walker;12
6166;Yorus Barleybrew;11
6167;Chimaera Matriarch;7
6168;Roogug;9
6169;Klockmort Spannerspan;11
6170;Gutspill;7
6171;Duthorian Rall;9
6172;Henze Faulk;9
6173;Gazin Tenorm;9
6174;Stephanie Turner;9
6175;John Turner;9
6176;Bath'rah the Windwatcher;13
6177;Narm Faulk;9
6178;Muiredon Battleforge;9
6179;Tiza Battleforge;9
6180;Defias Raider;10
6181;Jordan Stilwell;10
6182;Daphne Stilwell;10
6183;[UNUSED] Briton Kilras;5
6184;Timbermaw Pathfinder;12
6185;Timbermaw Warrior;12
6186;Timbermaw Totemic;12
6187;Timbermaw Den Watcher;12
6188;Timbermaw Shaman;12
6189;Timbermaw Ursa;12
6190;Spitelash Warrior;12
6193;Spitelash Screamer;12
6194;Spitelash Serpent Guard;12
6195;Spitelash Siren;12
6196;Spitelash Myrmidon;12
6197;Spitelash Sorceress;12
6198;Blood Elf Surveyor;12
6199;Blood Elf Reclaimer;12
6200;Legashi Satyr;12
6201;Legashi Rogue;12
6202;Legashi Hellcaller;12
6206;Caverndeep Burrower;11
6207;Caverndeep Ambusher;11
6208;Caverndeep Invader;11
6209;Caverndeep Looter;11
6210;Caverndeep Pillager;11
6211;Caverndeep Reaver;11
6212;Dark Iron Agent;11
6213;Irradiated Invader;11
6214;Irradiated Burrower;3
6215;Chomper;11
6218;Irradiated Slime;11
6219;Corrosive Lurker;11
6220;Irradiated Horror;13
6221;Addled Leper;11
6222;Leprous Technician;11
6223;Leprous Defender;11
6224;Leprous Machinesmith;11
6225;Mechano-Tank;11
6226;Mechano-Flamewalker;11
6227;Mechano-Frostwalker;11
6228;Dark Iron Ambassador;11
6229;Crowd Pummeler 9-60;11
6230;Peacekeeper Security Suit;11
6231;Techbot;11
6232;Arcane Nullifier X-21;11
6233;Mechanized Sentry;11
6234;Mechanized Guardian;11
6235;Electrocutioner 6000;11
6236;Klannoc Macleod;5
6237;Stockade Archer;7
6238;Big Will;5
6239;Cyclonian;13
6240;Affray Challenger;5
6241;Bailor Stonehand;10
6242;World Skinning Trainer;6
6243;Gelihast;10
6244;Takar the Seer;3
6245;Anathera;2
6246;Latherion;2
6247;Doan Karhan;10
6248;Twiggy Flathead;6
6249;Affray Spectator;10
6250;Crawler;1
6251;Strahad Farsan;5
6252;Acolyte Magaz;2
6253;Acolyte Fenrick;2
6254;Acolyte Wytula;2
6266;Menara Voidrender;6
6267;Acolyte Porena;2
6268;Summoned Felhunter;5
6269;Azgalaril;1
6270;Asjorah;2
6271;Mouse;1
6272;Innkeeper Janene;10
6286;Zarrin;6
6287;Radnaal Maneweaver;6
6288;Jayla;6
6289;Rand Rhobart;6
6290;Yonn Deepcut;6
6291;Balthus Stoneflayer;6
6292;Eladriel;6
6293;Jorah Annison;5
6294;Krom Stoutarm;5
6295;Wilma Ranthal;6
6296;Flame Elemental;2
6297;Kurdram Stonehammer;6
6298;Thelgrum Stonehammer;6
6299;Delfrum Flintbeard;6
6300;Elisa Steelhand;6
6301;Gorbold Steelhand;10
6306;Helene Peltskinner;6
6326;Horde Wargryphoner;11
6327;Alliance Wargryphoner;11
6328;Dannie Fizzwizzle;1
6329;Irradiated Pillager;11
6346;Skeletal Horse;1
6347;Young Wavethrasher;12
6348;Wavethrasher;12
6349;Great Wavethrasher;13
6350;Makrinni Razorclaw;13
6351;Storm Bay Oracle;13
6352;Coralshell Lurker;13
6366;Kurzen Mindslave;10
6367;Donni Anthania;11
6368;Cat;1
6369;Coralshell Tortoise;12
6370;Makrinni Scrabbler;12
6371;Storm Bay Warrior;12
6372;Makrinni Snapclaw;12
6373;Dane Winslow;1
6374;Cylina Darkheart;1
6375;Thunderhead Hippogryph;12
6376;Wren Darkspring;1
6377;Thunderhead Stagwing;12
6378;Thunderhead Skystormer;12
6379;Thunderhead Patriarch;13
6380;Thunderhead Consort;13
6382;Jubahl Corpseseeker;1
6386;Ward of Zanzil;11
6387;Dranh;6
6388;Zanzil Skeleton;11
6389;Deathguard Podrig;2
6390;Ulag the Cleaver;1
6391;Holdout Warrior;11
6392;Holdout Medic;11
6393;Henen Ragetotem;14
6394;Ruga Ragetotem;11
6395;Sergeant Rutger;14
6407;Holdout Technician;11
6408;Ula'elek;11
6410;Orm Stonehoof;11
6411;Velora Nitely;11
6412;Skeleton;3
6426;Anguished Dead;10
6427;Haunting Phantasm;10
6446;Therzok;11
6466;Gamon;1
6467;Mennet Carkad;2
6486;Riding Skeletal Horse (Black);11
6487;Arcanist Doan;10
6488;Fallen Champion;10
6489;Ironspine;10
6490;Azshir the Sleepless;10
6491;Spirit Healer;10
6492;Rift Spawn;6
6493;Illusionary Phantasm;10
6494;Tazan;11
6495;Riznek;5
6496;Brivelthwerp;5
6497;Astor Hadren;11
6498;Devilsaur;13
6499;Ironhide Devilsaur;13
6500;Tyrant Devilsaur;13
6501;Stegodon;13
6502;Plated Stegodon;13
6503;Spiked Stegodon;13
6504;Thunderstomp Stegodon;13
6505;Ravasaur;13
6506;Ravasaur Runner;13
6507;Ravasaur Hunter;13
6508;Venomhide Ravasaur;13
6509;Bloodpetal Lasher;13
6510;Bloodpetal Flayer;13
6511;Bloodpetal Thresher;13
6512;Bloodpetal Trapper;13
6513;Un'Goro Stomper;13
6514;Un'Goro Gorilla;13
6516;Un'Goro Thunderer;13
6517;Tar Beast;13
6518;Tar Lurker;13
6519;Tar Lord;13
6520;Scorching Elemental;13
6521;Living Blaze;13
6522;Andron Gant;11
6523;Dark Iron Rifleman;3
6526;GOSSIP TEST DUDE;1
6527;Tar Creeper;13
6546;Tabetha;10
6547;Suffering Victim;10
6548;Magus Tirth;10
6549;Demon of the Orb;11
6550;Mana Surge;11
6551;Gorishi Wasp;13
6552;Gorishi Worker;13
6553;Gorishi Reaver;13
6554;Gorishi Stinger;13
6555;Gorishi Tunneler;13
6556;Muculent Ooze;13
6557;Primal Ooze;13
6559;Glutinous Ooze;13
6560;Stone Guardian;13
6561;Stone Warden;14
6566;Estelle Gendry;11
6567;Ghok'kah;10
6568;Vizzklick;12
6569;Gnoarn;2
6570;Fenwick Thatros;2
6571;Cat Form (Night Elf Druid);2
6572;Cat Form (Tauren Druid);2
6573;Travel Form (Druid);5
6574;Jun'ha;6
6575;Scarlet Trainee;10
6576;Brienna Starglow;11
6577;Bingles Blastenheimer;2
6578;Peasant (Wood);1
6579;Shoni the Shilent;4
6581;Ravasaur Matriarch;13
6582;Clutchmother Zavas;14
6583;Gruff;14
6584;King Mosh;14
6585;Uhk'loc;13
6586;Rokar Bladeshadow;5
6606;Overseer Glibby;2
6607;Harroc;1
6626;"""Plucky"" Johnson";10
6646;Monnos the Elder;12
6647;Magister Hawkhelm;12
6648;Antilos;14
6649;Lady Sesspira;12
6650;General Fangferror;12
6651;Gatekeeper Rageroar;12
6652;Master Feardred;12
6653;Huge Toad;10
6666;"""Plucky"" Johnson's Human Form";10
6667;Gelkak Gyromast;2
6668;Lord Cyrik Blackforge;2
6669;The Threshwackonator 4100;2
6670;Westfall Woodworker;1
6687;Druid 40 (faster)!;10
6688;Druid 40 (fastest!);10
6706;Baritanas Skyriver;10
6707;Fahrad;10
6726;Thalon;10
6727;Innkeeper Brianna;10
6728;Narnie;2
6729;Morridune;10
6730;Jinky Twizzlefixxit;6
6731;Harlown Darkweave;6
6732;Amie Pierce;10
6733;Stonevault Basher;10
6734;Innkeeper Hearthstove;10
6735;Innkeeper Saelienne;10
6736;Innkeeper Keldamyr;10
6737;Innkeeper Shaussiy;10
6738;Innkeeper Kimlya;10
6739;Innkeeper Bates;10
6740;Innkeeper Allison;10
6741;Innkeeper Norman;10
6746;Innkeeper Pala;10
6747;Innkeeper Kauth;10
6748;Water Spirit;2
6749;Erma;11
6766;Ravenholdt Guard;10
6767;Garona;14
6768;Lord Jorach Ravenholdt;6
6769;[UNUSED] Ravenholdt Falconer;12
6770;[UNUSED] Ravenholdt Houndmaster;12
6771;Ravenholdt Assassin;12
6772;Attack Hound;11
6773;Shadowhawk;11
6774;Falkhaan Isenstrider;13
6775;Antur Fallow;10
6776;Magrin Rivermane;1
6777;Zan Shivsproket;6
6778;Melika Isenstrider;10
6779;Smudge Thunderwood;6
6780;Porthannius;13
6781;Melarith;1
6782;Hands Springsprocket;13
6783;[UNUSED] Lorek Belm;1
6784;Calvin Montague;10
6785;Ratslin Maime;1
6786;Ukor;13
6787;Yelnagi Blackarm;2
6788;Den Mother;2
6789;Thistle Cub;1
6790;Innkeeper Trelayne;10
6791;Innkeeper Wiley;10
6806;Tannok Frosthammer;13
6807;Innkeeper Skindle;10
6826;Talvash del Kissel;10
6827;Crab;1
6846;Defias Dockmaster;11
6866;Defias Bodyguard;1
6867;Tracking Hound;10
6868;Jarkal Mossmeld;11
6886;Onin MacHammar;11
6887;Yalda;13
6906;Baelog;11
6907;"Eric ""The Swift""";11
6908;Olaf;11
6909;Sethir the Ancient;11
6910;Revelosh;11
6911;Minion of Sethir;1
6912;Remains of a Paladin;11
6913;Lost One Rift Traveler;10
6926;Test Satyr;1
6927;Defias Dockworker;1
6928;Innkeeper Grosk;10
6929;Innkeeper Gryshka;10
6930;Innkeeper Karakul;10
6931;Respawn Test Mob;1
6932;Swamp Spirit;13
6946;"Renzik ""The Shiv""";11
6966;Lucius;11
6986;Dran Droffers;11
6987;Malton Droffers;11
7006;Blackrock Assassin;2
7007;Tiev Mordune;2
7008;Blackrock Reaver;2
7009;Arantir;11
7010;Zilzibin Drumlore;11
7011;Earthen Rocksmasher;11
7012;Earthen Sculptor;11
7013;Blackrock Rampager;2
7014;Commander Kartak Dwarfdefiler;5
7015;Flagglemurk the Cruel;2
7016;Lady Vespira;2
7017;Lord Sinslayer;2
7022;Venomlash Scorpid;11
7023;Obsidian Sentinel;11
7024;Agent Kearnen;11
7025;Blackrock Soldier;13
7026;Blackrock Sorcerer;13
7027;Blackrock Slayer;13
7028;Blackrock Warlock;13
7029;Blackrock Battlemaster;13
7030;Shadowforge Geologist;11
7031;Obsidian Elemental;13
7032;Greater Obsidian Elemental;13
7033;Firegut Ogre;13
7034;Firegut Ogre Mage;13
7035;Firegut Brute;13
7036;Thaurissan Spy;13
7037;Thaurissan Firewalker;13
7038;Thaurissan Agent;13
7039;War Reaver;13
7040;Black Dragonspawn;13
7041;Black Wyrmkin;13
7042;Flamescale Dragonspawn;13
7043;Flamescale Wyrmkin;13
7044;Black Drake;13
7045;Scalding Drake;13
7046;Searscale Drake;13
7047;Black Broodling;17
7048;Scalding Broodling;17
7049;Flamescale Broodling;17
7050;Defias Drone;3
7051;Malformed Defias Drone;11
7052;Defias Tower Patroller;2
7053;Klaven Mortwake;2
7055;Blackrock Worg;13
7056;Defias Tower Sentry;3
7057;Digmaster Shovelphlange;10
7067;Venture Co. Drone;2
7068;Condemned Acolyte;13
7069;Condemned Monk;14
7070;Condemned Cleric;14
7071;Cursed Paladin;13
7072;Cursed Justicar;14
7073;Arados the Damned;6
7074;Judge Thelgram;6
7075;Writhing Mage;14
7076;Earthen Guardian;11
7077;Earthen Hallshaper;11
7078;Cleft Scorpid;11
7079;Viscous Fallout;13
7086;Cursed Ooze;13
7087;Killian Hagey;6
7088;Thuwd;6
7089;Mooranta;6
7091;Shadowforge Ambusher;11
7092;Tainted Ooze;13
7093;Vile Ooze;13
7094;Crazed Stag;1
7095;Maddened Stag;1
7096;Corrupt Courser;1
7097;Ironbeak Owl;13
7098;Ironbeak Screecher;13
7099;Ironbeak Hunter;13
7100;Warpwood Moss Flayer;13
7101;Warpwood Shredder;13
7104;Dessecus;13
7105;Jadefire Satyr;13
7106;Jadefire Rogue;13
7107;Jadefire Trickster;13
7108;Jadefire Betrayer;13
7109;Jadefire Felsworn;13
7110;Jadefire Shadowstalker;13
7111;Jadefire Hellcaller;13
7112;Jaedenar Cultist;13
7113;Jaedenar Guardian;13
7114;Jaedenar Enforcer;13
7115;Jaedenar Adept;13
7116;Jaedenar Dreadweaver;13
7117;Jaedenar Instigator;13
7118;Jaedenar Darkweaver;13
7119;Jaedenar Summoner;13
7120;Jaedenar Warlock;13
7121;Jaedenar Arch Warlock;13
7122;Shadow Council Champion;1
7123;Shadow Council Master;1
7124;Shadow Council Highlord;1
7125;Jaedenar Hound;13
7126;Jaedenar Hunter;13
7127;Jaedenar Stalker;13
7128;Jaedenar Mana Leech;13
7129;Enslaved Voidwalker;1
7130;Voidwalker Servant;1
7131;Voidwalker Guardian;1
7132;Toxic Horror;13
7133;Noxious Horror;20
7134;Poison Flayer;1
7135;Infernal Bodyguard;13
7136;Infernal Sentry;13
7137;Immolatus;13
7138;Irontree Wanderer;13
7139;Irontree Stomper;13
7143;Decaying Treant;12
7144;Withered Treant;13
7146;Treant Protector;13
7149;Withered Protector;13
7150;Withered Guardian;1
7151;Withered Watcher;1
7152;Withered Forest Walker;1
7153;Deadwood Warrior;13
7154;Deadwood Gardener;13
7155;Deadwood Pathfinder;13
7156;Deadwood Den Watcher;13
7157;Deadwood Avenger;13
7158;Deadwood Shaman;13
7161;Wrenix the Wretched;11
7166;Wrenix's Gizmotronic Apparatus;11
7167;Polly;11
7168; Polly;2
7170;Thragomm;2
7172;Lore Keeper of Norgannon;11
7173;World Weaponsmithing Trainer;6
7174;World Armorsmithing Trainer;6
7175;Stonevault Ambusher;11
7186;A;1
7206;Ancient Stone Keeper;11
7207;Doc Mixilpixil;11
7208;Noarm;11
7209;Obsidian Shard;11
7226;Sand Storm;11
7227;Cobaltine Dragonspawn;12
7228;Ironaya;11
7229;Arantir's Shadow;13
7230;Shayis Steelfury;11
7231;Kelgruk Bloodaxe;11
7232;Borgus Steelhand;11
7233;Taskmaster Fizzule;11
7234;Ferocitas the Dream Eater;13
7235;Gnarlpine Mystic;1
7236;Test Anubisath;14
7246;Sandfury Shadowhunter;15
7247;Sandfury Soul Eater;15
7266;Ember;11
7267;Chief Ukorz Sandscalp;15
7268;Sandfury Guardian;15
7269;Scarab;15
7270;Sandfury Zombie;15
7271;Witch Doctor Zum'rah;15
7272;Theka the Martyr;15
7273;Gahz'rilla;15
7274;Sandfury Executioner;15
7275;Shadowpriest Sezz'ziz;15
7276;Zul'Farrak Dead Hero;15
7286;Zul'Farrak Zombie;15
7287;Foreman Silixiz;11
7288;Grand Foreman Puzik Gallywix;11
7290;Shadowforge Sharpshooter;11
7291;Galgann Firehammer;11
7292;Dinita Stonemantle;11
7293;[UNUSED] Drayl;6
7294;Shim'la;6
7295;Shailiea;6
7296;Corand;6
7297;Gothard Winslow;6
7298;Demnul Farmountain;11
7307;Venture Co. Lookout;11
7308;Venture Co. Patroller;11
7309;Earthen Custodian;11
7310;Mutated Venture Co. Drone;11
7311;Uthel'nay;1
7312;Dink;1
7313;Priestess A'moora;1
7314;Test BattleMaster;5
7315;Darnath Bladesinger;1
7316;Sister Aquinne;1
7317;Oben Rageclaw;1
7318;Rageclaw;1
7319;Lady Sathrah;1
7320;Stonevault Mauler;11
7321;Stonevault Flameweaver;11
7322;Riding Tiger (Black);22
7323;Winstone Wolfe;12
7324;Simone Cantrell;6
7325;Master Kang;14
7327;Withered Warrior;12
7328;Withered Reaver;12
7329;Withered Quilguard;12
7332;Withered Spearhide;12
7333;Withered Battle Boar;12
7334;Battle Boar Horror;12
7335;Death's Head Geomancer;12
7337;Death's Head Necromancer;12
7340;Skeletal Shadowcaster;12
7341;Skeletal Frostweaver;12
7342;Skeletal Summoner;12
7343;Splinterbone Skeleton;12
7344;Splinterbone Warrior;12
7345;Splinterbone Captain;12
7346;Splinterbone Centurion;12
7347;Boneflayer Ghoul;12
7348;Thorn Eater Ghoul;12
7349;Tomb Fiend;12
7351;Tomb Reaver;12
7352;Frozen Soul;12
7353;Freezing Spirit;12
7354;Ragglesnout;12
7355;Tuten'kash;12
7356;Plaguemaw the Rotting;12
7357;Mordresh Fire Eye;12
7358;Amnennar the Coldbringer;12
7360;Dun Garok Soldier;3
7361;Grubbis;11
7363;Kum'isha the Collector;12
7364;Flawless Draenethyst Sphere;13
7365;Flawless Draenethyst Fragment;13
7366;Stoneskin Totem IV;6
7367;Stoneskin Totem V;11
7368;Stoneskin Totem VI;13
7369;Deadwind Brute;13
7370;Restless Shade;14
7371;Deadwind Mauler;13
7372;Deadwind Warlock;13
7373;Deadwind Enforcer;14
7374;Vengeful Wraith;14
7375;Spirit of Wrath;14
7376;Sky Shadow;14
7377;Doomhound Ravager;13
7378;Doomhound Mastiff;14
7379;Deadwind Ogre Mage;13
7380;Siamese;4
7381;Silver Tabby;11
7382;Orange Tabby;11
7383;Black Tabby;6
7384;Cornish Rex;11
7385;Bombay;11
7386;White Kitten;11
7387;Green Wing Macaw;4
7388;Cockatoo;1
7389;Senegal;11
7390;Cockatiel;11
7391;Hyacinth Macaw;10
7392;Prairie Chicken;29
7393;White Plymouth Rock;1
7394;Ancona Chicken;11
7395;Cockroach;1
7396;Earthen Stonebreaker;11
7397;Earthen Stonecarver;11
7398;Stoneclaw Totem V;12
7399;Stoneclaw Totem VI;13
7400;Searing Totem V;12
7401;Draenei Refugee;13
7402;Searing Totem VI;14
7403;Strength of Earth Totem IV;12
7404;Galak Flame Guard;5
7405;Deadly Cleft Scorpid;11
7406;Oglethorpe Obnoticus;11
7407;Chief Engineer Bilgewhizzle;11
7408;Spigot Operator Luglunket;11
7409;Faltering Draenethyst Sphere;13
7410;Thelman Slatefist;24
7411;Spirit of Sathrah;1
7412;Frost Resistance Totem II;12
7413;Frost Resistance Totem III;13
7414;Mana Spring Totem II;11
7415;Mana Spring Totem III;12
7416;Mana Spring Totem IV;13
7423;Flametongue Totem III;11
7424;Fire Resistance Totem II;13
7425;Fire Resistance Totem III;13
7427;Taim Ragetotem;24
7428;Frostmaul Giant;14
7429;Frostmaul Preserver;14
7430;Frostsaber Cub;14
7431;Frostsaber;14
7432;Frostsaber Stalker;14
7433;Frostsaber Huntress;14
7434;Frostsaber Pride Watcher;14
7435;Cobalt Wyrmkin;14
7436;Cobalt Scalebane;14
7437;Cobalt Mageweaver;14
7438;Winterfall Ursa;14
7439;Winterfall Shaman;14
7440;Winterfall Den Watcher;14
7441;Winterfall Totemic;14
7442;Winterfall Pathfinder;14
7443;Shardtooth Mauler;14
7444;Shardtooth Bear;14
7445;Elder Shardtooth;14
7446;Rabid Shardtooth;14
7447;Fledgling Chillwind;14
7448;Chillwind Chimaera;14
7449;Chillwind Ravager;14
7450;Ragged Owlbeast;14
7451;Raging Owlbeast;14
7452;Crazed Owlbeast;14
7453;Moontouched Owlbeast;14
7454;Berserk Owlbeast;14
7455;Winterspring Owl;14
7456;Winterspring Screecher;14
7457;Rogue Ice Thistle;14
7458;Ice Thistle Yeti;14
7459;Ice Thistle Matriarch;14
7460;Ice Thistle Patriarch;14
7461;Hederine Initiate;14
7462;Hederine Manastalker;14
7463;Hederine Slayer;14
7464;Magma Totem II;6
7465;Magma Totem III;12
7466;Magma Totem IV;13
7467;Nature Resistance Totem;6
7468;Nature Resistance Totem II;13
7469;Nature Resistance Totem III;14
7483;Windfury Totem II;11
7484;Windfury Totem III;14
7485;Nargatt;10
7486;Grace of Air Totem;10
7487;Grace of Air Totem II;14
7488;Haka'wani;10
7489;Silverpine Deathguard;10
7503;Curse of the Eye (Male);5
7504;Curse of the Eye (Female);5
7505;Bloodmage Drazial;12
7506;Bloodmage Lynnore;12
7523;Suffering Highborne;14
7524;Anguished Highborne;14
7525;World Leatherworking Dragonscale Trainer;6
7526;World Leatherworking Elemental Trainer;6
7527;Goblin Land Mine;11
7528;World Leatherworking Tribal Trainer;6
7543;Dark Whelpling;10
7544;Crimson Whelpling;13
7545;Emerald Whelpling;11
7546;Bronze Whelpling;13
7547;Azure Whelpling;13
7548;Faeling;13
7549;Tree Frog;24
7550;Wood Frog;24
7551;Dart Frog;13
7552;Island Frog;13
7553;Great Horned Owl;12
7554;Snowy Owl;14
7555;Hawk Owl;12
7556;Eagle Owl;13
7558;Cottontail Rabbit;13
7559;Spotted Rabbit;13
7560;Snowshoe Rabbit;11
7561;Albino Snake;13
7562;Brown Snake;11
7563;Blue Racer;13
7564;Marin Noggenfogger;11
7565;Black Kingsnake;11
7566;Scarlet Snake;13
7567;Crimson Snake;11
