SpellList;Name;Patch
16056;Frostsaber;14
16080;Red Wolf;14
16081;Arctic Wolf;14
16082;Palomino Stallion;14
16083;White Stallion;14
16084;Mottled Red Raptor;14
16138;Sharpen Blade V;14
16153;Smelt Thorium;14
16154;Smelt Thorium;14
16321;Juju Escape;14
16322;Juju Flurry;14
16323;Juju Power;14
16325;Juju Chill;14
16326;Juju Ember;14
16327;Juju Guile;14
16329;Juju Might;14
16378;Temperature Reading;14
16450;Summon Smolderweb;14
16452;Kill Urok Minion;14
16528;Numbing Pain;14
16537;Immature Venom Sac;14
16550;Bonespike;14
16603;Demonfork;14
16613;Displacing Temporal Rift;14
16614;Lightning Strike;14
16615;Add Lightning Dam - Weap 03;14
16623;Thorium Shield Spike;14
16627;Capture Felhound Spirit;14
16628;Capture Infernal Spirit;14
16629;Attuned Dampener;14
16638;Increase Nature Dam 34;14
16639;Dense Grinding Stone;14
16641;Dense Sharpening Stone;14
16642;Thorium Armor;14
16643;Thorium Belt;14
16644;Thorium Bracers;14
16645;Radiant Belt;14
16646;Imperial Plate Shoulders;14
16647;Imperial Plate Belt;14
16648;Radiant Breastplate;14
16649;Imperial Plate Bracers;14
16650;Wildthorn Mail;14
16651;Thorium Shield Spike;14
16652;Thorium Boots;14
16653;Thorium Helm;14
16654;Radiant Gloves;14
16655;Fiery Plate Gauntlets;14
16656;Radiant Boots;14
16657;Imperial Plate Boots;14
16658;Imperial Plate Helm;14
16659;Radiant Circlet;14
16661;Storm Gauntlets;14
16662;Thorium Leggings;14
16663;Imperial Plate Chest;14
16664;Runic Plate Shoulders;14
16665;Runic Plate Boots;14
16666;Demonic Rune;14
16668;Dense Grinding Stone;14
16669;Dense Sharpening Stone;14
16671;Plans: Thorium Armor;14
16672;Plans: Thorium Belt;14
16673;Plans: Thorium Bracers;14
16674;Plans: Radiant Belt;14
16675;Plans: Imperial Plate Shoulders;14
16676;Plans: Imperial Plate Belt;14
16677;Plans: Radiant Breastplate;14
16678;Plans: Imperial Plate Bracers;14
16679;Plans: Wildthorn Mail;14
16680;Plans: Thorium Shield Spike;14
16681;Plans: Thorium Boots;14
16682;Plans: Thorium Helm;14
16683;Plans: Radiant Gloves;14
16685;Plans: Radiant Boots;14
16687;Plans: Fiery Plate Gauntlets;14
16688;Plans: Imperial Plate Boots;14
16690;Plans: Imperial Plate Helm;14
16691;Plans: Radiant Circlet;14
16692;Plans: Storm Gauntlets;14
16693;Plans: Thorium Leggings;14
16694;Plans: Imperial Plate Chest;14
16695;Plans: Runic Plate Shoulders;14
16696;Plans: Runic Plate Boots;14
16718;Finkle's Skinner;14
16724;Whitesoul Helm;14
16725;Radiant Leggings;14
16726;Runic Plate Helm;14
16729;Lionheart Helm;14
16730;Imperial Plate Leggings;14
16731;Runic Breastplate;14
16732;Runic Plate Leggings;14
16741;Stronghold Gauntlets;14
16743;Finkle Questgiver On;14
16747;Plans: Whitesoul Helm;14
16748;Plans: Radiant Leggings;14
16749;Plans: Runic Plate Helm;14
16751;Plans: Lionheart Helm;14
16752;Plans: Imperial Plate Leggings;14
16753;Plans: Runic Breastplate;14
16754;Plans: Runic Plate Leggings;14
16755;Plans: Stronghold Gauntlets;14
16796;Summon Shy-Rotam;14
16803;Flash Freeze;14
16871;Bleakwood Curse;14
16898;Blaze;14
16908;Dispel Magic;14
16927;Chilled;14
16928;Armor Shatter;14
16939;Ancestor's Vengeance;14
16960;Thorium Greatsword;14
16965;Bleakwood Hew;14
16970;Dawn's Edge;14
16973;Enchanted Battlehammer;14
16978;Blazing Rapier;14
16983;Serenity;14
16984;Volcanic Hammer;14
16985;Corruption;14
16988;Hammer of the Titans;14
16991;Annihilator;14
16992;Frostguard;14
16994;Arcanite Reaper;14
16995;Heartseeker;14
17017;Plans: Thorium Greatsword;14
17018;Plans: Bleakwood Hew;14
17021;Plans: Dawn's Edge;14
17023;Plans: Enchanted Battlehammer;14
17024;Plans: Blazing Rapier;14
17026;Plans: Serenity;14
17027;Plans: Volcanic Hammer;14
17028;Plans: Corruption;14
17031;Plans: Hammer of the Titans;14
17033;Plans: Annihilator;14
17034;Plans: Frostguard;14
17036;Plans: Arcanite Reaper;14
17037;Plans: Heartseeker;14
17038;Winterfall Firewater;14
17047;Increase Reputation;14
17132;Pamela's Doll Trap;14
17133;Create Pamela's Doll;14
17134;Musty Tome Trap;14
17159;Port to Haleh;14
17160;Port to Mazthoril;14
17166;Release Umi's Yeti;14
17180;Enchanted Thorium;14
17181;Enchanted Leather;14
17182;Enchanted Leather;14
17184;Enchanted Thorium;14
17187;Transmute: Arcanite;14
17188;Recipe: Transmute Arcanite;14
17199;Fire Cannon;14
17229;Winterspring Frostsaber;14
17252;Mark of the Dragon Lord;14
17271;Test Fetid Skull;14
17275;Heart of the Scale;14
17283;Smokey's Lighter;14
17291;Stratholme Holy Water;14
17308;Stun;14
17315;Puncture Armor;14
17330;Poison;14
17350;Argent Dawn;14
17351;Argent Dawn;14
17352;Argent Avenger;14
17368;Egan's Blaster;14
17372;Egan's Blaster Effect;14
17407;Wound;14
17432;Opening Stratholme Postbox;14
17448;Testament of Hope;14
17450;Ivory Raptor;14
17459;Icy Blue Mechanostrider;14
17460;Frost Ram;14
17461;Black Ram;14
17465;Green Skeletal Warhorse;14
17474;Find Relic Fragment;14
17481;Deathcharger;14
17483;Shadow Bolt;14
17490;Summon Skeleton;14
17494;Slavedriver's Cane;14
17495;Crest of Retribution;14
17496;Crest of Retribution;14
17500;Malown's Slam;14
17505;Curse of Timmy;14
17506;Soul Breaker;14
17512;Piccolo of the Flaming Fire;14
17535;Elixir of the Sages;14
17537;Elixir of Brute Force;14
17538;Elixir of the Mongoose;14
17555;Elixir of the Sages;14
17556;Major Healing Potion;14
17557;Elixir of Brute Force;14
17559;Transmute: Air to Fire;14
17563;Transmute: Undeath to Water;14
17564;Transmute: Water to Undeath;14
17571;Elixir of the Mongoose;14
17572;Purification Potion;14
17573;Greater Arcane Elixir;14
17585;Recipe: Elixir of the Sages;14
17586;Recipe: Major Healing Potion;14
17587;Recipe: Elixir of Brute Force;14
17588;Recipe: Transmute Air to Fire;14
17592;Recipe: Transmute Undeath to Water;14
17593;Recipe: Transmute Water to Undeath;14
17597;Recipe: Elixir of the Mongoose;14
17598;Recipe: Purification Potion;14
17599;Recipe: Greater Arcane Elixir;14
17625;Unholy Aura;14
17639;Wail of the Banshee;14
17668;Ramstein's Lightning Bolts;14
17669;Ramstein's Lightning Bolts;14
17670;Argent Dawn Commission;14
17728;Create Spellstone (Major);14
17730;Major Spellstone;14
17733;Create Spellstone (Major);14
17818;Increased Bow;14
17819;Increase Nature Dam 29;14
17854;Consume Shadows;14
17873;Increase Fire Dam 36;14
17891;Increase Frost Dam 26;14
17898;Increase Frost Dam 37;14
17899;Increase Frost Dam 39;14
18030;Increase Healing 37;14
18041;Increase Healing 66;14
18042;Increase Healing 68;14
18043;Increase Healing 70;14
18052;Increase Spell Dam 34;14
18067;Beast Slaying 45;14
18071;Enriched Manna Biscuit;14
18082;Fireball;14
18112;Firebolt;14
18185;Increased Defense;14
18203;Poison;14
18382;Increased Critical Spell;14
18400;Piccolo of the Flaming Fire;14
18787;Heaven's Blessing;14
18803;Focus;14
18833;Firebolt;14
18946;The Lion Horn of Stormwind;14
18987;Create Relic Bundle;14
18993;Ranshalla's Altar Trap;14
19047;Cured Rugged Hide;14
19058;Rugged Armor Kit;14
19147;Cured Rugged Hide;14
19148;Rugged Armor Kit;14
19199;Tea with Sugar;14
19260;Frost Blast;14
19307;Crystal of Zin-Malor;14
19363;Summon Mechanical Yeti;14
19368;Summon Infected Mossflayer;14
19380;Beast Slaying 33;14
19443;Sacrifice;14
19566;Salt Shaker;14
19567;Salt Shaker;14
19568;Salt Shaker;14
19638;Prismstone;14
19660;Tainted Blood;14
19772;Summon Lifelike Toad;14
19788;Dense Blasting Powder;14
19792;Thorium Rifle;14
19793;Lifelike Mechanical Toad;14
19794;Spellpower Goggles Xtreme Plus;14
19795;Thorium Tube;14
19796;Dark Iron Rifle;14
19805;Masterwork Target Dummy;14
19814;Masterwork Target Dummy;14
19844;Dense Blasting Powder;14
19847;Schematic: Thorium Rifle;14
19848;Schematic: Lifelike Mechanical Toad;14
19849;Schematic: Spellpower Goggles Xtreme Plus;14
19851;Schematic: Masterwork Target Dummy;14
19859;Schematic: Thorium Tube;14
19860;Schematic: Dark Iron Rifle;14
19887;Artisan Cook;14
19890;Artisan Fishing;14
19902;Artisan First Aid;14
20026;Enchant Chest - Major Health;14
20073;Formula: Enchant Chest - Major Health;14
20316;Firebolt;14
20380;Torment;14
20386;Sacrifice;14
20392;Consume Shadows;14
20396;Suffering;14
20402;Lash of Pain;14
20406;Soothing Kiss;14
20432;Tainted Blood;14
20587;Ragged John's Neverending Cup;14
20631;Furbolg Medicine Pouch;14
20799;Inferno;14
20814;Collect Dire Water;14
20847;The Lion Horn of Stormwind;14
21050;Melodious Rapture;14
21079;Echo of Archimonde;14
21142;Immolation;14
21153;Bonereaver's Edge;14
21170;Drain Life;14
21179;Chain Lightning;14
21607;Vitality;14
21618;Increased Mana Regen;14
21624;Increased Mana Regen;14
21636;Increased Mana Regen;14
21992;Thunderfury;14
22988;Illidan's Fury;14
22990;The Forming;14
23041;Call Anathema;14
23246;Purple Skeletal Warhorse;14
23930;Seal of the Dawn;14
24243;Increase Spell Dam 840;14
24576;Chromatic Mount;14
24694;Attack Power - Feral (+574);14
24697;Attack Power - Feral (+280);14
25247;Longsight;14
25465;Firework;14
25717;Spell Penetration;14
25718;Spell Penetration;14
26203;Spell Penetration 150 Fire Resist;14
26204;Spell Penetration 150 Frost Resist;14
27683;Prayer of Shadow Protection;14
27684;Prayer of Shadow Protection;14
29324;Test Sapper Charge;14
29443;Counterspell;14
29632;Shadow Shot;14
4141;Summon Myzrael;13
4941;Stoneshield;13
4943;Recipe: Lesser Stoneshield Potion;13
4982;Pillar Delving;13
5665;Fury of the Bogling;13
6310;Divining Scroll Spell;13
6605;Terrifying Screech;13
6626;Set NG-5 Charge (Blue);13
6630;Set NG-5 Charge (Red);13
6636;Wagon Explode;13
6724;Light of Elune;13
7759;Recipe: Loch Frenzy Delight;13
8348;Julie's Blessing;13
8397;Uther's Light;13
8747;Swimming Speed;13
8764;Earthen Vest;13
8765;Earthen Vest;13
8766;Azure Silk Belt;13
8767;Azure Silk Belt;13
8770;Robe of Power;13
8771;Robe of Power;13
8798;Pattern: Earthen Silk Belt;13
8803;Pattern: Crimson Silk Robe;13
8804;Crimson Silk Gloves;13
8805;Crimson Silk Gloves;13
9147;Earthen Leather Shoulders;13
9149;Heavy Earthen Gloves;13
9152;Pattern: Earthen Leather Shoulders;13
9154;Pattern: Heavy Earthen Gloves;13
9198;Frost Leather Cloak;13
9212;Frost Leather Cloak;13
9308;Increase Frost Dam 21;13
9317;Increase Healing 31;13
9330;Attack Power 18;13
9336;Attack Power 30;13
9712;Thaumaturgy Channel;13
9806;Phantom Strike;13
10003;The Shatterer;13
10004;The Shatterer;13
10007;Phantom Blade;13
10008;Phantom Blade;13
10009;Runed Mithril Hammer;13
10010;Plans: Runed Mithril Hammer;13
10015;Truesilver Champion;13
10016;Truesilver Champion;13
10368;Uther's Light Effect;13
10618;Elemental Protection;13
10621;Wolfshead Helm;13
10629;Wolfshead Helm;13
10630;Gauntlets of the Sea;13
10631;Gauntlets of the Sea;13
10632;Helm of Fire;13
10633;Helm of Fire;13
10650;Dragonscale Breastplate;13
10652;Dragonscale Breastplate;13
10697;Summon Crimson Whelpling;13
10838;First Aid;13
10842;Mageweave Bandage;13
11339;Instant Poison V;13
11342;Instant Poison V;13
11345;Instant Poison V;13
11348;Greater Armor;13
11356;Deadly Poison IV;13
11358;Deadly Poison IV;13
11361;Deadly Poison;13
11399;Mind-numbing Poison III;13
11400;Mind-numbing Poison III;13
11401;Mind-numbing Poison III;13
11452;Restorative Potion;13
11522;Restorative Potion;13
11923;Repair the Blade of Heroes;13
12069;Cindercloth Robe;13
12088;Cindercloth Boots;13
12112;Cindercloth Robe;13
12129;Cindercloth Boots;13
12168;Dark Iron Steelshifter Surprise;13
12534;Flames of Retribution;13
12594;Fire Goggles;13
12595;Mithril Blunderbuss;13
12624;Mithril Mechanical Dragonling;13
12634;Fire Goggles;13
12635;Mithril Blunderbuss;13
12653;Schematic: Mithril Mechanical Dragonling;13
12717;Goblin Mining Helmet;13
12718;Goblin Construction Helmet;13
12758;Goblin Rocket Helmet;13
12769;Goblin Mining Helmet;13
12770;Goblin Construction Helmet;13
12780;Goblin Rocket Helmet;13
12897;Gnomish Goggles;13
12910;Gnomish Goggles;13
13049;Dragon's Call;13
13143;Summon Razelikh;13
13478;Opening Relic Coffer;13
13484;Plant Gor'tesh Head;13
13578;Jadefire;13
13598;Increase Arcane Dam 13;13
13618;Formula: Enchant Gloves - Herbalism;13
13630;Scraping;13
13655;Enchant Weapon - Lesser Elemental Slayer;13
13656;Formula: Enchant Weapon - Lesser Elemental Slayer;13
13665;Increased Parry 1;13
13869;Formula: Enchant Gloves - Advanced Herbalism;13
13898;Enchant Weapon - Fiery Weapon;13
13904;Formula: Enchant Weapon - Fiery Weapon;13
13982;Bael'Gar's Fiery Essence;13
14008;Miblon's Bait;13
14027;Attack Power 24;13
14209;Signing;13
14210;Signing;13
14227;Signing;13
14250;Capture Grark;13
14254;Increase Spell Dam 19;13
14537;Six Demon Bag;13
14806;Bloodpetal Zapper;13
14814;Throw Dark Iron Ale;13
14827;Haste;13
14828;Haste;13
14929;Fill Nagmara's Vial;13
14930;Quickdraw Quiver;13
14931;Quickdraw Quiver;13
14932;Thick Leather Ammo Pouch;13
14933;Thick Leather Ammo Pouch;13
15033;Summon Ancient Spirits;13
15048;Summon Bomb;13
15049;Summon Robot;13
15118;Place Threshadon Carcass;13
15119;Apply Seduction Gland;13
15229;Crystal Restore;13
15231;Crystal Force;13
15233;Crystal Ward;13
15235;Crystal Yield;13
15239;Crystal Charge;13
15252;Keg Trap;13
15276;Opening Bar Door;13
15279;Crystal Spire;13
15283;Stunning Blow;13
15297;Plans: Dark Iron Pulverizer;13
15298;Plans: Dark Iron Sunderer;13
15301;Plans: Dark Iron Mail;13
15340;Lesser Arcane Amalgamation;13
15342;Create Windblossom Berries;13
15343;Create Whipper Root Tubers;13
15344;Create Night Dragon's Breath;13
15366;Songflower Serenade;13
15389;Lesser Arcane Amalgamation;13
15391;Lesser Arcane Amalgamation;13
15394;Lesser Arcane Amalgamation;13
15397;Lesser Arcane Amalgamation;13
15400;Lesser Arcane Amalgamation;13
15402;Lesser Arcane Amalgamation;13
15404;Lesser Arcane Amalgamation;13
15406;Lesser Arcane Amalgamation;13
15438;Thorns;13
15444;Greater Arcane Amalgamation;13
15446;Greater Arcane Amalgamation;13
15449;Greater Arcane Amalgamation;13
15458;Greater Arcane Amalgamation;13
15465;Increased Hit Chance 2;13
15466;Increased Hit Chance 3;13
15491;Collect Blessed Water;13
15494;Fury of Forgewright;13
15591;Revive Ringo;13
15596;Smoking Heart of the Mountain;13
15597;Formula: Smoking Heart of the Mountain;13
15600;Hand of Justice;13
15602;Lord General's Sword;13
15604;Second Wind;13
15627;Applying the Lure;13
15634;Schematic: Pet Bombling;13
15635;Schematic: Lil' Smoky;13
15646;Burst of Knowledge;13
15695;Mana Drain;13
15698;Filling Empty Jar;13
15699;Filling Empty Jar;13
15700;Whipper Root Tuber;13
15701;Night Dragon's Breath;13
15804;Increased Defense;13
15805;Increased Armor 1000;13
15933;Monster Omelet;13
15956;Fishing Skill +3;13
15972;Glinting Steel Dagger;13
15974;Glinting Steel Dagger;13
15975;Plans: Searing Golden Blade;13
16031;Releasing Corrupt Ooze;13
16414;Drain Life;13
16433;Wound;13
16454;Searing Blast;13
16470;Gift of Stone;13
16559;Flame Wrath;13
16739;Orb of Deception;13
16996;Incendia Powder;13
17148;Brain Hacker;13
17152;Destiny;13
17155;Sprinkling Purified Water;13
17161;Taking Moon Well Sample;13
17447;Circle of Flame;13
17528;Mighty Rage;13
17551;Stonescale Oil;13
17552;Mighty Rage Potion;13
17553;Superior Mana Potion;13
17554;Elixir of Superior Defense;13
17560;Transmute: Fire to Earth;13
17561;Transmute: Earth to Water;13
17567;Summon Blood Parrot;13
17581;Stonescale Oil;13
17582;Recipe: Mighty Rage Potion;13
17583;Recipe: Superior Mana Potion;13
17584;Recipe: Elixir of Superior Defense;13
17589;Recipe: Transmute Fire to Earth;13
17590;Recipe: Transmute Earth to Water;13
17594;Recipe: Transmute Life to Earth;13
17595;Recipe: Transmute Earth to Life;13
17712;Lifestone Healing;13
17713;Increased Critical 10;13
17768;Wolfshead Helm;13
17868;Increase Fire Dam 27;13
17878;Increase Fire Dam 43;13
18060;Attack Power 200;13
18061;Increased 1H Sword;13
18062;Increased Dodge 8;13
18063;Increased Parry 5;13
18064;Increased Block 20;13
18065;zzOLDHaste 10;13
18066;Increased Hit Chance 10;13
18076;Beast Slaying 72;13
18079;Demon Slaying 33;13
18086;Firebolt;13
18087;Demon Slaying 78;13
18104;Wrath;13
18186;Firebolt;13
18201;Beast Slaying 24;13
18212;Demon Slaying 99;13
18241;Filet of Redgill;13
18250;Recipe: Spotted Yellowtail;13
18251;Recipe: Cooked Glossy Mightfish;13
18252;Recipe: Filet of Redgill;13
18815;Drain Life;13
19949;Recipe: Spiced Chili Crab;13
19950;Recipe: Monster Omelet;13
20008;Enchant Bracer - Greater Intellect;13
20009;Enchant Bracer - Superior Spirit;13
20039;Greater Eternal Essence;13
20040;Lesser Eternal Essence;13
20065;Formula: Enchant Bracer - Greater Intellect;13
20067;Formula: Enchant Boots - Greater Stamina;13
20068;Formula: Enchant Cloak - Greater Resistance;13
20069;Formula: Enchant Shield - Greater Stamina;13
20070;Formula: Enchant Bracer - Superior Spirit;13
20071;Formula: Enchant Gloves - Greater Agility;13
20072;Formula: Enchant Boots - Spirit;13
20219;Gnomish Engineer;13
20220;Gnomish Engineering;13
20221;Goblin Engineering;13
20222;Goblin Engineer;13
20327;Fire Shield;13
20401;Lash of Pain;13
20428;Devour Magic;13
20434;Spell Lock;13
20628;Recipe: Undermine Clam Chowder;13
21363;Increased Mana Regen;13
21475;Increased Block 3;13
21915;Plans: Edge of Winter;13
22734;Drink;13
22854;Increased Hunter Pet Damage;13
23075;Mithril Mechanical Dragonling;13
24935;Summon RC Tank;13
26030;Windblossom Berries;13
28327;Steam Tonk Controller;13
28328;Schematic: Steam Tonk Controller;13
29501;Frost Arrow;13
29502;Frost Arrow;13
29625;Flaming Cannonball;13
29626;Shadowbolt;13
29635;Flaming Shell;13
29639;Flaming Cannonball;13
3421;Crippling Poison II;12
3423;Crippling Poison;12
4070;Guardian;12
7696;Increase Nature Dam 10;12
7764;Wisdom of Agamaggan;12
7927;First Aid;12
7929;Heavy Silk Bandage;12
7931;Heavy Silk Bandage;12
9316;Increase Healing 29;12
9332;Attack Power 22;12
9357;Increase Nature Dam 16;12
9397;Increase Spell Dam 7;12
10011;Blight;12
10012;Blight;12
10053;Conjure Mana Citrine;12
10055;Conjure Mana Citrine;12
10098;Smelt Truesilver;12
10100;Smelt Truesilver;12
10256;Food;12
10342;Guardian Effect;12
10550;Nightscape Cloak;12
10619;Dragonscale Gauntlets;12
10620;Dragonscale Gauntlets;12
10647;Feathered Breastplate;12
10648;Feathered Breastplate;12
10664;Pattern: Nightscape Cloak;12
10706;Summon Hawk Owl;12
10707;Summon Great Horned Owl;12
10767;Rising Spirit;12
11355;Deadly Poison III;12
11357;Deadly Poison III;12
11360;Deadly Poison;12
11389;Detect Undead;12
11406;Elixir of Demonslaying;12
11407;Detect Demon;12
11460;Elixir of Detect Undead;12
11477;Elixir of Demonslaying;12
11478;Elixir of Detect Demon;12
11495;Elixir of Detect Undead;12
11501;Elixir of Detect Demon;12
11510;Recipe: Elixir of Demonslaying;12
11840;Summon Edana Hatetalon;12
11885;Capture Treant;12
11886;Capture Wildkin;12
11887;Capture Hippogryph;12
11888;Capture Faerie Dragon;12
11889;Capture Mountain Giant;12
12022;Admiral's Hat;12
12062;Stormcloth Pants;12
12063;Stormcloth Gloves;12
12068;Stormcloth Vest;12
12081;Admiral's Hat;12
12083;Stormcloth Headband;12
12087;Stormcloth Shoulders;12
12090;Stormcloth Boots;12
12140;Pattern: Stormcloth Pants;12
12141;Pattern: Stormcloth Gloves;12
12145;Pattern: Stormcloth Vest;12
12147;Pattern: Stormcloth Headband;12
12149;Copy of Pattern: Stormcloth Shoulders;12
12150;Pattern: Stormcloth Boots;12
12182;Pattern: Admiral's Hat;12
12253;Dowse Eternal Flame;12
12278;Breath of Fire;12
12283;Xiggs Signal Flare;12
12304;Drawing Kit;12
12345;Pattern: Shadoweave Mask;12
12459;Deadly Scope;12
12510;Teleport to Azshara Tower;12
12521;Teleport from Azshara Tower;12
12597;Deadly Scope;12
12617;Deepdive Helmet;12
12646;Schematic: Deadly Scope;12
12651;Schematic: Deepdive Helmet;12
13229;Wound Poison III;12
13232;Wound Poison;12
13808;M73 Frag Grenade;12
13915;Enchant Weapon - Demonslaying;12
13916;Formula: Enchant Weapon - Demonslaying;12
15808;Attack Power 38;12
15851;Dragonbreath Chili;12
15852;Dragonbreath Chili;12
15906;Dragonbreath Chili;12
15908;Recipe: Dragonbreath Chili;12
15910;Heavy Kodo Stew;12
15911;Recipe: Heavy Kodo Stew;12
16451;Judge's Gavel;12
16610;Razorhide;12
16612;Agamaggan's Strength;12
16618;Spirit of the Wind;12
16783;Shadow Bolt;12
17013;Agamaggan's Agility;12
17727;Create Spellstone (Greater);12
17729;Greater Spellstone;12
17732;Create Spellstone (Greater);12
18832;Lily Root;12
19057;Armor +40;12
21432;Attack Power Ranged 17;12
22807;Greater Water Breathing;12
22808;Elixir of Greater Water Breathing;12
22809;Elixir of Greater Water Breathing;12
23337;Shoot;12
29634;Quill Shot;12
29646;Quill Shot;12
47;Sprint (TEST);11
458;Brown Horse;11
459;Gray Wolf;11
468;White Stallion;11
469;zzOLDDONOTREUSE;11
470;Black Stallion;11
471;Palamino Stallion;11
472;Pinto Horse;11
578;Black Wolf;11
579;Red Wolf;11
580;Large Timber Wolf;11
581;Winter Wolf;11
606;Mind Rot;11
1538;Charging;11
2381;Resistance (OLD);11
2842;Poisons;11
2866;zzOLDSpell - Reuse 2866;11
2995;Poisons;11
3169;Invulnerability;11
3172;Minor Magic Resistance Potion;11
3173;Lesser Mana Potion;11
3175;Limited Invulnerability Potion;11
3177;Elixir of Defense;11
3180;Recipe: Minor Magic Resistance Potion;11
3181;Lesser Mana Potion;11
3183;Recipe: Limited Invulnerability Potion;11
3186;Elixir of Defense;11
3383;Recipe: Barbecued Buzzard Wing;11
3400;Soothing Turtle Bisque;11
3452;Mana Potion;11
3461;Mana Potion;11
3591;Blessing of the Holy Spring;11
3592;Cure Ailments;11
3607;Yenniku's Release;11
3862;Icy Cloak;11
3902;Pattern: Icy Cloak;11
3944;Flame Deflector;11
3959;Discombobulator Ray;11
3963;Compact Harvest Reaper Kit;11
3968;Goblin Land Mine;11
3971;Gnomish Cloaking Device;11
4019;Compact Harvest Reaper Kit;11
4029;Schematic: Flame Deflector;11
4031;Schematic: Discombobulator Ray;11
4034;Schematic: Goblin Land Mine;11
4060;Discombobulate;11
4078;Compact Harvest Reaper;11
4079;Cloaking;11
4094;Barbecued Buzzard Wing;11
4100;Goblin Land Mine;11
4152;Detect Elven Gems;11
4945;Summon Dagun;11
5024;Flee;11
5784;Summon Felsteed;11
5785;Teach Summon Felsteed;11
6615;Free Action;11
6624;Free Action Potion;11
6625;Recipe: Free Action Potion;11
6648;Chestnut Mare;11
6653;Dire Wolf;11
6654;Brown Wolf;11
6727;Poison Mushroom;11
6777;Gray Ram;11
6802;Opening;11
6896;Black Ram;11
6897;Blue Ram;11
6898;White Ram;11
6899;Brown Ram;11
7179;Elixir of Water Breathing;11
7180;Elixir of Water Breathing;11
7213;Giant Clam Scorcho;11
7214;Recipe: Giant Clam Scorcho;11
7254;Nature Protection ;11
7264;Recipe: Nature Protection Potion;11
7518;Increased Defense;11
7560;Increased 2H Mace;11
7598;Increased Critical 2;11
7826;Fishing Skill +20;11
7828;Rockscale Cod;11
7831;Recipe: Rockscale Cod;11
8098;Intellect;11
8120;Strength;11
8394;Striped Frostsaber;11
8395;Emerald Raptor;11
8832;Ward of Zanzil;11
8856;Bending Shinbone;11
8980;Skeletal Horse;11
9148;Pilferer's Gloves;11
9153;Pattern: Pilferer's Gloves;11
9325;Increase Shadow Dam 17;11
9344;Increase Spell Dam 15;11
9361;Increase Nature Dam 21;11
9401;Increase Fire Dam 14;11
9402;Increase Frost Dam 11;11
9408;Increase Healing 22;11
9411;Increase Nature Dam 14;11
9414;Increase Shadow Dam 14;11
9512;Restore Energy;11
9513;Thistle Tea;11
9514;Recipe: Thistle Tea;11
9577;Uldaman Key Staff;11
9594;Attach Medallion to Shaft;11
9595;Attach Shaft to Medallion;11
9596;Schematic: Gnomish Cloaking Device;11
9777;Self Healing;11
9778;Proc Self Heal 22;11
9781;Mithril Shield Spike;11
9783;Mithril Spurs;11
9787;Weaponsmith;11
9788;Armorsmith;11
9789;Artisan Weaponsmith;11
9790;Artisan Armorsmith;11
9928;Heavy Mithril Gauntlet;11
9929;Heavy Mithril Gauntlet;11
9939;Mithril Shield Spike;11
9940;Plans: Mithril Shield Spike;11
9945;Ornate Mithril Pants;11
9946;Plans: Ornate Mithril Pants;11
9950;Ornate Mithril Gloves;11
9951;Plans: Ornate Mithril Gloves;11
9952;Ornate Mithril Shoulders;11
9953;Plans: Ornate Mithril Shoulders;11
9957;Orcish War Leggings;11
9958;Plans: Orcish War Leggings;11
9959;Heavy Mithril Breastplate;11
9960;Heavy Mithril Breastplate;11
9961;Mithril Coif;11
9962;Mithril Coif;11
9964;Mithril Spurs;11
9965;Plans: Mithril Spurs;11
9966;Mithril Scale Shoulders;11
9967;Plans: Mithril Scale Shoulders;11
9968;Heavy Mithril Boots;11
9969;Heavy Mithril Boots;11
9970;Heavy Mithril Helm;11
9971;Plans: Heavy Mithril Helm;11
9972;Ornate Mithril Breastplate;11
9973;Plans: Ornate Mithril Breastplate;11
9979;Ornate Mithril Boots;11
9980;Ornate Mithril Helm;11
9981;Plans: Ornate Mithril Boots;11
9982;Plans: Ornate Mithril Helm;11
9995;Blue Glittering Axe;11
9996;Plans: Blue Glittering Axe;11
9997;Wicked Mithril Blade;11
10000;Plans: Wicked Mithril Blade;11
10001;Big Black Mace;11
10002;Big Black Mace;11
10005;Dazzling Mithril Rapier;11
10006;Plans: Dazzling Mithril Rapier;11
10113;Flare;11
10137;Fizzule's Folly;11
10139;Conjure Water;11
10140;Conjure Water;11
10142;Conjure Water;11
10145;Conjure Food;11
10147;Conjure Food;11
10344;Armor +32;11
10351;Basilisk Skin;11
10370;Lacerations;11
10482;Cured Thick Hide;11
10485;Cured Thick Hide;11
10487;Thick Armor Kit;11
10509;Turtle Scale Gloves;11
10510;Pattern: Turtle Scale Gloves;11
10516;Nightscape Shoulders;11
10517;Pattern: Nightscape Shoulders;11
10520;Big Voodoo Robe;11
10522;Pattern: Big Voodoo Robe;11
10525;Tough Scorpid Breastplate;11
10527;Pattern: Tough Scorpid Breastplate;11
10529;Wild Leather Shoulders;11
10530;Pattern: Wild Leather Shoulders;11
10531;Big Voodoo Mask;11
10532;Pattern: Big Voodoo Mask;11
10533;Tough Scorpid Bracers;11
10536;Pattern: Tough Scorpid Bracers;11
10542;Tough Scorpid Gloves;11
10543;Pattern: Tough Scorpid Gloves;11
10544;Wild Leather Vest;11
10545;Pattern: Wild Leather Vest;11
10546;Wild Leather Helmet;11
10547;Pattern: Wild Leather Helmet;11
10554;Tough Scorpid Boots;11
10555;Pattern: Tough Scorpid Boots;11
