ObjectList;name;Patch
176404;Mailbox;14
176424;Doodad_GuildInstanceBLOCKER;14
176425;Bonfire;14
176426;Bonfire;14
176427;Fire;14
176428;Fire;14
176429;Fire;14
176430;Fire;14
176431;Fire;14
176432;Fire;14
176433;Fire;14
176434;Fire;14
176435;Fire;14
176436;Bonfire;14
176437;Fire;14
176438;Bonfire;14
176439;Bonfire;14
176440;Fire;14
176441;Fire;14
176442;Bonfire;14
176443;Fire;14
176444;Bonfire;14
176445;Bonfire;14
176446;Fire;14
176454;Meat Rack;14
176455;Meat Rack;14
176456;Meat Rack;14
176457;Fire;14
176458;Meat Rack;14
176459;Meat Rack;14
176460;Fire;14
176461;Meat Rack;14
176462;Cooking Table;14
176463;Cooking Table;14
176583;Golden Sansam;14
176584;Dreamfoil;14
176586;Mountain Silversage;14
176587;Plaguebloom;14
176588;Icecap;14
176589;Black Lotus;14
176638;Golden Sansam;14
176639;Dreamfoil;14
176640;Mountain Silversage;14
176641;Plaguebloom;14
176643;Small Thorium Vein;14
176745;Caer Darrow Skeleton 001;14
176748;Bench;14
176749;Bench;14
176804;Campfire;14
176805;Bonfire;14
176806;Campfire;14
176807;Campfire;14
176808;Campfire;14
176967;Stratholme;14
176968;Terrordale;14
176969;Quel'Thalas;14
176970;Corin's Crossing;14
176971;Quel'Thalas;14
176972;Stratholme;14
176973;Tyr's Hand;14
176978;Quel'Thalas;14
176979;Stratholme;14
176980;Tyr's Hand;14
176981;Darrowshire;14
176982;Andorhal;14
176983;Andorhal;14
176984;Corin's Crossing;14
176985;Stratholme;14
176986;Darrowshire;14
176987;Hearthglen;14
176988;Andorhal;14
176989;Tirisfal Glades;14
176990;Darrowshire;14
176991;Tirisfal;14
176992;Darrowshire;14
176993;Andorhal;14
176994;Hearthglen;14
177119;Winterspring;14
177124;Winterspring;14
177126;Winterspring;14
177131;Kel'Theril;14
177132;Starfall Village;14
177133;Everlook;14
177134;Moonglade;14
177135;Felwood;14
177136;Starfall Village;14
177137;Everlook;14
177138;Kel'Theril;14
177139;Starfall Village;14
177140;Frostsaber Rock;14
177141;Kel'Theril;14
177142;Moonglade;14
177143;Felwood;14
177144;Everlook;14
177145;Mount Hyjal;14
177146;Everlook;14
177147;Kel'Theril;14
177148;Frostsaber Rock;14
177149;Starfall Village;14
177150;Mount Hyjal;14
177151;Starfall Village;14
177152;Kel'Theril;14
177153;Everlook;14
177154;Moonglade;14
177155;Felwood;14
177240;Loose Dirt Mound;14
177271;;14
177286;Cauldron;14
177388;Ooze Covered Rich Thorium Vein;14
177404;Altar of Elune;14
177414;Gem of Elune;14
177415;Light of Elune;14
177416;Aura of Elune (SMALL);14
177417;Fire of Elune;14
177490;Northridge Lumber Mill Crate;14
177492;Northridge Lumber Mill Crate;14
177528;Darrowshire Town Square spell focus (DND);14
177529;Altar of Elune (Trap;14
177544;Joseph's Chest;14
177664;Rancid Meat;14
177665;Big Rancid Meat;14
177666;Moonwell Spell Focus;14
177668;Mark of Detonation;14
177669;Plaguewood Fire (Small);14
177670;Plaguewood Fire (Large);14
177671;Plaguewood Smoke;14
177677;Shallow Grave;14
177684;Stone of Shy-Rotam;14
177724;Dredan's Table;14
177725;Dredan's Alchemy Tools;14
177726;Tool Bucket;14
177727;Dredan's Forge;14
178229;Aurora's Book;14
178230;Aurora's Aura;14
178304;Box o' Squirrels;14
179125;Izzy's Holdings;14
179264;Giant Clam;14
179498;Scarlet Footlocker;14
179747;Terrordale Haunting Spirit;14
179748;Chair;14
179749;Brazier;14
179750;Brazier;14
179751;Brazier;14
179752;Brazier;14
179753;Brazier;14
179754;Brazier;14
179755;Brazier;14
179756;Brazier;14
179757;High Back Chair;14
179758;Chair;14
179759;Chair;14
179760;Chair;14
179761;Chair;14
179762;Chair;14
179763;Chair;14
179764;Chair;14
179765;Chair;14
179766;Chair;14
179767;Bench;14
179768;Bench;14
179769;Bench;14
179770;Bench;14
179771;Bench;14
179863;Forge;14
179864;Anvil;14
180204;Uther's Tomb Statue;14
180673;High Chief Winterfall Cave Mouth Spell Focus;14
181075;Table;14
181076;Inigo's Chair;14
181077;Rug;14
181078;Marjhan's Chair;14
181079;Eligor's Chair;14
181080;Angela's Chair;14
181081;Map of the Eastern Plaguelands;14
181082;Candelabra;14
181103;Flower;14
181104;Small Dirt Mound;14
181130;Forge;14
181131;Anvil;14
181134;Bonfire;14
181135;Bonfire;14
181206;Consecrated Earth;14
181236;Mailbox;14
182059;Campfire;14
182063;Basin of Holy Water;14
182068;Alonsus Chapel Eternal Flame;14
182075;ElvenWoodenTable;14
182076;Elf Crate;14
182077;Night Elf Stool;14
182078;Nightelf Glowing Bowl;14
182079;Nightelf Stone Rune;14
182080;Nightelf Stone Rune;14
182081;Nightelf Stone Rune;14
182483;Uther Shrine Lightbeam;14
185498;Campfire;14
249;Crate of Foodstuffs;13
251;Research Equipment;13
2688;Keystone;13
2689;Stone of West Binding;13
2690;Stone of Outer Binding;13
2691;Stone of East Binding;13
2701;Iridescent Shards;13
2702;Stone of Inner Binding;13
2842;Pillar of Diamond;13
2848;Pillar of Opal;13
2858;Pillar of Amethyst;13
2867;Excavation Supply Crate;13
2933;Seal of the Earth;13
3636;Campfire;13
3637;Campfire;13
3638;Campfire;13
3639;Campfire;13
3716;Campfire;13
3717;Campfire;13
3718;Campfire;13
3936;Fierce Blaze;13
3937;Mighty Blaze;13
3938;Fierce Blaze;13
3939;Fierce Blaze;13
3940;Fierce Blaze;13
3941;Fierce Blaze;13
3942;Fierce Blaze;13
3943;Mighty Blaze;13
4004;Fire Plume Ridge Lava Lake;13
6751;Strange Fruited Plant;13
6752;Strange Fronded Plant;13
7510;Sprouted Frond;13
19021;Rusty Chest;13
19022;Worn Chest;13
19024;Hidden Shrine;13
19547;Venture Co. Explosives Wagon;13
19590;Venture Co. Wagon Trap;13
19591;Venture Co. Wagon (Blue);13
19592;NG-5 Explosives (Red);13
19600;Venture Co. Wagon (Red);13
19601;NG-5 Explosives (Blue);13
19602;Venture Co. Engineering Plans;13
19603;Venture Co. Documents;13
20725;The Legacy of the Aspects;13
20726;Beginnings of the Undead Threat;13
20899;Venture Co. Explosives Wagon;13
89931;Bath'rah's Cauldron;13
126049;Magenta Cap Clusters;13
126158;Tallonkai's Dresser;13
126312;Bonfire;13
126313;Bonfire;13
126314;Bonfire;13
126335;Bonfire;13
126337;;13
126338;;13
126339;;13
126340;;13
126341;;13
126342;;13
126345;;13
128293;Magenta Cap Clusters;13
140372;Bench;13
140373;Bench;13
140374;Bench;13
140375;Bench;13
140376;Bench;13
140378;Bench;13
140379;Bench;13
140380;Bench;13
140381;Bench;13
140382;Bench;13
140383;Bench;13
140384;Bench;13
140385;Bench;13
140386;Bench;13
140387;Bench;13
140388;Bench;13
140389;Bench;13
140390;Bench;13
140391;Bench;13
140392;Bench;13
140393;Bench;13
140394;Bench;13
140395;Bench;13
140396;Bench;13
140397;Bench;13
140398;Bench;13
140399;Bench;13
140400;Bench;13
140401;Bench;13
140402;Bench;13
140403;Bench;13
140439;Chair;13
147516;Dark Iron;13
147517;Dark Iron;13
148501;Corrupted Moonwell Spell Focus (DND);13
148503;Fire Plume Ridge Hot Spot;13
148507;Circle of Aquementas;13
149025;Sentry Brazier;13
149030;Sentry Brazier;13
149031;Sentry Brazier;13
149032;Sentry Brazier;13
149047;Torch of Retribution;13
149502;Hoard of the Black Dragonflight;13
152619;Campfire;13
152620;Azsharite Formation;13
152621;Azsharite Formation;13
152622;Azsharite Formation;13
152631;Azsharite Formation;13
153203;Rune of the Defiler;13
153204;Rune of the Defiler;13
153205;Altar of the Defiler;13
153516;Campfire;13
153556;Thaurissan Relic;13
157923;Giant Doors;13
157936;Un'Goro Dirt Pile;13
158545;Bench;13
158546;Bench;13
158547;Chair;13
158548;Bench;13
158549;Bench;13
158550;Bench;13
158551;Bench;13
158552;Bench;13
158553;Bench;13
158554;Bench;13
158555;Bench;13
158556;Bench;13
158557;Bench;13
158558;Bench;13
158559;Bench;13
158560;Bench;13
158561;Bench;13
158562;Bench;13
158563;Bench;13
158564;Bench;13
158565;Bench;13
158566;Bench;13
158567;Bench;13
158568;Bench;13
158569;Bench;13
158570;Bench;13
158571;Chair;13
158572;Bench;13
158576;Chair;13
158579;Chair;13
158580;Chair;13
158581;Chair;13
158582;Chair;13
158583;Bench;13
158584;Bench;13
158585;Bench;13
158599;Bench;13
158608;Bench;13
158674;Bench;13
158678;Chair;13
158679;Chair;13
158680;Chair;13
160445;Sha'ni Proudtusk's Remains;13
160836;Relic Coffer;13
160839;Gor'tesh's Lopped Off Head;13
160840;Soft Dirt Mound;13
160842;Gor'tesh's Lopped Off Head;13
160845;Dark Coffer;13
161456;Dark Keeper Portrait;13
161457;Dark Keeper Portrait;13
161458;Dark Keeper Portrait;13
161459;Dark Keeper Portrait;13
161460;The Shadowforge Lock;13
161461;Giant Door Mechanism;13
161462;Giant Door Fake Collision;13
161495;Secret Safe;13
161516;BigDoorDummyCollision02;13
161521;Research Equipment;13
161522;ArenaGate02;13
161523;ArenaGate04;13
161524;ArenaGate03;13
161525;ArenaGate01;13
161526;Crate of Foodstuffs;13
161527;Dinosaur Bone;13
161557;Milly's Harvest;13
164658;Blue Power Crystal;13
164659;Green Power Crystal;13
164660;Red Power Crystal;13
164661;Yellow Power Crystal;13
164688;Ironfel;13
164689;Monument of Franclorn Forgewright;13
164729;Miblon's Door;13
164738;Miblon's Spell Focus (DND);13
164758;Miblon's Bait;13
164778;Blue Power Crystal;13
164779;Green Power Crystal;13
164780;Red Power Crystal;13
164781;Yellow Power Crystal;13
164818;Dark Keeper Portrait;13
164819;Dark Keeper Portrait;13
164820;Dark Keeper Nameplate;13
164821;Dark Keeper Nameplate;13
164822;Dark Keeper Nameplate;13
164823;Dark Keeper Nameplate;13
164824;Dark Keeper Nameplate;13
164825;Dark Keeper Nameplate;13
164838;JD Red Crystal 1;13
164867;WANTED;13
164868;KILL ON SIGHT;13
164869;Spectral Chalice;13
164881;Cleansed Night Dragon;13
164882;Cleansed Songflower;13
164883;Cleansed Whipper Root;13
164884;Cleansed Windblossom;13
164885;Corrupted Night Dragon;13
164886;Corrupted Songflower;13
164887;Corrupted Windblossom;13
164888;Corrupted Whipper Root;13
164911;Thunderbrew Lager Keg;13
164927;JD Yellow Crystal 1;13
164955;Northern Crystal Pylon;13
164956;Western Crystal Pylon;13
164957;Eastern Crystal Pylon;13
164958;Bloodpetal Sprout;13
165554;Heart of the Mountain;13
165658;Dark Iron Deposit;13
165678;Golakka Crater;13
165738;Dark Iron Ale Mug;13
165739;Grim Guzzler Boar;13
165760;Arei Spell Focus;13
166863;Fresh Threshadon Carcass;13
166872;Supply Crate;13
167284;Bonfire;13
167285;Bonfire;13
167286;Bonfire;13
167287;Bonfire;13
167288;Bonfire;13
167289;Bonfire;13
167290;Bonfire;13
167291;Bonfire;13
169216;Preserved Threshadon Carcass;13
169217;Un'Goro Flat Rock;13
169243;Chest of The Seven;13
169294;Tablet of the Seven;13
170439;Bench;13
170440;Chair;13
170441;Chair;13
170442;Chair;13
170443;Chair;13
170444;Chair;13
170445;Chair;13
170446;Chair;13
170447;Chair;13
170448;Chair;13
170449;Chair;13
170450;Chair;13
170451;Chair;13
170452;Chair;13
170453;Chair;13
170454;Chair;13
170455;Chair;13
170456;Bench;13
170457;Bench;13
170458;Bench;13
170459;Bench;13
170460;Bench;13
170461;Bench;13
170462;Bench;13
170463;Bench;13
170464;Bench;13
170465;Bench;13
170466;Bench;13
170467;Bench;13
170468;Bench;13
170469;Chair;13
170470;Chair;13
170471;Chair;13
170472;Bench;13
170473;Chair;13
170474;Bench;13
170475;Bench;13
170476;Bench;13
170477;Bench;13
170478;Bench;13
170479;Bench;13
170480;Bench;13
170481;Bench;13
170482;Bench;13
170483;Bench;13
170484;Bench;13
170485;Chair;13
170486;Chair;13
170487;Bench;13
170488;Chair;13
170489;Chair;13
170490;Bench;13
170491;Chair;13
170492;Bench;13
170493;Bench;13
170494;Bench;13
170495;Bench;13
170496;Bench;13
170497;Bench;13
170498;Bench;13
170499;Bench;13
170500;Bench;13
170501;Bench;13
170502;Bench;13
170503;Bench;13
170504;Bench;13
170505;Bench;13
170506;Bench;13
170507;Bench;13
170508;Bench;13
170509;Bench;13
170510;Bench;13
170511;Bench;13
170512;Bench;13
170513;Bench;13
170514;Bench;13
170515;Bench;13
170516;Bench;13
170517;Bench;13
170518;Bench;13
170519;Bench;13
170520;Bench;13
170521;Bench;13
170522;Bench;13
170523;Bench;13
170524;Bench];13
170525;Bench;13
170526;Bench;13
170527;Bench;13
170528;Bench;13
170529;Bench;13
170530;Bench;13
170531;Bench;13
170532;Bench;13
170533;Bench;13
170534;Bench;13
170535;Bench;13
170536;Bench;13
170537;Bench;13
170538;Bench;13
170539;Bench;13
170540;Bench;13
170541;Bench;13
170542;Bench;13
170543;Bench;13
170544;Bench;13
170545;Bench;13
170546;Bench;13
170547;Bench;13
170548;Bench;13
170549;Bench;13
170550;Bench;13
170551;Chair;13
170552;Chair;13
170553;Chair;13
170554;Chair;13
170555;Doodad_BurningGiantWheel01;13
170556;Doodad_BlackRockDoors01;13
170557;Doodad_BlackRockDoorSingle01;13
170558;The Lyceum;13
170559;Shadowforge Gate;13
170560;Shadowforge Gate;13
170561;Supply Room Door;13
170562;Cell Door;13
170563;Cell Door;13
170564;Cell Door;13
170565;Cell Door;13
170566;Cell Door;13
170567;Cell Door;13
170568;Cell Door;13
170569;Cell Door;13
170570;East Garrison Door;13
170571;Bar Door;13
170572;Doodad_BlackRockIronDoor02;13
170573;Golem Room North;13
170574;Golem Room South;13
170575;Thone Room Doors;13
170576;Doodad_BlackRockDoors02;13
170577;Doodad_BlackRockDoors03;13
170578;Doodad_DarkIronDwarfRune_A01;13
170579;Doodad_DarkIronDwarfRune_B01;13
170580;Doodad_DarkIronDwarfRune_C01;13
170581;Doodad_DarkIronDwarfRune_D01;13
170582;Doodad_DarkIronDwarfRune_E01;13
170583;Doodad_DarkIronDwarfRune_F01;13
170584;Doodad_DarkIronDwarfRune_G01;13
170592;Imperial Throne;13
170607;Dark Iron Keg Shotgun;13
171939;Corrupted Songflower;13
171940;Cleansed Songflower;13
171941;Keg Trap;13
171942;Corrupted Songflower;13
171943;Cleansed Songflower;13
172619;Un'Goro Flat Rock;13
172911;The Black Anvil;13
173232;Blacksmithing Plans;13
173284;Corrupted Whipper Root;13
173324;Corrupted Night Dragon;13
173325;Cleansed Night Dragon;13
173326;Cleansed Windblossom;13
173327;Corrupted Windblossom;13
174045;The Black Forge;13
174407;Chair;13
174408;Chair;13
174409;Chair;13
174410;Chair;13
174411;Chair;13
174412;Chair;13
174413;Chair;13
174414;Chair;13
174415;Chair;13
174416;Chair;13
174417;Chair;13
174418;Chair;13
174419;Chair;13
174420;Chair;13
174421;Chair;13
174422;Chair;13
174423;Chair;13
174424;Chair;13
174425;Chair;13
174426;Chair;13
174427;Chair;13
174428;Chair;13
174429;Chair;13
174430;Chair;13
174431;Chair;13
174432;Chair;13
174433;Chair;13
174434;Chair;13
174435;Chair;13
174436;Chair;13
174437;Chair;13
174438;Chair;13
174439;Chair;13
174440;Chair;13
174441;Chair;13
174442;Chair;13
174443;Chair;13
174444;Chair;13
174445;Chair;13
174446;Chair;13
174447;Chair;13
174448;Chair;13
174449;Chair;13
174450;Chair;13
174451;Chair;13
174452;Chair;13
174453;Chair;13
174454;Chair;13
174455;Chair;13
174456;Chair;13
174457;Chair;13
174458;Chair;13
174459;Chair;13
174460;Chair;13
174461;Chair;13
174462;Chair;13
174463;Chair;13
174464;Chair;13
174465;Chair;13
174466;Chair;13
174467;Chair;13
174468;Chair;13
174469;Chair;13
174470;Chair;13
174471;Chair;13
174472;Chair;13
174473;Chair;13
174474;Chair;13
174475;Chair;13
174476;Chair;13
174477;Chair;13
174478;Chair;13
174479;Chair;13
174480;Chair;13
174481;Chair;13
174482;Chair;13
174483;Chair;13
174484;Chair;13
174485;Chair;13
174486;Chair;13
174487;Chair;13
174488;Chair;13
174489;Chair;13
174490;Chair;13
174491;Chair;13
174492;Chair;13
174493;Chair;13
174494;Chair;13
174495;Chair;13
174496;Chair;13
174497;Chair;13
174498;Chair;13
174499;Chair;13
174500;Chair;13
174501;Chair;13
174502;Chair;13
174503;Chair;13
174504;Chair;13
174505;Chair;13
174506;Chair;13
174507;Chair;13
174508;Chair;13
174509;Chair;13
174510;Chair;13
174511;Chair;13
174512;Chair;13
174513;Chair;13
174514;Chair;13
174515;Chair;13
174516;Chair;13
174517;Chair;13
174518;Chair;13
174519;Chair;13
174520;Chair;13
174521;Chair;13
174522;Chair;13
174523;Chair;13
174524;Chair;13
174525;Chair;13
174526;Chair;13
174527;Chair;13
174528;Chair;13
174529;Chair;13
174530;Chair;13
174531;Chair;13
174532;Chair;13
174533;Chair;13
174534;Chair;13
174535;Chair;13
174536;Chair;13
174537;Chair;13
174538;Chair;13
174539;Chair;13
174540;Chair;13
174541;Chair;13
174542;Chair;13
174543;Chair;13
174544;Chair;13
174545;Chair;13
174546;Chair;13
174547;Chair;13
174548;Chair;13
174549;Chair;13
174550;Chair;13
174551;Chair;13
174552;Chair;13
174553;Secret Door;13
174554;Relic Coffer Door;13
174555;Relic Coffer Door;13
174556;Relic Coffer Door;13
174557;Relic Coffer Door;13
174558;Relic Coffer Door;13
174559;Relic Coffer Door;13
174560;Relic Coffer Door;13
174561;Relic Coffer Door;13
174562;Relic Coffer Door;13
174563;Relic Coffer Door;13
174564;Relic Coffer Door;13
174565;Dark Coffer;13
174566;Relic Coffer Door;13
174594;Corrupted Songflower;13
174595;Corrupted Songflower;13
174596;Corrupted Songflower;13
174597;Corrupted Songflower;13
174598;Corrupted Songflower;13
174599;Corrupted Windblossom;13
174600;Corrupted Windblossom;13
174601;Corrupted Windblossom;13
174602;Corrupted Windblossom;13
174603;Corrupted Windblossom;13
174604;Corrupted Windblossom;13
174605;Corrupted Whipper Root;13
174606;Corrupted Whipper Root;13
174607;Corrupted Whipper Root;13
174608;Corrupted Night Dragon;13
174609;Cleansed Night Dragon;13
174610;Cleansed Songflower;13
174612;Cleansed Songflower;13
174613;Cleansed Songflower;13
174614;Cleansed Songflower;13
174615;Cleansed Songflower;13
174616;Cleansed Windblossom;13
174617;Cleansed Windblossom;13
174618;Cleansed Windblossom;13
174619;Cleansed Windblossom;13
174620;Cleansed Windblossom;13
174621;Cleansed Windblossom;13
174622;Cleansed Whipper Root;13
174623;Cleansed Whipper Root;13
174624;Cleansed Whipper Root;13
174625;Cleansed Whipper Root;13
174682;Beware of Pterrordax;13
174683;J.D.'s Manual;13
174684;Corrupted Night Dragon;13
174685;Cleansed Night Dragon;13
174686;Corrupted Whipper Root;13
174687;Cleansed Whipper Root;13
174698;Chair;13
174699;Chair;13
174708;Corrupted Windblossom;13
174709;Corrupted Windblossom;13
174710;Cleansed Windblossom;13
174711;Cleansed Windblossom;13
174712;Corrupted Songflower;13
174713;Corrupted Songflower;13
174714;Cleansed Songflower;13
174715;Cleansed Songflower;13
174729;Bonfire;13
174730;Bonfire;13
174744;Shadowforge Brazier;13
174745;Shadowforge Brazier;13
174792;Gorishi Silithid Crystal;13
174793;Gorishi Hive Hatchery;13
174824;Black Forge;13
174825;Black Anvil;13
174848;Testing Equipment;13
175075;Brazier;13
175076;Brazier;13
175246;Kibler's Cage;13
175247;Kibler's Cage;13
175248;Kibler's Cage;13
175249;Kibler's Cage;13
175265;Testing Equipment;13
175329;Blackwood Nut Stores;13
175330;Blackwood Fruit Stores;13
175331;Blackwood Grain Stores;13
175336;Purified Food;13
175565;Alien Egg;13
175566;Gloom Weed;13
175567;Alien Egg;13
175928;Incendia Agave;13
175944;Sacred Fire of Life;13
176157;;13
176158;Brazier of Pain;13
176159;Brazier of Malice;13
176160;Brazier of Suffering;13
176161;Brazier of Hatred;13
176184;the Corrupt Jaedenar Moon Well;13
176188;Ritual Candle;13
176225;Arko'niran's Chest;13
176305;Brazier;13
176306;Cage;13
176326;;13
176636;Sungrass;13
176637;Gromsblood;13
176642;Arthas' Tears;13
176645;Mithril Deposit;13
176753;Doom Weed;13
176785;Ammo Crate;13
176793;Bundle of Wood;13
176894;Stone Anvil;13
176895;Forge;13
176896;Bonfire;13
176897;Cooking Fire;13
176898;Fire pit;13
176899;Cauldron;13
177104;Ashenvale;13
177105;Jaedenar;13
177106;Talonbranch Glade;13
177107;Ashenvale;13
177108;Talonbranch Glade;13
177109;Moonglade;13
177110;Jaedenar;13
177111;Moonglade;13
177112;Winterspring;13
177113;Ashenvale;13
177114;Jaedenar;13
177115;Talonbranch Glade;13
177120;Felwood;13
177125;Felwood;13
177128;Felwood;13
177226;"Book ""Soothsaying for Dummies""";13
177275;Moonwell;13
177276;Moonwell;13
177281;Moonwell;13
177306;Fire Plume Ridge Lava Lake;13
177624;Xabraxxis' Demon Bag;13
178125;Lotharian Lotus;13
178524;Cauldron;13
178525;Campfire;13
178553;Hive'Ashi Pod;13
179344;Bonfire;13
179782;Alchemy Set;13
180216;Whipweed;13
180417;Campfire;13
180438;Bonfire;13
180439;Bonfire;13
180440;Bonfire;13
180441;Bonfire;13
180442;Bonfire;13
180443;Bonfire;13
180444;Bonfire;13
180451;Mailbox;13
180913;Forge;13
180914;Anvil;13
180915;Cooking Brazier;13
181633;Bonfire;13
181634;Brazier;13
181635;Campfire;13
187260;Mailbox;13
210338;Gorishi Silithid Crystal;13
300065;TEMP Blackrock Depths Arena;13
299;Searing Gorge;12
307;Searing Gorge;12
2047;Truesilver Deposit;12
2289;Ruined Lifeboat;12
3772;Potbelly Stove;12
17157;Door Lever;12
19536;Crackling Campfire;12
20850;Crackling Campfire;12
20873;Smoldering Brazier;12
20874;Smoldering Brazier;12
20875;Smoldering Brazier;12
20876;Smoldering Brazier;12
20879;Crackling Campfire;12
20881;Flickering Campfire;12
20898;Burning Pile of Bones;12
20918;Campfire;12
20924;Campfire;12
20926;Flickering Campfire;12
24798;Sundried Driftwood;12
28024;Caravan Chest;12
28604;Scattered Crate;12
30854;Atal'ai Artifact;12
30855;Atal'ai Artifact;12
30856;Atal'ai Artifact;12
36396;Cauldron;12
36645;Bonfire;12
37025;Wooden Chair;12
37026;Wooden Chair;12
37027;Wooden Chair;12
37028;Wooden Chair;12
37029;Wooden Chair;12
37030;Wooden Chair;12
37031;Wooden Chair;12
37032;High Back Chair;12
37033;High Back Chair;12
37034;High Back Chair;12
37035;High Back Chair;12
37036;High Back Chair;12
37037;High Back Chair;12
37038;High Back Chair;12
40198;Fire;12
40199;Fire;12
40200;Fire;12
40201;Fire;12
50935;Sack of Corn;12
50936;Sack of Barley;12
50937;Sack of Rye;12
50982;The Charred Oak;12
88497;Campfire;12
88498;Campfire;12
92065;Campfire;12
92066;Bonfire;12
92067;Bonfire;12
123309;Ooze Covered Truesilver Deposit;12
125475;Bonfire;12
137167;Nether Rift;12
140357;Campfire;12
140358;Smoldering Coals;12
140359;Smoldering Coals;12
140360;Campfire;12
141812;Stone of Binding;12
141857;Stone of Binding;12
141858;Stone of Binding;12
141859;Stone of Binding;12
141870;Campfire;12
142076;Clara's Fresh Apples;12
142121;Campfire;12
142123;Campfire;12
142124;Campfire;12
142141;Arthas' Tears;12
142837;Campfire;12
143397;Campfire;12
144069;Grimshade's Vision;12
147065;Campfire;12
147536;Bonfire;12
148418;Eternal Flame;12
148419;Eternal Flame;12
148420;Eternal Flame;12
148421;Eternal Flame;12
148422;Evil God Spell Focus (DND);12
148436;Campfire;12
148437;Campfire;12
148498;Altar of Suntara;12
148499;Felix's Box;12
148506;Twilight Artifact;12
148511;Cauldron;12
148512;Essence Font;12
148513;Tablet of Jin'yael;12
148514;Tablet of Markri;12
148515;Tablet of Sael'hai;12
148516;Tablet of Beth'Amara;12
148830;Atal'ai Statue;12
148831;Atal'ai Statue;12
148832;Atal'ai Statue;12
148833;Atal'ai Statue;12
148834;Atal'ai Statue;12
148835;Atal'ai Statue;12
148836;Altar of Hakkar;12
148837;Atal'ai Statue;12
148838;Idol of Hakkar;12
148842;Roland's Mana Gem;12
148843;Fire;12
148844;Fire;12
148845;Fire;12
148846;Fire;12
148847;Fire;12
148848;Fire;12
148849;Fire;12
148850;Fire;12
148851;Fire;12
148852;Fire;12
148853;Fire;12
148854;Fire;12
148855;Fire;12
148856;Fire;12
148857;Fire;12
148858;Fire;12
148859;Fire;12
148860;Fire;12
148861;Fire;12
148862;Fire;12
148863;Fire;12
148864;Fire;12
148883;Atal'ai Light SMALL (DND);12
148917;Gong;12
148937;Atal'ai Light BIG (DND);12
148996;Tower Fire;12
148997;Tower Smoke;12
148998;Evil God Summoning Circle;12
149017;Tower Fire;12
149018;Tower Smoke;12
149019;Tower Fire;12
149020;Tower Fire;12
149021;Tower Smoke;12
149022;Tower Smoke;12
149036;Marvon's Chest;12
149045;Scaffold Cars;12
149046;Scaffold Cars;12
149410;Light of Retribution;12
149420;Ani;12
149431;forcefield;12
149432;DOOR1;12
149433;DOOR2;12
149480;Rune of Jin'yael;12
149481;Rune of Beth'Amara;12
149482;Rune of Markri;12
149483;Rune of Sael'hai;12
150081;Truesilver Deposit;12
150086;Makeshift Helipad;12
150140;Arcane Focusing Crystal;12
150713;Campfire;12
151286;Kaldorei Tome of Summoning;12
151951;Idol Oven Fire;12
151952;Idol Cup Fire;12
151973;Idol Mouth Fire;12
151992;auctionhouse;12
152032;Anvil;12
152033;Stone Anvil;12
152034;Forge;12
152035;Campfire;12
152036;Campfire;12
152037;Campfire;12
152038;Campfire;12
152039;Campfire;12
152040;Campfire;12
152041;Stone Anvil;12
152042;Forge;12
152043;Campfire;12
152044;Campfire;12
152045;Forge;12
152046;Stone Anvil;12
152097;Belnistrasz's Brazier;12
152098;Magus Rimtori's Journal;12
152324;Campfire;12
152325;Fiery Brazier;12
152326;Fiery Brazier;12
152327;Fiery Brazier;12
152328;Fiery Brazier;12
152329;Fiery Brazier;12
152330;Fiery Brazier;12
152331;Fiery Brazier;12
152332;Fiery Brazier;12
152583;AuctionNode;12
152598;the First Tide Pool;12
152604;the Second Tide Pool;12
152605;the Third Tide Pool;12
152606;the Fourth Tide Pool;12
153113;Darnassus Auction House;12
153123;Kim'jael's Equipment;12
153157;Charred Dark Iron Remains;12
153158;Mutilated Dark Iron Remains;12
153159;Mutilated Dark Iron Remains;12
153160;Charred Dark Iron Remains;12
153220;Cauldron;12
153221;Campfire;12
153240;Stone Anvil;12
153241;Campfire;12
153242;Campfire;12
153453;Solid Chest;12
153459;Forge;12
153460;Anvil;12
157816;Holding Pen;12
157817;Holding Pen;12
157818;Holding Pen;12
157819;Holding Pen;12
157820;Holding Pen;12
161536;Quarry Gate;12
164618;Mailbox;12
173222;Orgrimmar Auction House;12
173227;AuctionNode;12
173265;Wooden Outhouse;12
173266;Goodsteel Ledger;12
174728;Damaged Crate;12
175704;Singed Letter;12
175708;Crossroads' Supply Crates;12
175904;Gadgetzan Auction;12
176792;Campfire;12
176885;Brazier;12
176886;Brazier;12
176887;Brazier;12
176888;Brazier;12
176889;Brazier;12
176890;Brazier;12
176891;Brazier;12
176892;Brazier;12
176904;Campfire;12
176924;Ironforge Auction house;12
177484;Atal'ai Statue;12
177485;Atal'ai Statue;12
178084;Felix's Chest;12
178085;Felix's Bucket of Bolts;12
179494;Dented Footlocker;12
179497;Mossy Footlocker;12
179500;Campfire;12
179844;Forge;12
179862;Anvil;12
181108;Truesilver Deposit;12
183356;Theatric Lightning;12
185580;Moonstone Altar;12
52;Fall of Gurubashi;11
54;The Emperor's Tomb;11
57;Moon Over the Vale;11
263;Kurzen Supplies;11
264;Kurzen Supplies;11
287;Bookie Herod's Records;11
288;Bookie Herod's Strongbox;11
759;The Holy Spring;11
1674;Gnomeregan;11
1767;Helcular's Grave;11
