PoolList;description;Patch
4930;Mineral nodes - Arathi Highlands - multinodes subzone 12;9
4931;Mineral nodes - Arathi Highlands - multinodes subzone 12;9
4932;Mineral nodes - Arathi Highlands - multinodes subzone 12;9
4933;Mineral nodes - Arathi Highlands - multinodes subzone 12;9
4934;Mineral nodes - Arathi Highlands - multinodes subzone 12;9
4935;Mineral nodes - Arathi Highlands - multinodes subzone 12;9
4936;Mineral nodes - Arathi Highlands - multinodes subzone 12;9
4937;Mineral nodes - Arathi Highlands - multinodes subzone 12;9
4939;Mineral nodes - Arathi Highlands - multinodes subzone 13;9
4940;Mineral nodes - Arathi Highlands - multinodes subzone 13;9
4941;Mineral nodes - Arathi Highlands - multinodes subzone 13;9
4944;Mineral nodes - Arathi Highlands - multinodes subzone 14;9
4945;Mineral nodes - Arathi Highlands - multinodes subzone 14;9
4946;Mineral nodes - Arathi Highlands - multinodes subzone 14;9
4947;Mineral nodes - Arathi Highlands - multinodes subzone 14;9
4948;Mineral nodes - Arathi Highlands - multinodes subzone 14;9
4949;Mineral nodes - Arathi Highlands - multinodes subzone 14;9
4951;Mineral nodes - Arathi Highlands - multinodes subzone 15;9
4953;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4954;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4955;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4956;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4957;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4958;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4959;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4960;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4961;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4962;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4963;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4964;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4965;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4966;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4967;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4968;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4969;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4971;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4972;Mineral nodes - Arathi Highlands - multinodes subzone 16;9
4975;Mineral nodes - Arathi Highlands - multinodes subzone 17;9
4976;Mineral nodes - Arathi Highlands - multinodes subzone 17;9
4977;Mineral nodes - Arathi Highlands - multinodes subzone 17;9
4979;Mineral nodes - Arathi Highlands - multinodes subzone 17;9
4980;Mineral nodes - Arathi Highlands - multinodes subzone 17;9
4981;Mineral nodes - Arathi Highlands - multinodes subzone 17;9
4982;Mineral nodes - Arathi Highlands - multinodes subzone 17;9
4983;Mineral nodes - Arathi Highlands - multinodes subzone 17;9
4984;Mineral nodes - Arathi Highlands - multinodes subzone 17;9
4985;Mineral nodes - Arathi Highlands - multinodes subzone 17;9
4986;Mineral nodes - Arathi Highlands - multinodes subzone 17;9
4987;Mineral nodes - Arathi Highlands - multinodes subzone 17;9
4988;Mineral nodes - Arathi Highlands - multinodes subzone 17;9
4989;Mineral nodes - Arathi Highlands - multinodes subzone 17;9
4992;Mineral nodes - Arathi Highlands - multinodes subzone 18;9
4993;Mineral nodes - Arathi Highlands - multinodes subzone 18;9
4994;Mineral nodes - Arathi Highlands - multinodes subzone 18;9
4995;Mineral nodes - Arathi Highlands - multinodes subzone 18;9
5001;Mineral nodes - Arathi Highlands - multinodes subzone 19;9
5002;Mineral nodes - Arathi Highlands - multinodes subzone 19;9
5003;Mineral nodes - Arathi Highlands - multinodes subzone 19;9
5004;Mineral nodes - Arathi Highlands - multinodes subzone 19;9
5005;Mineral nodes - Arathi Highlands - multinodes subzone 19;9
5006;Mineral nodes - Arathi Highlands - multinodes subzone 19;9
5007;Mineral nodes - Arathi Highlands - multinodes subzone 19;9
5008;Mineral nodes - Arathi Highlands - multinodes subzone 19;9
5009;Mineral nodes - Arathi Highlands - multinodes subzone 19;9
5011;Mineral nodes - Arathi Highlands - multinodes subzone 21;9
5015;Mineral nodes - Arathi Highlands - multinodes subzone 22;9
5016;Mineral nodes - Arathi Highlands - multinodes subzone 22;9
5017;Mineral nodes - Arathi Highlands - multinodes subzone 22;9
5018;Mineral nodes - Arathi Highlands - multinodes subzone 22;9
5019;Mineral nodes - Arathi Highlands - multinodes subzone 22;9
5020;Mineral nodes - Arathi Highlands - multinodes subzone 22;9
5024;Mineral nodes - Arathi Highlands - multinodes subzone 23;9
5025;Mineral nodes - Arathi Highlands - multinodes subzone 23;9
5027;Mineral nodes - Arathi Highlands - multinodes subzone 23;9
5029;Mineral nodes - Arathi Highlands - multinodes subzone 24;9
5030;Mineral nodes - Arathi Highlands - multinodes subzone 24;9
5031;Mineral nodes - Arathi Highlands - multinodes subzone 24;9
5032;Mineral nodes - Arathi Highlands - multinodes subzone 24;9
5033;Mineral nodes - Arathi Highlands - multinodes subzone 24;9
5034;Mineral nodes - Arathi Highlands - multinodes subzone 24;9
5035;Mineral nodes - Arathi Highlands - multinodes subzone 24;9
5036;Mineral nodes - Arathi Highlands - multinodes subzone 24;9
5038;Mineral nodes - Arathi Highlands - multinodes subzone 25;9
5039;Mineral nodes - Arathi Highlands - multinodes subzone 25;9
5040;Mineral nodes - Arathi Highlands - multinodes subzone 25;9
5041;Mineral nodes - Arathi Highlands - multinodes subzone 25;9
5042;Mineral nodes - Arathi Highlands - multinodes subzone 25;9
5043;Mineral nodes - Arathi Highlands - multinodes subzone 25;9
5044;Mineral nodes - Arathi Highlands - multinodes subzone 25;9
5047;Mineral nodes - Arathi Highlands - multinodes subzone 26;9
5049;Mineral nodes - Arathi Highlands - multinodes subzone 26;9
5051;Mineral nodes - Arathi Highlands - multinodes subzone 27;9
5052;Mineral nodes - Arathi Highlands - multinodes subzone 27;9
5053;Mineral nodes - Arathi Highlands - multinodes subzone 27;9
5054;Mineral nodes - Arathi Highlands - multinodes subzone 27;9
5055;Mineral nodes - Arathi Highlands - multinodes subzone 27;9
5056;Mineral nodes - Arathi Highlands - multinodes subzone 27;9
5057;Mineral nodes - Arathi Highlands - multinodes subzone 27;9
5058;Mineral nodes - Arathi Highlands - multinodes subzone 27;9
5059;Mineral nodes - Arathi Highlands - multinodes subzone 27;9
5064;Mineral nodes - Arathi Highlands - multinodes subzone 28;9
5065;Mineral nodes - Arathi Highlands - multinodes subzone 28;9
5066;Mineral nodes - Arathi Highlands - multinodes subzone 28;9
5067;Mineral nodes - Arathi Highlands - multinodes subzone 28;9
5070;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5071;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5072;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5073;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5074;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5075;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5076;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5077;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5078;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5079;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5080;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5081;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5082;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5083;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5084;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5085;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5086;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5087;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5088;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5089;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5090;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5092;Mineral nodes - Arathi Highlands - multinodes subzone 29;9
5094;Mineral nodes - Arathi Highlands - multinodes subzone 30;9
5095;Mineral nodes - Arathi Highlands - multinodes subzone 30;9
5097;Mineral nodes - Arathi Highlands - multinodes subzone 30;9
5098;Mineral nodes - Arathi Highlands - multinodes subzone 30;9
5099;Mineral nodes - Arathi Highlands - multinodes subzone 30;9
5100;Mineral nodes - Arathi Highlands - multinodes subzone 30;9
5101;Mineral nodes - Arathi Highlands - multinodes subzone 30;9
5102;Mineral nodes - Arathi Highlands - multinodes subzone 30;9
5103;Mineral nodes - Arathi Highlands - multinodes subzone 30;9
5104;Mineral nodes - Arathi Highlands - multinodes subzone 30;9
5105;Mineral nodes - Arathi Highlands - multinodes subzone 30;9
5106;Mineral nodes - Arathi Highlands - multinodes subzone 30;9
5108;Mineral nodes - Arathi Highlands - multinodes subzone 31;9
5109;Mineral nodes - Arathi Highlands - multinodes subzone 31;9
5110;Mineral nodes - Arathi Highlands - multinodes subzone 31;9
5111;Mineral nodes - Arathi Highlands - multinodes subzone 31;9
5112;Mineral nodes - Arathi Highlands - multinodes subzone 31;9
5113;Mineral nodes - Arathi Highlands - multinodes subzone 31;9
5115;Mineral nodes - Arathi Highlands - multinodes subzone 31;9
5116;Mineral nodes - Arathi Highlands - multinodes subzone 31;9
5117;Mineral nodes - Arathi Highlands - multinodes subzone 31;9
5119;Mineral nodes - Arathi Highlands - multinodes subzone 32;9
5120;Mineral nodes - Arathi Highlands - multinodes subzone 32;9
5121;Mineral nodes - Arathi Highlands - multinodes subzone 32;9
5122;Mineral nodes - Arathi Highlands - multinodes subzone 32;9
5123;Mineral nodes - Arathi Highlands - multinodes subzone 32;9
5125;Mineral nodes - Arathi Highlands - multinodes subzone 32;9
5126;Mineral nodes - Arathi Highlands - multinodes subzone 32;9
5141;Mineral nodes - Arathi Highlands - multinodes subzone 34;9
5142;Mineral nodes - Arathi Highlands - multinodes subzone 34;9
5143;Mineral nodes - Arathi Highlands - multinodes subzone 34;9
5144;Mineral nodes - Arathi Highlands - multinodes subzone 34;9
5145;Mineral nodes - Arathi Highlands - multinodes subzone 34;9
5677;Mineral nodes - Hillsbrad Foothills - multinodes subzone 3;9
5683;Mineral nodes - Hillsbrad Foothills - multinodes subzone 4;9
5684;Mineral nodes - Hillsbrad Foothills - multinodes subzone 4;9
5685;Mineral nodes - Hillsbrad Foothills - multinodes subzone 4;9
5686;Mineral nodes - Hillsbrad Foothills - multinodes subzone 4;9
5687;Mineral nodes - Hillsbrad Foothills - multinodes subzone 4;9
5688;Mineral nodes - Hillsbrad Foothills - multinodes subzone 4;9
5691;Mineral nodes - Hillsbrad Foothills - multinodes subzone 6;9
5695;Mineral nodes - Hillsbrad Foothills - multinodes subzone 7;9
5696;Mineral nodes - Hillsbrad Foothills - multinodes subzone 7;9
5697;Mineral nodes - Hillsbrad Foothills - multinodes subzone 7;9
5698;Mineral nodes - Hillsbrad Foothills - multinodes subzone 7;9
5699;Mineral nodes - Hillsbrad Foothills - multinodes subzone 7;9
5716;Mineral nodes - Hillsbrad Foothills - multinodes subzone 11;9
5717;Mineral nodes - Hillsbrad Foothills - multinodes subzone 11;9
5719;Mineral nodes - Hillsbrad Foothills - multinodes subzone 11;9
5768;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;9
5769;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;9
5770;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;9
5771;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;9
5772;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;9
5773;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;9
5774;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;9
5779;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;9
5780;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;9
5781;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;9
5782;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;9
5783;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;9
5810;Mineral nodes - Ashenvale - subzone 2;9
5812;Mineral nodes - Ashenvale - subzone 4;9
5813;Mineral nodes - Ashenvale - subzone 9;9
5814;Mineral nodes - Ashenvale - subzone 10;9
5815;Mineral nodes - Ashenvale - subzone 11;9
5818;Mineral nodes - Ashenvale - subzone 18;9
5819;Mineral nodes - Ashenvale - subzone 19;9
5820;Mineral nodes - Ashenvale - subzone 20;9
5822;Mineral nodes - Ashenvale - subzone 25;9
5823;Mineral nodes - Ashenvale - subzone 26;9
5824;Mineral nodes - Ashenvale - subzone 27;9
5825;Mineral nodes - Ashenvale - subzone 28;9
5826;Mineral nodes - Ashenvale - subzone 33;9
5827;Mineral nodes - Ashenvale - subzone 34;9
5828;Mineral nodes - Ashenvale - subzone 35;9
5831;Mineral nodes - Ashenvale - subzone 36;9
5832;Mineral nodes - Ashenvale - subzone 37;9
5834;Mineral nodes - Ashenvale - subzone 45;9
5835;Mineral nodes - Ashenvale - subzone 46;9
5838;Mineral nodes - Ashenvale - subzone 52;9
5839;Mineral nodes - Ashenvale - subzone 53;9
6249;Mineral nodes - Thousand Needles - subzone 2;9
6250;Mineral nodes - Thousand Needles - subzone 8;9
6251;Mineral nodes - Thousand Needles - subzone 10;9
6252;Mineral nodes - Thousand Needles - multinodes subzone 10;9
6253;Mineral nodes - Thousand Needles - subzone 11;9
6254;Mineral nodes - Thousand Needles - subzone 15;9
6255;Mineral nodes - Thousand Needles - subzone 16;9
6256;Mineral nodes - Thousand Needles - subzone 17;9
6257;Mineral nodes - Thousand Needles - subzone 18;9
6258;Mineral nodes - Thousand Needles - subzone 24;9
6259;Mineral nodes - Thousand Needles - subzone 25;9
6260;Mineral nodes - Thousand Needles - subzone 26;9
6261;Mineral nodes - Thousand Needles - subzone 31;9
6262;Mineral nodes - Thousand Needles - subzone 32;9
6263;Mineral nodes - Thousand Needles - subzone 33;9
6264;Mineral nodes - Thousand Needles - subzone 38;9
6265;Mineral nodes - Thousand Needles - subzone 39;9
6266;Mineral nodes - Thousand Needles - subzone 40;9
6267;Mineral nodes - Thousand Needles - subzone 41;9
6268;Mineral nodes - Thousand Needles - subzone 46;9
6270;Mineral nodes - Thousand Needles - subzone 47;9
6271;Mineral nodes - Thousand Needles - subzone 48;9
6272;Mineral nodes - Thousand Needles - subzone 53;9
6273;Mineral nodes - Thousand Needles - subzone 54;9
6274;Mineral nodes - Thousand Needles - subzone 55;9
6275;Mineral nodes - Thousand Needles - multinodes subzone 55;9
6276;Mineral nodes - Thousand Needles - subzone 61;9
6277;Mineral nodes - Thousand Needles - subzone 62;9
6278;Mineral nodes - Thousand Needles - subzone 63;9
6506;Mineral nodes - Duskwood - multinodes subzone 10;9
6511;Mineral nodes - Duskwood - multinodes subzone 5;9
8073;Liferoot - Wetlands - subzone 1;9
8079;Liferoot - Wetlands - subzone 2;9
8091;Liferoot - Wetlands - subzone 4;9
8101;Liferoot - Wetlands - subzone 6;9
8312;Liferoot - Alterac Mountains - subzone 1;9
8313;Fadeleaf - Alterac Mountains - subzone 1;9
8314;Khadgar's Whisker - Alterac Mountains - subzone 1;9
8315;Wintersbite - Alterac Mountains - subzone 1;9
8317;Goldthorn - Alterac Mountains - subzone 1;9
8366;Liferoot - Redridge Mountains - subzone 1;9
8372;Liferoot - Redridge Mountains - subzone 2;9
8376;Goldthorn - Arathi Highlands - subzone 1;9
8377;Liferoot - Arathi Highlands - subzone 1;9
8378;Fadeleaf - Arathi Highlands - subzone 1;9
8379;Khadgar's Whisker - Arathi Highlands - subzone 1;9
8384;Goldthorn - Arathi Highlands - subzone 2;9
8385;Liferoot - Arathi Highlands - subzone 2;9
8386;Fadeleaf - Arathi Highlands - subzone 2;9
8387;Khadgar's Whisker - Arathi Highlands - subzone 2;9
8431;Liferoot - Hillsbrad Foothills - subzone 2;9
8441;Khadgar's Whisker - Hillsbrad Foothills - subzone 4;9
8447;Liferoot - Ashenvale - subzone 1;9
8463;Liferoot - Ashenvale - subzone 3;9
45354;Wailing Caverns - Liferoot (2041);9
45401;Razorfen Kraul - Earthcaller Halmgar (4842);9
45402;Razorfen Kraul - Blind Hunter (4425);9
8060;Grave Moss - Duskwood - subzone 1;8
8066;Grave Moss - Duskwood - subzone 2;8
8072;Grave Moss - Wetlands - subzone 1;8
8090;Grave Moss - Wetlands - subzone 4;8
8228;Grave Moss - The Barrens - subzone 4;8
8311;Grave Moss - Alterac Mountains - subzone 1;8
8383;Grave Moss - Arathi Highlands - subzone 2;8
45001;Shadowfang Keep - Deathsworn Captain Spawn Pool;8
45090;Shadowfang Keep - Master Chest Pool;8
45091;Shadowfang Keep (Courtyard) - Chest Pool;8
45092;Shadowfang Keep (Wall) - Chest Pool;8
45093;Shadowfang Keep - Chest Pool;8
1005;Araga (14222);7
1056;Nefaru (534);7
1145;Ressan the Needler (10357);7
1264;Hillsbrad Foothills - Dun Garok - Keg of Shindigger Stout (1727);7
1820;The Barrens (The Stagnant Oasis) - Laden Mushroom (3640);7
1821;The Barrens (Lushwater Oasis) - Laden Mushroom (3640);7
1822;The Barrens (The Forgotten Pools) - Laden Mushroom (3640);7
1831;Westfall - Giant Clam (19017);7
1832;The Barrens - Giant Clam (19017);7
1833;Darkshore (Twilight Shore) - Giant Clam (19017);7
1834;Darkshore (The Long Wash) - Giant Clam (19017);7
1835;Darkshore (Mist's Edge) - Giant Clam (19017);7
1836;Ashenvale (The Zoram Strand) - Giant Clam (19017);7
2016;Master Mineral Pool - Hillsbrad Foothills (Azurelode Mine);7
2053;Master Mineral Pool - The Barrens (Bael Modan);7
2065;Mineral nodes - Wetlands - multinodes subzone 2;7
2066;Mineral nodes - Wetlands - multinodes subzone 3;7
2070;Mineral nodes - Wetlands - multinodes subzone 8;7
2075;Mineral nodes - Wetlands - multinodes subzone 13;7
2079;Mineral nodes - Wetlands - multinodes subzone 19;7
2080;Mineral nodes - Wetlands - multinodes subzone 22;7
2083;Mineral nodes - Wetlands - multinodes subzone 25;7
2095;Mineral nodes - The Barrens - multinodes subzone 107;7
2168;Mineral nodes - Alterac Mountains - multinodes subzone 24;7
2214;Mineral nodes - Redridge Mountains - multinodes subzone 1;7
2215;Mineral nodes - Redridge Mountains - multinodes subzone 2;7
2216;Mineral nodes - Redridge Mountains - multinodes subzone 3;7
2217;Mineral nodes - Redridge Mountains - multinodes subzone 5;7
2218;Mineral nodes - Redridge Mountains - multinodes subzone 6;7
2219;Mineral nodes - Redridge Mountains - multinodes subzone 7;7
2220;Mineral nodes - Redridge Mountains - multinodes subzone 9;7
2221;Mineral nodes - Redridge Mountains - multinodes subzone 10;7
2222;Mineral nodes - Redridge Mountains - multinodes subzone 11;7
2223;Mineral nodes - Redridge Mountains - multinodes subzone 12;7
2224;Mineral nodes - Redridge Mountains - multinodes subzone 13;7
2225;Mineral nodes - Redridge Mountains - multinodes subzone 14;7
2226;Mineral nodes - Redridge Mountains - multinodes subzone 15;7
2227;Mineral nodes - Redridge Mountains - multinodes subzone 16;7
2228;Mineral nodes - Redridge Mountains - multinodes subzone 17;7
2229;Mineral nodes - Redridge Mountains - multinodes subzone 18;7
2230;Mineral nodes - Redridge Mountains - multinodes subzone 19;7
2231;Mineral nodes - Redridge Mountains - multinodes subzone 20;7
2323;Mineral nodes - Hillsbrad Foothills - multinodes subzone 3;7
2326;Mineral nodes - Hillsbrad Foothills - multinodes subzone 7;7
2328;Mineral nodes - Hillsbrad Foothills - multinodes subzone 9;7
2329;Mineral nodes - Hillsbrad Foothills - multinodes subzone 10;7
2334;Mineral nodes - Hillsbrad Foothills - multinodes subzone 15;7
2335;Mineral nodes - Hillsbrad Foothills - multinodes subzone 19;7
2336;Mineral nodes - Hillsbrad Foothills - multinodes subzone 20;7
2340;Mineral nodes - Hillsbrad Foothills - multinodes subzone 27;7
2345;Mineral nodes - Ashenvale - multinodes subzone 35;7
2346;Mineral nodes - Ashenvale - multinodes subzone 104;7
2349;Mineral nodes - Silverpine Forest - multinodes subzone 5;7
2350;Mineral nodes - Silverpine Forest - multinodes subzone 7;7
2351;Mineral nodes - Silverpine Forest - multinodes subzone 8;7
2352;Mineral nodes - Silverpine Forest - multinodes subzone 9;7
2353;Mineral nodes - Silverpine Forest - multinodes subzone 10;7
2354;Mineral nodes - Silverpine Forest - multinodes subzone 11;7
2355;Mineral nodes - Silverpine Forest - multinodes subzone 12;7
2356;Mineral nodes - Silverpine Forest - multinodes subzone 13;7
2357;Mineral nodes - Silverpine Forest - multinodes subzone 14;7
2358;Mineral nodes - Silverpine Forest - multinodes subzone 15;7
2359;Mineral nodes - Silverpine Forest - multinodes subzone 16;7
2360;Mineral nodes - Silverpine Forest - multinodes subzone 17;7
2361;Mineral nodes - Silverpine Forest - multinodes subzone 18;7
2362;Mineral nodes - Silverpine Forest - multinodes subzone 19;7
2363;Mineral nodes - Silverpine Forest - multinodes subzone 20;7
2364;Mineral nodes - Silverpine Forest - multinodes subzone 21;7
2365;Mineral nodes - Silverpine Forest - multinodes subzone 22;7
2366;Mineral nodes - Silverpine Forest - multinodes subzone 23;7
2367;Mineral nodes - Silverpine Forest - multinodes subzone 24;7
2368;Mineral nodes - Silverpine Forest - multinodes subzone 25;7
2369;Mineral nodes - Silverpine Forest - multinodes subzone 26;7
2370;Mineral nodes - Silverpine Forest - multinodes subzone 27;7
2371;Mineral nodes - Silverpine Forest - multinodes subzone 28;7
2372;Mineral nodes - Silverpine Forest - multinodes subzone 29;7
2373;Mineral nodes - Silverpine Forest - multinodes subzone 30;7
2374;Mineral nodes - Silverpine Forest - multinodes subzone 35;7
2375;Mineral nodes - Silverpine Forest - multinodes subzone 36;7
2412;Mineral nodes - Darkshore - multinodes subzone 65;7
3548;Mineral nodes - Wetlands - multinodes subzone 2;7
3550;Mineral nodes - Wetlands - multinodes subzone 3;7
3552;Mineral nodes - Wetlands - multinodes subzone 4;7
3553;Mineral nodes - Wetlands - multinodes subzone 4;7
3554;Mineral nodes - Wetlands - multinodes subzone 4;7
3555;Mineral nodes - Wetlands - multinodes subzone 4;7
3556;Mineral nodes - Wetlands - multinodes subzone 4;7
3557;Mineral nodes - Wetlands - multinodes subzone 4;7
3559;Mineral nodes - Wetlands - multinodes subzone 4;7
3561;Mineral nodes - Wetlands - multinodes subzone 4;7
3562;Mineral nodes - Wetlands - multinodes subzone 4;7
3564;Mineral nodes - Wetlands - multinodes subzone 4;7
3569;Mineral nodes - Wetlands - multinodes subzone 6;7
3570;Mineral nodes - Wetlands - multinodes subzone 6;7
3572;Mineral nodes - Wetlands - multinodes subzone 6;7
3573;Mineral nodes - Wetlands - multinodes subzone 6;7
3574;Mineral nodes - Wetlands - multinodes subzone 6;7
3575;Mineral nodes - Wetlands - multinodes subzone 6;7
3576;Mineral nodes - Wetlands - multinodes subzone 6;7
3577;Mineral nodes - Wetlands - multinodes subzone 6;7
3578;Mineral nodes - Wetlands - multinodes subzone 6;7
3579;Mineral nodes - Wetlands - multinodes subzone 6;7
3581;Mineral nodes - Wetlands - multinodes subzone 7;7
3584;Mineral nodes - Wetlands - multinodes subzone 7;7
3585;Mineral nodes - Wetlands - multinodes subzone 7;7
3586;Mineral nodes - Wetlands - multinodes subzone 7;7
3587;Mineral nodes - Wetlands - multinodes subzone 7;7
3588;Mineral nodes - Wetlands - multinodes subzone 7;7
3590;Mineral nodes - Wetlands - multinodes subzone 8;7
3591;Mineral nodes - Wetlands - multinodes subzone 8;7
3592;Mineral nodes - Wetlands - multinodes subzone 8;7
3593;Mineral nodes - Wetlands - multinodes subzone 8;7
3595;Mineral nodes - Wetlands - multinodes subzone 9;7
3596;Mineral nodes - Wetlands - multinodes subzone 9;7
3598;Mineral nodes - Wetlands - multinodes subzone 9;7
3599;Mineral nodes - Wetlands - multinodes subzone 9;7
3600;Mineral nodes - Wetlands - multinodes subzone 9;7
3603;Mineral nodes - Wetlands - multinodes subzone 9;7
3604;Mineral nodes - Wetlands - multinodes subzone 9;7
3605;Mineral nodes - Wetlands - multinodes subzone 9;7
3606;Mineral nodes - Wetlands - multinodes subzone 9;7
3609;Mineral nodes - Wetlands - multinodes subzone 9;7
3614;Mineral nodes - Wetlands - multinodes subzone 11;7
3615;Mineral nodes - Wetlands - multinodes subzone 11;7
3616;Mineral nodes - Wetlands - multinodes subzone 11;7
3617;Mineral nodes - Wetlands - multinodes subzone 11;7
3619;Mineral nodes - Wetlands - multinodes subzone 11;7
3620;Mineral nodes - Wetlands - multinodes subzone 11;7
3622;Mineral nodes - Wetlands - multinodes subzone 12;7
3623;Mineral nodes - Wetlands - multinodes subzone 12;7
3625;Mineral nodes - Wetlands - multinodes subzone 12;7
3629;Mineral nodes - Wetlands - multinodes subzone 12;7
3630;Mineral nodes - Wetlands - multinodes subzone 12;7
3631;Mineral nodes - Wetlands - multinodes subzone 12;7
3632;Mineral nodes - Wetlands - multinodes subzone 12;7
3633;Mineral nodes - Wetlands - multinodes subzone 12;7
3634;Mineral nodes - Wetlands - multinodes subzone 12;7
3636;Mineral nodes - Wetlands - multinodes subzone 13;7
3637;Mineral nodes - Wetlands - multinodes subzone 13;7
3640;Mineral nodes - Wetlands - multinodes subzone 16;7
3641;Mineral nodes - Wetlands - multinodes subzone 16;7
3642;Mineral nodes - Wetlands - multinodes subzone 16;7
3644;Mineral nodes - Wetlands - multinodes subzone 17;7
3645;Mineral nodes - Wetlands - multinodes subzone 17;7
3648;Mineral nodes - Wetlands - multinodes subzone 17;7
3649;Mineral nodes - Wetlands - multinodes subzone 17;7
3650;Mineral nodes - Wetlands - multinodes subzone 17;7
3651;Mineral nodes - Wetlands - multinodes subzone 17;7
3652;Mineral nodes - Wetlands - multinodes subzone 17;7
3653;Mineral nodes - Wetlands - multinodes subzone 17;7
3654;Mineral nodes - Wetlands - multinodes subzone 17;7
3655;Mineral nodes - Wetlands - multinodes subzone 17;7
3659;Mineral nodes - Wetlands - multinodes subzone 17;7
3660;Mineral nodes - Wetlands - multinodes subzone 17;7
3661;Mineral nodes - Wetlands - multinodes subzone 17;7
3662;Mineral nodes - Wetlands - multinodes subzone 17;7
3664;Mineral nodes - Wetlands - multinodes subzone 18;7
3665;Mineral nodes - Wetlands - multinodes subzone 18;7
3666;Mineral nodes - Wetlands - multinodes subzone 18;7
3667;Mineral nodes - Wetlands - multinodes subzone 18;7
3668;Mineral nodes - Wetlands - multinodes subzone 18;7
3669;Mineral nodes - Wetlands - multinodes subzone 18;7
3670;Mineral nodes - Wetlands - multinodes subzone 18;7
3674;Mineral nodes - Wetlands - multinodes subzone 19;7
3676;Mineral nodes - Wetlands - multinodes subzone 22;7
3679;Mineral nodes - Wetlands - multinodes subzone 23;7
3680;Mineral nodes - Wetlands - multinodes subzone 23;7
3681;Mineral nodes - Wetlands - multinodes subzone 23;7
3682;Mineral nodes - Wetlands - multinodes subzone 23;7
3683;Mineral nodes - Wetlands - multinodes subzone 23;7
3684;Mineral nodes - Wetlands - multinodes subzone 23;7
3685;Mineral nodes - Wetlands - multinodes subzone 23;7
3686;Mineral nodes - Wetlands - multinodes subzone 23;7
3687;Mineral nodes - Wetlands - multinodes subzone 23;7
3688;Mineral nodes - Wetlands - multinodes subzone 23;7
3689;Mineral nodes - Wetlands - multinodes subzone 23;7
3694;Mineral nodes - Wetlands - multinodes subzone 24;7
3695;Mineral nodes - Wetlands - multinodes subzone 24;7
3696;Mineral nodes - Wetlands - multinodes subzone 24;7
3698;Mineral nodes - Wetlands - multinodes subzone 25;7
3699;Mineral nodes - Wetlands - multinodes subzone 25;7
3707;Mineral nodes - Wetlands - multinodes subzone 28;7
3711;Mineral nodes - Wetlands - multinodes subzone 29;7
3715;Mineral nodes - Wetlands - multinodes subzone 29;7
