GossipList;;Patch
50092;Elder Nightwind passes the days at the shrine in Jaedenar in Felwood.;20
50095;Elder Obsidian wanders near the Sepulcher in Silverpine Forest.;20
50098;Elder Primestone has spent many years in the Crystal Vale in Silithus.;20
50099;Elder Ragetotem spends her days at the Valley of the Watchers in Tanaris Desert.;20
50105;Elder Silvervein can be found near Thelsamar in Loch Modan.;20
50106;Elder Skychaser looks out over Westfall from atop Sentinel Hill.;20
50108;Go to the Freewind Post in Thousand Needles and you will find Elder Skyseer.;20
50110;Elder Snowcrown can be found in Light's Hope Chapel in the Eastern Plaguelands.;20
50111;I think Elder Splitrock has traveled to Mauradon in the Desolace.;20
50112;You'll find Elder Starglade outside the gates to Zul'Gurub in Stranglethorn Vale.;20
50116;Elder Stonefort has taken to the dungeons of Blackrock Spire.;20
50117;Last I knew, Elder Stonespire was at Everlook in Winterspring.;20
50121;For reasons I cannot understand, Elder Thunderhorn has gone to the Slithering Scar in Un'Goro Crater.;20
50125;Zul'Farrak in Tanaris Desert is Elder Wildmane's home.;20
50126;Elder Windrun resides in the Crown Guard Tower in the Eastern Plaguelands.;20
50127;Elder Windtotem is keeping company with the goblins of Ratchet on the coast of the Barrens.;20
50128;Winterhoof? I hear he's living it up in Booty Bay.;20
50130;The village of Astranaar in Ashenvale is Elder Riversong's current home.;20
50132;Last I heard, Elder Runetotem was traveling to Razor Hill in Durotar.;20
50218;Maraudon is located in the middle of the western coast of Desolace, in the Valley of Spears.;20
60000;Become a mentor for one of our orphans during the Week of the Wardens!  Huzzah!;20
60001;Become a mentor for one of our orphans during the Week of the Wardens!  For the Horde!;20
2050;Finally! Put some fingers in your ears, your brain mighta just grown five sizes and I'm worried it might leak out.$B$BSo, the Dark Irons spared his life and took him prisoner. Their leader, some self-important, uppity fella named Thauris-something, took Ironfoe for himself. And that was the last I saw of ol' Windsor... *hic* 'scuse me.;19
2051;"$G Mister:Missy;, if I didn't know better, I'd think you were one of them 'special' peoples. We call em Troggs.$B$BWindsor didn't have no beef with the Dark Irons, after all, his great, great, grand pappy's best friend was a Dark Iron. Which is also probably why that army of Dark Irons didn't kill him on sight.";19
3643;"Elune be with you, $c.

My wisdom is yours, as is my knowledge. What can I do for you, $N?";19
3664;All members of the Horde are equal in my eyes, $N. We have all suffered many burdens, and if it were not for wisdom and honor, then we would be no better than the Scourge or my people while our blood was tainted by the demon Mannoroth.$B$BIt is your duty to aid the Horde and to defend our way of life. But it is also your duty to know when quarter and compassion should be given to friend and foe alike.$B$BUnderstand this well. This is the new Horde, not some demon-spawned army who lack freewill.;19
3665;The Shattered Hand has been able to place spies throughout the upper citadel of Blackrock. Though the information gathering process has been slow, we have made discoveries that cannot be ignored.;19
3666;It would appear as if the influence of the Black Dragonflight had extended beyond the borders of the Burning Steppes and into the kingdom of Stormwind itself! The usurper has since been unmasked and ousted.;19
3667;Indeed. The brood mother of the Black Dragonflight had used illusion and trickery to disguise herself as a member of the royal court. Worse yet, she had assumed control of the current Highlord of Stormwind, Bolvar Fordragon.$B$BIt is no wonder that such foolish military decisions had been made. The movement of the Alliance forces as of late had left us scratching our heads. We now understand that the Black Flight was attempting to divide the empire - destroy it from within.;19
3668;<Thrall laughs.>$B$BSo much to learn still, $r.$B$BYou are too young to remember the wars and bloodshed of ages past. Too young to remember the burden of the curse carried by our people.$B$BOur position with the Alliance right now is a tenuous one. Skirmishes and smaller battles do take place, but there is peace - something our people have not known for millennia. Would you give this up and plunge us into the maw of chaos again but against a new foe? One that will not rest until we are all destroyed?;19
3669;"No, $N, you did not. I do not fault you, however, as yours is a mind much like mine was as a youth: Impetuous, rebellious, and often without a single coherent thought! Traits I can no longer afford to express.$B$BEnough lamenting. $R, I have a task for you; one that you may not survive. ";19
3670;<Thrall laughs.>$B$BNoted... Now pay attention, $N. The Black Dragonflight brood mother, Onyxia, has been flushed out from her position of power in Stormwind. She has escaped, fleeing to her lair in Dustwallow Marsh.$B$BShe cannot be allowed to live in such close proximity to our capital cities. We must strike before being struck!$B$BI want her destroyed, $N. ;19
4508;"Even within cold, stone walls such as the ones that shelter this town, one may find tranquility and peace.  In fact, you may find them everywhere you are... simply look inside yourself for such balance.

Welcome, my $g brother : sister;.  If you are here to train, then I would be delighted to train you.$B$BThere will be a time soon where the call of the Emerald Dream will take hold in you.  You will hibernate for many years and walk amongst the purest of forms.  It is there and then that your ultimate training will take place.";19
5065;"I am Hydraxis, Duke of the Waterlords.  You are not an elemental and so cannot understand our struggle, but perhaps we can strike a deal that will benefit us both?

$N, it is good to see you.  Our war with the other elemental lords yet rages, but your efforts help ensure our victory.

$N, you are ready for the ultimate task.  The fiery runes etched on the floor of the molten core are conduits to the realm of fire, and their presence is both an affront to us and a source of power for the Firelords.  They must be extinguished!$B$BTo extinguish a rune, take a vial of aqual quintessence.  Pour it on the rune and its flame will go out, rendering it useless and weakening our enemy!

Welcome back, $N.  You've proven a worthy ally against Ragnaros and your presence is always welcome among us.";19
7480;Greetings, citizen. I ask that you move along if you have nothing to ask of me.;19
2685;"Welcome to my shop, $c. What is it the Goodstitch brothers can do for you?

Ah, one of my favorite customers. You look to be of a warlock of some power, $N. I am pleased to meet you. If there is anything I can do for you, please, just ask.$B$BMy brother and I feel that it will be your kind who lead us into the next great era. One with such power... such control... it's only a matter of time before the Legion itself bends to your will.$B$BI am but a little envious.";18
3502;"Race does not dictate honor, $r. While you remain on my farmstead, I ask that you remember and respect this credo.$B$BI have known orcs who have been as honorable as the most noble of knights and humans who have been as vile as the most ruthless of Scourge.$B$BBut I shall not bore you with tales of my youth! There is much work to be done - if that is what you desire. 

Sit and listen to my story, $r.";18
3681;"Indeed. The Scarlet Crusade are an aberration of the Order of the Silver Hand.$B$BYou must believe me, $r; Taelan is a good man. He needs guidance. He needs to remember... remember what it is to be noble and honorable. I know that in his heart, he knows what he does is wrong. Will you help him? Will you help him remember?";18
3682;"My son, Taelan, was only a child when I was found guilty of treason and banished from the Alliance to live a life in exile. I chose to remain here so that I could watch over him; to somehow insure that he would grow up an honorable man.$B$BAs I had hoped, he took my place as lord of Mardenholde; but in a cruel twist of fate, joined the ranks of the Scarlet Crusade. He is now their Highlord, $r.";18
3683;I must apologize for not being entirely truthful with you in regards to my identity. I had to be certain that you could be trusted - few people would have selflessly lent assistance to an old and forgotten hermit.$B$BYou have proven yourself as one of those people: A person of integrity and honor.;18
3801;"Do you require an illusion?$B$BShould your illusion falter in the midst of your quest, return to me and I shall reapply the guise.$B$BShould you fail in your endeavors, do not give up! Return to me. I shall assist you until you have completed your objectives.

These are dangerous times, adventurer. Walk lightly.";18
4066;"I should find some hired help; I don't like sitting here all day selling fish supplies. I'd much rather go fishing, and then sell supplies.";18
4162;If you seek to hunt naga, then you will need all the help you can get. Deep in the water you can find bubbly fissures that produce enough air bubbles that will allow you to breath underwater. Swim up close so that you can use the bubbles.;18
4469;"May the Light protect you this day.

May the Light protect you this day.";18
4781;"The Thorium Brotherhood does not waste time on ants. Be gone!

The Thorium Brotherhood possesses the knowledge required to make the sacred arms and armaments of the Fire Lord, but we lack the manpower to obtain the materials required for the crafting.$B$BI, Lokhtos Darkbargainer, have been empowered by the Brotherhood to exchange the exalted recipes for materials gathered from the Molten Core.$B$BPresent your offer, $r.

A Sulfuron ingot?!??! Impossible! I must have it! I must! I must!$B$B$R, I am authorized to make you a grand deal for that ingot. Perhaps you would be interested to know the secrets of the Hand of Ragnaros? Sulfuras, idiot! The legendary hammer of the Firelord.";18
5302;May Cenarius guide you, $c.$B$BI am here in this corrupt land with my sisters on a mission of great importance to the Cenarian Circle. But only those who are powerful enough I ask speak to me about such matters--to send a lesser being would be folly.;18
5846;You see, all you gotta do is forge the Sulfuron hammer and find yourself the Eye of Sulfuras. Combine the Eye of Sulfuras with the Sulfuron hammer and it will become Sulfuras! Now I'm not going to bog you down with any technical information as to where or how or when you can get an Eye of Sulfuras. I'm sure you'll figure that stuff out. Just sign this here contract so that our agreement is binding and our business will be done.;18
5847;"In exchange for one Sulfuron Ingot, I am authorized to grant you one copy of the plans to forge a Sulfuron hammer.$B$BNow an adventurer like yourself is probably thinking to $ghimself:herself;, ""What would I ever need a hammer like that for when what I already own is far superior?""$B$BWell let me tell you something, $gmister:missy;, there ain't nothing more superior than what the Sulfuron hammer can become!";18
2602;The Burning Steppes is a dangerous place, but scholars like me will do almost anything to advance our knowledge.;17
2901;Greetings, young $c.;17
2902;Rend, son of Blackhand: Impotent chieftain of the Blackrock clan. A more stubborn bastard does not exist.$B$BAt the end of the second War, Rend and his brother, Maim, fled to find sanctuary within the mountainous stronghold of Blackrock Spire. It was there that Rend declared himself Warchief of the weakened Blackrock clan.;17
2903;Yes, young one, you need not convince me of such things, the Warchief and I have much history. Your dedication, however, is noted.$B$BAs I was saying, Rend had found a new home for his people, and I was among those who would wearily follow.$B$BFrom one conflict arose others... countless others. It was in those battles for Blackrock Spire between the Blackrock clan and the Dark Iron dwarves that my sons were both slain. It was then that I realized my time among the Blackrock clan had come to an end.;17
2904;I left. I would not remain with the Blackrock. No, the deaths of my children would not be in vain. I would not serve under an inept, power hungry maniac such as Rend.$B$BI took shelter in the woods of Lordaeron, living as a hermit near Hearthglen.;17
2905;<Eitrigg laughs.>$B$BYoung one, the world has not always been in such disarray. It was a time before the Scourge had sacked the land. Before those parts of Lordaeron were known as the Plaguelands.$B$BIt was there that Thrall rescued me from death and it was then that I joined the new Horde... but I digress. This is a story for another time. Yes, another time... Perhaps...;17
2906;I'm certain you will. Perhaps one day you could deliver a message to an old friend of mine. I hear he still wanders those woods.$B$B<Eitrigg bows his head for a moment, as if in prayer.>$B$BSo Rend, yes... Rend and his brother Maim ruled the Spire, in constant conflict with the Dark Iron dwarves. They managed to displace the dwarves in the upper portion of the city, but only after the dragons came and only after the death of Maim.;17
2907;Indeed. Nefarian, brood of Deathwing, rules the Spire now. Rend is under the command of the dragon.$B$BIf only you could somehow manage to pass through the Halls of Ascension.$B$B<Eitrigg sighs.>$B$BAlas, only those deemed worthy by the black flight earn privilege to ascend.;17
2908;Perhaps. Go now, young one. Seek council with the Warchief. He will surely wish to know of your discovery.;17
2945;So how about you deliver a message for me?;17
2946;Well, maybe 'pay' isn't the best word to use. See, when I was stuck in the belly of that thing, I got to thinking:$B$BThis creature lives in hot, flaming magma and yet it doesn't take a lick of damage from the fire!$B$BIf only I could find a pristine hide from one of these beasts. I could take it back to my dear friend, Malyfous Darkhammer, in Everlook. If anyone could do anything with the hide of a beast like this, it would be him. ;17
2947;"I'm not out of the belly of this beast for more than two minutes and someone is already asking me about my bathroom behavior??? $G Mister:Missy;, I'd have smacked you silly for that question had you not been the one to rescue me!$B$BAnyhow! I'm grateful for the assistance. Maybe I can pay you back?";17
2948;Say, I sense a measure of disbelief in your voice - but yes, that's how it happened.;17
2949;Alrighty then! So I was down at the lava pits of the Molten Span, testing out my lava suit. Everything was going great. I was even able to swim around in that stuff without suffering a single injury!$B$BSo there I am, minding my own business, doing a few backstrokes, when out of nowhere this thing swallows me up whole! Had it not been for my lava suit and built in food pellet dispenser, I would have been done for!;17
2950;How?? Well, it's a long story.;17
2951;Whew... I need a smoke and the touch of a fine gnomish woman - not particularly in that order!$B$BI've been stuck inside the belly of that thing for months! What day is it anyway? Ah, nevermind. All that matters is that I'm finally out.$B$BWOOO HOOO!;17
2984;The Thorium Brotherhood does not waste time on ants. Be gone!;17
2985;The Thorium Brotherhood Fall Catalogue:$B$BInside you will find the hottest deals on all of your adventuring needs! We'll even show you where to pick up those difficult to find components and supplies.;17
2986;If it's frayed abomination stitchings you be wanting, to Stratholme you'll be jaunting.$B$BFormerly the hometown of the Lightbringer hisself, now overrun by the minions of Kel'Thuzad.$B$BBrave the perils of the burning city and strike down the meaty abominations! Take from them your prize: Frayed abomination stitchings!;17
2987;The final sanctum of crazed zealots. 'Tis where they create their scarlet uniforms, magically imbued by the enchanted scarlet thread!$B$BTo Stratholme, adventurer!;17
2988;The finest preservative of flesh known to man and Scourge alike - Frostwhisper's embalming fluid.  Only one place an adventurer could find this and one would think that the lich the fluid is named after would not take too kindly to anyone going to said place.$B$BBut... if it's the fluid you want, the Scholomance you'll haunt...;17
2989;A staple of the Thorium Brotherhood.$B$BArcanite crystals are harvested from rich thorium lodes. Through the alchemical prowess of powerful alchemists, arcanite bars are born.$B$BSeek out a miner, if you aren't one... and find a good alchemist! You'll need both.;17
2990;The ground upon which the Scholomance was built was given to Kel'Thuzad by the Barov family. In exchange for this land - a place where the Cult of the Damned could learn the foul magics of the Scourge - Kel'Thuzad granted the Barov's immortality through undeath.$B$BIt is in Shadow Vault that you will find both the skin of shadow and its owner, Lady Illucia Barov.$B$BA finer mirror for the vain and dead never existed.;17
2991;It's a simple process for a craftsman of my caliber.$B$BThe most difficult aspect of crafting items out of beast hides and carapace is the actual acquisition of said parts. Now, if you could bring me a pristine hide from this beast, I could make several different powerful items from the flesh.;17
2992;I reckon that the odds of obtaining such a piece would be a one in a million! A once in a lifetime skin! Even the most disciplined artisans of the craft would no doubt fail several hundred times in the process of skinning the beast before a pristine sample was recovered.;17
2993;If you actually brought me the hide of the beast? Well... Let me show you...;17
3049;Test not my patience, mortal.;17
3063;I... I am badly injured... ;17
3064;You came along just as they were about to throw me to the fiends below - for that, I thank you. Perhaps, I - rather - we, of the blue flight, can assist you further?$B$BYou have come this far, $r, risked much. Will you go a ways further to battle Nefarian and his legion of Blackrock? ;17
3065;"Nefarian had ordered that unsuitable subjects be destroyed immediately, but these retched beasts would not do so without first inflicting an 'ample' amount of torture.$B$BWhen we were thoroughly 'broken,' they would round up what remained and throw us to these thugs. Our bodies used as instruments in their sick game: thrown into the lava or worse; to the open and waiting arms of the bloodthirsty legion below.";17
3066;Listen, $r. Listen well...$B$BThe dragon riders came in the night, mounted atop the black flight. They struck fast and with deadly precision, taking young whelps - such as me - and escaping under the veil of darkness.$B$BI watched in horror as they used my brothers and sisters in their experiments. From our essence would be created the chromatic flight.;17
3651;The plaguelands are an excellent place to strike against the Scourge!;17
4346;Do you hear the call of the hunt, $c?  You must listen closely, but the call comes from deep within you.  It comes from deep within all of us.;17
4381;This bear wanders a path close to where the Talondeep Path lies, due west of Mystral Lake and the Alliance outpost of Silverwind Refuge.  While he is the easiest of the three creatures you will face on the Ashenvale Hunt, he should not be trifled with.  His presence is a constant threat to travelers who sojourn between Ashenvale and the Stonetalon Mountains.;17
4382;This nightsaber is rumored to be docile in the presence of night elves and their allies, which makes her an even more worthy opponent.  Shadumbra's hunting path takes her from the Raynewood Retreat to our west, ultimately to lands due west of there.  Her fur is the color of pitch, and her speed is not to be underestimated.;17
4383;The mightiest of all the beasts that make up the Ashenvale Hunt, Sharptalon is let to wander freely by the self-proclaimed guardians of this land, the night elves.  Sharptalon patrols for prey to the south of here, taking delight in rending the unsuspecting and unaware traveler limb from limb.$B$BTo bring down such a beast would be the mightiest of hauls, $N.  I wish you luck in the hunt for this creature!;17
4401;Greeting $c - welcome to the front lines in our conquest of Ashenvale!  If you are looking for something to do, then you've come to the right place.  I'm always looking for able-bodied individuals to help bring glory to the Horde!;17
4441;If you want to know about the comings and goings of caravans and merchants here in Splintertree Post, then I am fortunately the orc you are looking for.  Unfortunately for you though, I don't like people.$B$BIf you want something, make it quick.;17
4442;The elements speak to us, $c.  They share knowledge that we must learn, and they share secrets that must be kept.;17
4746;We may have been suffering a drought but there's no shortage of meat! Care to browse my goods?;17
4981;Yes, $c? Are you reporting in?;17
5161;This forest can be confusing! Be careful out there.;17
5382;"Greetings, $N. I am Doctor Gustaf VanHowzen, head trauma surgeon of Alliance Trauma.

You have learned all that I am able to teach you at this time, Doctor $N. Return to me when your practice has expanded and I shall train you in the ways of the more advanced medicinal arts.";17
5383;"Greetings, $N. I am Doctor Gregory Victor, head trauma surgeon of Horde Trauma.

You have learned all that I am able to teach you at this time, Doctor $N. Return to me when your practice has expanded and I shall train you in the ways of the more advanced medicinal arts.";17
5482;What is it you ask of the Blue Flight?;17
6445;If you ask me, the best part about fishing is its slow pace.  It gives one time to think, to reflect on past events and to plan for future ones.$B$BOh, and it's also a great excuse to drink.  Heavily.;17
15014;"In decades past - of now ancient wars and conflicts - our kind was driven to the brink of extinction. Much we have endured, $r.$B$BThe onslaught of the Burning Legion. The Demon Soul. The Aspects divided. The ascension of Deathwing. The enslavement of our Queen, Alexstrasza, by the Dragonmaw.$B$BThrough it all, we have been the unshakable will of the dragons - the undaunted force that has fought to represent our waning existence in this world.

Do not bring it any closer, mortal. I can sense the evil coursing through the seal from where I stand.$B$BGive me a moment to inspect the item - hold it firmly.";17
15015;Indeed. I stand before you in a form that you can comprehend, mortal. Surely, you could not bear to stand in the presence of the dragon known as Vaelastrasz.$B$B<Vaelan laughs.>$B$BShall I continue?;17
15016;Perhaps I should tell you why I am here.$B$BDo you know of the Aspect, Deathwing? Or of his progeny, Nefarian and Onyxia?;17
15017;Deathwing, or Neltharion as he was once known, was the Aspect that embodied the strength of the world - granted almost limitless power over this mortal realm by the Titan shaper known as Khaz'goroth: Forger of the world.$B$BThrough treachery and deceit, the foul one convinced the four other Aspects to imbue an item, known as the Demon Soul, with their powers - greatly weakening them, forcing a division among the once great Aspects. ;17
15018;Indeed. The item was ultimately destroyed and Deathwing nearly slain by the combined and renewed power of the four remaining Aspects. Where Deathwing is now is unknown. What we do know, however, is that one of his progeny, Nefarian, rules this citadel and wishes to continue where his father left off.;17
15019;Before his banishment, Deathwing was attempting to create impure offspring. Half breeds that would not only be immune to the innate natural powers and abilities of their Aspects but also under the complete control of Deathwing.$B$BIt seems that where his father failed, Nefarian may have succeeded - at least partially.$B$BIt was Ysera, Aspect of Dreams, who saw the abominations and forced us to act. If these 'Chromatic' dragonkin exist, they must be destroyed.;17
15020;It is not our way, nor would it be possible. Nefarian is guarded by ancient wards, as old as the Aspects themselves. It is what prevents me from entering the inner sanctum of this citadel. The dark magic prevents any of the other flight to enter without being ordained... unless.;17
15021;It is possible for one, not of dragon kind, to obtain the Adorned Seal of Ascension and pass through the protected barrier. While possession of such an item would surely destroy me, perhaps you could utilize it and lower the barrier.;17
15022;You must find one amongst the wretch in the lower portion of this citadel that has attained an Unadorned Seal of Ascension. It is a great honor for one of the lesser beings to obtain this item, as it is the first step in gaining access to the upper citadel and becoming one of Nefarian's elite guardsmen - the Blackhand legion. Find such an item and return it to me so that I may examine its properties. I will know how to proceed once my inspection of the seal is complete.;17
15023;Be warned, mortal, it is exceptionally rare that one of the lesser clans in this citadel would hold such an item. Your search could take decades. I recommend you destroy these beasts without impunity.;17
20015;Bite your tongue, $r, lest I rip it from your skull case and use it as a horn warmer.;17
20016;What it is that I do, of course. I brood. I lament. I hate. I plot. When that cycle is complete, I brood again. What is it you want from me? I have much on my mind.;17
20017;You?$B$B<Lorax laughs.>$B$BThat is doubtful.$B$BI stand in these ruins and dream. Dream of the day that I catch that miserable thief, Goraluk Anvilcrack.$B$BWe had a deal, him and I. A deal that he broke. Betrayed.;17
20018;I would teach him how to demon forge in exchange for his soul. The soul of a Blackrock orc is worth very little but in these trying times, a soul, any soul, is better than none at all.;17
20019;He took the unforged rune covered breastplate, used in the making of the demon forged breastplate and ran away without making payment. A fool, I am not, however... the unforged chest piece is useless without knowledge or the recipe to apply said knowledge.$B$BI wonder... does he sit safely in his city of Blackrock Spire and attempt to create the item from the raw material? I know he dare not leave!;17
50260;<Goretooth spits.>$B$BI am a warrior of the Horde, $N. It fills me with rage to know that our enemies sit in a fortress, less than a day's ride from Kargath, plotting against us.$B$BHow I long to break free from the bonds of duty and destroy them all in the name of the Warchief.$B$BAlas, we all have roles we must fulfill.;17
50304;Truly, I envy you: To battle in the name of the Horde, at the forefront of conflict. Mine is a job of command.$B$BCertainly, in my youth, I lived out the dreams that make my old age bearable. I now revel in the glory of victory, the bitter taste of defeat - all through the soldiers I command.;17
50305;I dream, $N... oh yes, I dream. In my dreams I die a thousand times in a thousand different ways. Some would call dreams such as mine nightmares. NOT I! In dreams I die in the thick of battle. For each single death of my own, ten thousand enemies of the Horde fall before me. It is glorious!;17
50306;Aye, I could tell just by looking at you, $N. You remind me very much of myself as a young warrior of the Horde.$B$BYou will undoubtedly go far in life and even further in death.$B$B<Goretooth salutes.>;17
50307;And modest too... Perhaps it is your time, then, $N.$B$BAre you prepared to enter the fortress of the Blackrock orcs? To wreak havoc? To tear asunder the foundation of the mountain citadel?;17
50308;I did not doubt you for even one second, $N.$B$BHere are your orders, $N. I know that you will not let me down.;17
3041;Welcome to the front lines, $c.  While politicians may connive and scheme amongst themselves, they'll find no such luxury afforded to them here.  This is the Bulwark, and we fight for our continued survival on a daily basis here.$B$BIf you've come here looking for a chance to prove yourself as a hero, then you'll find plenty of opportunities to do so... especially as we push towards Andorhal and whatever malign force that controls the Scourge there.;16
3183;"The time has come, my $g brother : sister; in arms, to take back the night from the Scourge!

With the cauldrons breeched, we are now able to introduce the counter agent into the environment.  This should give the scourge a taste of their own medicine, as it were!$B$BCheck with Apothecary Dithers on information regarding the reagents needed to use in the cauldrons.  I will be handling all information reports on how we are doing overall in turning the plague against the Scourge!";16
3184;"The time has come, my $g brother : sister; in arms, to take back the night from the Scourge!

With the cauldrons breeched, we are now able to introduce the counter agent into the environment.  This should give the scourge a taste of their own medicine, as it were!$B$BCheck with Alchemist Arbington on information regarding the reagents needed to use in the cauldrons.  I will be handling all information reports on how we are doing overall in turning the plague against the Scourge!";16
3223;"A fierce wind is coming - I can tell by the ache in my exposed knee.  I just hope we don't get caught up in it.

Well now $N, let's get to work on those cauldrons!  If you're going to collect the components we need, then get a vitreous focuser from me.  You'll need to have it on you to identify the necessary resources found on the Scourge that will turn those cauldrons.$B$BYou'll also need a dose of arcane quickener for the cauldrons.  It's not cheap, nor is it stable.  Once you have it, you'll only have thirty minutes to use it before it expires on you; be smart about buying it.";16
3224;Based on the sample of the toxin you provided for us, we think you will need the following: an arcane quickener, six osseous agitators, and four pieces of runecloth.  With the vitreous focuser in tow, acquire the agitators from skeletal undead here in the Plaguelands!$B$BOnce you have these items, you should be able to load the counter agent into that cauldron.;16
3225;Based on the sample of the toxin you provided for us, we think you will need the following: an arcane quickener, five somatic intensifiers, and and four pieces of runecloth.  With the vitreous focuser in tow, acquire the intensifiers from zombie or ghoul undead here in the Plaguelands!$B$BOnce you have these items, you should be able to load the counter agent into that cauldron.;16
3226;Based on the sample of the toxin you provided for us, we think you will need the following: an arcane quickener, five somatic intensifiers, and and four pieces of runecloth.  With the vitreous focuser in tow, acquire the intensifiers from zombie or ghoul undead here in the Plaguelands!$B$BOnce you have these items, you should be able to load the counter agent into that cauldron.;16
3227;Based on the sample of the toxin you provided for us, we think you will need the following: an arcane quickener, four ectoplasmic resonators, and four pieces of runecloth.  With the vitreous focuser in tow, acquire the resonators from wraith and ghostly undead here in the Plaguelands!$B$BOnce you have these items, you should be able to load the counter agent into that cauldron.;16
3228;"This job is definitely not worth sixteen-five a year.

Well now $N, let's get to work on those cauldrons!  If you're going to collect the components we need, then get a vitreous focuser from me.  You'll need to have it on you to identify the necessary resources found on the Scourge that will turn those cauldrons.$B$BYou'll also need a dose of arcane quickener for the cauldrons.  It's not cheap, nor is it stable.  Once you have it, you'll only have thirty minutes to use it before it expires on you; be smart about buying it.";16
3241;"The Scourge's plague still dominates the zone, and we have a long way to go before the plague will be altered enough to affect them.  Collect the necessary resources and help out the war effort!

The Scourge's plague is almost to the turning point; a handful more cauldron subversions will push us over the top!  Be sure to do your part to help out!

We have begun to turn the Scourge's plague against them, but our hold is tenuous at best!  Be sure to aid the cause by subverting their cauldrons!

We are dominating the Scourge - the effects of the altered plague will affect them for at least another full day!  We need to stay on top of it though, so be sure to sabotage a cauldron when you can.";16
3301;We finally understood what the screams were from. The Butcher exposed us to pain that we did not know existed. He used us in countless experiments, attempting to devise a plague.$B$BThe days turned to weeks. We would have died on the first day had it not been for that cruel bastard keeping us alive through magical means.;16
3302;We feel nothing. Our souls remain here, in limbo. We are unable to leave until our remains are found and spirits laid to rest.;16
3303;The Butcher would speak of 'the blood of innocents,' and his dark master, 'Kirtonos.' Of how he must appease his master.$B$BFinally, the beast was done with his experiments. We had been drained of all life. Our spirits shattered. The sweet embrace of death was upon us and we welcomed it with open arms. But in his infinite cruelty, the Butcher revived us from death's door.$B$BWe were to be kept alive and thrown to his ravenous ghouls. He laughed as he watched the fiends devour our flesh.;16
3304;"Restraints? There are things in this world far more restraining than bars and shackles, young $g master:mistress;. The undead surrounded us, constantly tormenting us with horrifying acts of depravity.$B$BFinally, he came. He introduced himself as Doctor Theolen Krastinov. We came to know him as 'The Butcher.'";16
3305;We did this for about six months and watched as the house went through horrifying changes. Foul monsters roamed through the manor at will. Dark cultists populated every inch with various paraphernalia relating to rituals and sacrifices. We knew that we could not hide much longer.$B$BAs expected, we were found and captured. They stripped us of all our clothes and laid us out inside a circle of blood. We sat there for days, naked and terrified.;16
3306;"And go where? It was all that we knew; all that we had known and all that we would ever know.$B$BEventually, we lost contact with the Barovs and ultimately, were separated from the household. We knew not what happened to the other servants, only that there were screams. Tortured screams.$B$BKnowing that we had nowhere to go, Lucien and I were forced to hide in our quarters. During the day, when the school was relatively quiet, Lucien would sneak out to scrounge up food and drink.";16
3307;We suspect that in order to preserve their fortune and hold of the land - well past their lifespan - the Barovs made a deal with a powerful human mage named Kel'Thuzad.$B$B<Eva shudders.>$B$BFrom this deal sprang the school of necromancy: A place which bore the Cult of the Damned and would become their capital.$B$BAs each week passed, the house Barov became more and more decrepit...$B$BDark beings began to take residence in the various wings of the house. Upkeep became impossible... and disgusting.;16
3308;"Oh it's just so horrible, $g sir:miss;. The house Barov was once full of life... full of splendor. The manor was the Barov's primary residence amidst their far reaching empire.$B$BLucien and I noticed that as the days progressed, the Barovs became depressed. Despondent. Paranoia and rage often overcame the master and missus. At night, we could hear the Barovs arguing in their chambers. From what we understood, their greed had 'broken the dam,' so to speak. ";16
3309;"Certainly, $g sir:miss;. We were once servants of the house Barov: What is now known as the Scholomance.$B$BI was the head maid and Lucien was Master Barov's butler.$B$BWe had worked for the Barovs for decades, until...$B$B<Eva weeps.>";16
3310;"Hello young $g Master:Mistress;. I am Eva Sarkhoff and this is my husband, Lucien. It is a pleasure to make your acquaintance.";16
3361;They don't realize that they're dead, $r. They are cursed to relive the last memory they had before the town was eaten alive from the inside out. Most of them, anyway. Some were less fortunate.$B$BYou thought the Scourge did this? The Scourge did not yet exist and if they had, we would have at least put up a damned fight.$B$BNo, this was the result of a plague that came out of Scholomance and ravaged the town. It was horrifying and devastating. None survived.$B$BNow leave me to my sorrows.;16
3362;Can't you see we're trying to prepare for Uther's visit? Now get out of my way, I have much work to do!;16
3363;Watch your step, stranger. We do not allow miscreants in our town.;16
3364;Good. In order to carry out my plan, we must first create a lifestone. Are you prepared to act?;16
3365;And find it he did. After quickly advancing through the ranks of the Cult, the Lich King himself granted Ras immortality. Thus was born Ras Frostwhisper, the lich.$B$BNow do you understand?;16
3366;Ah, I suppose that I am getting ahead of myself. Ras Frostwhisper is the overseer of this school. The being responsible for training all of its Dark Masters. A lieutenant and favored pupil of Kel'Thuzad. He was once a hedge mage of Stromgarde: A rogue wizard that never received his formal training from Dalaran.$B$BWhen Kel'Thuzad opened the Cult, Ras was among the first to join his ranks. Ras knew that through dark magic, he would find immortality.;16
3367;It's simple, really. Rob the lich, Ras Frostwhisper, of his powers. Return him to his mortal form and then slay him, once and for all.;16
3368;Slow down, $r. The one you need to kill is already dead. Killing him again will serve no purpose. There are very few ways in which a lich can actually be destroyed and none of those means are available to you or I. That is why I have a plan. A plan that will have a very noticeable and real impact upon the Cult.;16
