ItemList;name;Patch
14796;Protector Legguards;12
14797;Protector Pads;12
14801;Bloodlust Cape;12
14802;Bloodlust Gauntlets;12
14803;Bloodlust Belt;12
14807;Bloodlust Bracelets;12
14844;Sunscale Chestguard;12
14845;Monster - Staff, Wooden Handle Rounded Head Low Yellow Glow;12
14849;Sunscale Helmet;12
14850;Sunscale Legplates;12
14851;Sunscale Spaulders;12
14852;Sunscale Shield;12
14855;Vanguard Gauntlets;12
14856;Vanguard Girdle;12
14857;Vanguard Sabatons;12
14861;Vanguard Vambraces;12
14894;Lily Root;12
14915;Jade Breastplate;12
14916;Jade Deflector;12
14919;Jade Circlet;12
14920;Jade Legplates;12
14922;Lofty Sabatons;12
14926;Lofty Gauntlets;12
14927;Lofty Belt;12
14928;Lofty Legguards;12
14929;Lofty Shoulder Pads;12
14948;Bloodforged Chestpiece;12
14954;Bloodforged Shield;12
14957;High Chief's Sabatons;12
14959;High Chief's Gauntlets;12
14960;High Chief's Belt;12
14961;High Chief's Crown;12
14962;High Chief's Legguards;12
14963;High Chief's Pauldrons;12
14968;Glorious Belt;12
14974;Glorious Bindings;12
15170;Potent Armor;12
15175;Potent Helmet;12
15180;Praetorian Girdle;12
15181;Praetorian Boots;12
15182;Praetorian Wristbands;12
15184;Praetorian Gloves;12
15186;Praetorian Leggings;12
15187;Praetorian Pauldrons;12
15190;Grand Cloak;12
15216;Rune Sword;12
15217;Widow Blade;12
15228;Smashing Star;12
15229;Blesswind Hammer;12
15236;Moon Cleaver;12
15237;Corpse Harvester;12
15253;Beheading Blade;12
15254;Dark Espadon;12
15274;Diviner Long Staff;12
15275;Thaumaturgist Staff;12
15279;Ivory Wand;12
15280;Wizard's Hand;12
15291;Harpy Needler;12
15294;Siege Bow;12
15295;Quillfire Bow;12
15381;Rageclaw Chestguard;12
15388;Jadefire Belt;12
15389;Jadefire Sabatons;12
15393;Jadefire Gloves;12
15394;Jadefire Pants;12
15395;Jadefire Epaulets;12
15425;Peerless Bracers;12
15427;Peerless Cloak;12
15564;Rugged Armor Kit;12
15621;Gryphon Mail Buckler;12
15622;Gryphon Mail Breastplate;12
15631;Formidable Chestpiece;12
15633;Formidable Crest;12
15634;Formidable Circlet;12
15637;Formidable Legguards;12
15641;Ironhide Belt;12
15642;Ironhide Greaves;12
15644;Ironhide Gauntlets;12
15645;Ironhide Helmet;12
15646;Ironhide Legguards;12
15647;Ironhide Pauldrons;12
15649;Merciless Bracers;12
15652;Merciless Cloak;12
15653;Merciless Gauntlets;12
15654;Merciless Belt;12
15656;Merciless Epaulets;12
15659;Impenetrable Bindings;12
15661;Impenetrable Cloak;12
15694;Merciless Greaves;12
15886;Timolain's Phylactery;12
15936;Duskwoven Branch;12
15937;Hibernal Sphere;12
15966;Venomshroud Orb;12
15982;Bloodwoven Rod;12
15983;Gaea's Scepter;12
16112;Manual: Heavy Silk Bandage;12
16313;Felix's Chest;12
16314;Felix's Bucket of Bolts;12
16319;Grimoire of Firebolt (Rank 6);12
16325;Grimoire of Blood Pact (Rank 5);12
16349;Grimoire of Torment (Rank 5);12
16355;Grimoire of Sacrifice (Rank 5);12
16361;Grimoire of Consume Shadows (Rank 5);12
16365;Grimoire of Suffering (Rank 3);12
16377;Grimoire of Soothing Kiss (Rank 3);12
16382;Grimoire of Devour Magic (Rank 3);12
16386;Grimoire of Tainted Blood (Rank 3);12
16664;Ornate Bracers;12
16885;Heavy Junkbox;12
17008;Small Scroll;12
17009;Ambassador Malcin's Head;12
17039;Skullbreaker;12
17042;Nail Spitter;12
17043;Zealot's Robe;12
17054;Joonho's Mercy;12
17055;Changuk Smasher;12
18294;Elixir of Greater Water Breathing;12
18763;TEST GUN Alliance20 ;12
18764;TEST GUN Raid;12
18765;TEST GUN Horde50;12
19012;Major Healthstone;12
19013;Major Healthstone;12
19015;Monster - Item, 2H Alliance Wood Axe;12
19441;Huge Venom Sac;12
19934;Large Scorpid Claw;12
20030;Pet Rock;12
20086;Dusksteel Throwing Knife;12
192;Martin Thunder;11
737;Holy Spring Water;11
754;Shortsword of Vengeance;11
809;Bloodrazor;11
823;Deprecated Horse Summoning (Mount);11
842;Deprecated Wolf Summoning (Mount);11
867;Gloves of Holy Might;11
868;Ardent Custodian;11
869;Dazzling Longsword;11
870;Fiery War Axe;11
871;Flurry Axe;11
873;Staff of Jordan;11
875;Brown Horse Summoning;11
886;Black Metal Shortsword;11
900;Deprecated Nightmare Summoning (Mount);11
901;Deptecated White Stallion Summoning (Mount);11
902;Deprecated Palomino Summoning (Mount);11
903;Deprecated Pinto Summoning (Mount);11
936;Midnight Mace;11
940;Robes of Insight;11
941;Deprecated Speedstone;11
943;Warden Staff;11
1041;Horn of the Black Wolf;11
1042;Deprecated Summon Winter Wolf (Mount);11
1043;Deprecated Summon Redwolf (Mount);11
1044;Deprecated Summon Brown Wolf (Mount);11
1122;Deprecated Amulet of the White Stallion;11
1123;Deprecated Amulet of the Pinto;11
1124;Deprecated Amulet of the Palomino;11
1125;Deprecated Amulet of the Nightmare;11
1132;Horn of the Timber Wolf;11
1133;Horn of the Winter Wolf;11
1134;Horn of the Gray Wolf;11
1169;Blackskull Shield;11
1170;Deprecated Brown Leather Vest;11
1204;The Green Tower;11
1216;Frost Bracers;11
1404;Tidal Charm;11
1447;Ring of Saviors;11
1462;Ring of the Shadow;11
1521;Lumbering Ogre Axe;11
1532;Shrunken Head;11
1604;Chromatic Sword;11
1608;Skullcrusher Mace;11
1612;Deprecated Skullsplitter Idol;11
1624;Skullsplitter Helm;11
1639;Grinning Axe;11
1677;Drake-scale Vest;11
1680;Headchopper;11
1685;Troll-hide Bag;11
1713;Ankh of Life;11
1714;Necklace of Calisea;11
1715;Polished Jazeraint Armor;11
1718;Basilisk Hide Pants;11
1720;Tanglewood Staff;11
1722;Thornstone Sledgehammer;11
1979;Wall of the Dead;11
1980;Underworld Band;11
1981;Icemail Jerkin;11
1982;Nightblade;11
1992;Swampchill Fetish;11
1994;Ebonclaw Reaver;11
1995;Deprecated Cat's Paw;11
2005;The First Troll Legend;11
2006;The Second Troll Legend;11
2007;The Third Troll Legend;11
2008;The Fourth Troll Legend;11
2021;Green Carapace Shield;11
2100;Precisely Calibrated Boomstick;11
2164;Gut Ripper;11
2236;Blackfang;11
2252;Miscellaneous Goblin Supplies;11
2291;Kang the Decapitator;11
2292;Necrology Robes;11
2411;Black Stallion Bridle;11
2412;Deprecated Nightmare Bridle;11
2413;Palomino;11
2414;Pinto Bridle;11
2415;White Stallion;11
2423;Brigandine Vest;11
2424;Brigandine Belt;11
2425;Brigandine Leggings;11
2426;Brigandine Boots;11
2427;Brigandine Bracers;11
2428;Brigandine Gloves;11
2435;Embroidered Armor;11
2437;Embroidered Pants;11
2438;Embroidered Boots;11
2440;Embroidered Gloves;11
2444;Ornate Buckler;11
2451;Crested Heater Shield;11
2461;Deprecated Elemental Resistance Potion;11
2466;Skullsplitter Fetish;11
2470;Reinforced Leather Vest;11
2471;Reinforced Leather Belt;11
2472;Reinforced Leather Pants;11
2473;Reinforced Leather Boots;11
2474;Reinforced Leather Bracers;11
2475;Reinforced Leather Gloves;11
2528;Falchion;11
2529;Zweihander;11
2530;Francisca;11
2532;Morning Star;11
2564;Elven Spirit Claws;11
2565;Rod of Molten Fire;11
2618;Silver Dress Robes;11
2633;Jungle Remedy;11
2634;Venom Fern Extract;11
2719;Small Brass Key;11
2720;Muddy Note;11
2725;Green Hills of Stranglethorn - Page 1;11
2728;Green Hills of Stranglethorn - Page 4;11
2730;Green Hills of Stranglethorn - Page 6;11
2732;Green Hills of Stranglethorn - Page 8;11
2734;Green Hills of Stranglethorn - Page 10;11
2735;Green Hills of Stranglethorn - Page 11;11
2738;Green Hills of Stranglethorn - Page 14;11
2740;Green Hills of Stranglethorn - Page 16;11
2742;Green Hills of Stranglethorn - Page 18;11
2744;Green Hills of Stranglethorn - Page 20;11
2745;Green Hills of Stranglethorn - Page 21;11
2748;Green Hills of Stranglethorn - Page 24;11
2749;Green Hills of Stranglethorn - Page 25;11
2750;Green Hills of Stranglethorn - Page 26;11
2751;Green Hills of Stranglethorn - Page 27;11
2756;Green Hills of Stranglethorn - Chapter I;11
2757;Green Hills of Stranglethorn - Chapter II;11
2758;Green Hills of Stranglethorn - Chapter III;11
2759;Green Hills of Stranglethorn - Chapter IV;11
2797;Heart of Mokk;11
2802;Blazing Emblem;11
2815;Curve-bladed Ripper;11
2825;Bow of Searing Arrows;11
3025;"BKP 42 ""Ultra""";11
3208;Conk Hammer;11
3227;Nightbane Staff;11
3359;Martin Thunder3.1.2;11
3384;Minor Magic Resistance Potion;11
3387;Limited Invulnerability Potion;11
3389;Elixir of Defense;11
3393;Recipe: Minor Magic Resistance Potion;11
3395;Recipe: Limited Invulnerability Potion;11
3404;Buzzard Wing;11
3587;Embroidered Belt;11
3588;Embroidered Bracers;11
3615;Kurzen's Head;11
3616;Mind's Eye;11
3708;Helcular's Rod;11
3710;Rod of Helcular;11
3712;Turtle Meat;11
3729;Soothing Turtle Bisque;11
3737;Recipe: Soothing Turtle Bisque;11
3820;Stranglekelp;11
3838;Shadowmaw Claw;11
3839;Pristine Tigress Fang;11
3862;Aged Gorilla Sinew;11
3863;Jungle Stalker Feather;11
3876;Fang of Bhag'thera;11
3877;Talon of Tethis;11
3879;Paw of Sin'Dall;11
3880;Head of Bangalash;11
3892;Embroidered Hat;11
3893;Reinforced Leather Cap;11
3894;Brigandine Helm;11
3895;TEST Legendary;11
3896;Twain Test;11
3897;Dizzy's Eye;11
3900;Pupellyverbos Port;11
3901;Bloodscalp Tusk;11
3904;Gan'zulah's Head;11
3905;Nezzliok's Head;11
3906;Balia'mah Trophy;11
3907;Ziata'jai Trophy;11
3908;Zul'Mamwe Trophy;11
3909;Broken Armor of Ana'thek;11
3910;Snuff;11
3911;Pulsing Blue Shard;11
3912;Soul Gem;11
3913;Filled Soul Gem;11
3914;Journeyman's Backpack;11
3919;Mistvale Giblets;11
3920;Bloodsail Charts;11
3921;Bloodsail Orders;11
3922;Shaky's Payment;11
3924;Maury's Clubbed Foot;11
3925;Jon-Jon's Golden Spyglass;11
3926;Chucky's Huge Ring;11
3930;Maury's Key;11
3932;Smotts' Chest;11
3937;Crochet Boots;11
3939;Crochet Cloak;11
3940;Crochet Gloves;11
3942;Crochet Shoulderpads;11
3962;Thick Leather Boots;11
3964;Thick Cloak;11
3965;Thick Leather Gloves;11
3967;Thick Leather Shoulderpads;11
3986;Protective Pavise;11
4001;Overlinked Chain Boots;11
4002;Overlinked Chain Bracers;11
4003;Overlinked Chain Cloak;11
4004;Overlinked Chain Gloves;11
4016;Zanzil's Mixture;11
4017;Sharp Shortsword;11
4019;Heavy Flint Axe;11
4020;Splintering Battle Axe;11
4021;Blunting Mace;11
4022;Crushing Maul;11
4024;Heavy War Staff;11
4028;Bundle of Akiris Reeds;11
4029;Akiris Reed;11
4032;Radiant Relic Hammer;11
4033;Dawn's Glow;11
4056;Cortello's Riddle;11
4069;Blackforge Buckler;11
4081;Blackforge Leggings;11
4082;Blackforge Breastplate;11
4084;Blackforge Leggings;11
4088;Dreadblade;11
4089;Ricochet Blunderbuss;11
4090;Mug O' Hurt;11
4091;Widowmaker;11
4098;Carefully Folded Note;11
4100;Crumpled Note;11
4101;Ripped Note;11
4102;Torn Note;11
4103;Shackle Key;11
4107;Tiger Hunter Gloves;11
4108;Panther Hunter Leggings;11
4112;Choker of the High Shaman;11
4113;Medicine Blanket;11
4114;Darktide Cape;11
4116;Olmann Sewar;11
4117;Scorching Sash;11
4118;Poobah's Nose Ring;11
4119;Raptor Hunter Tunic;11
4122;Bookmaker's Scepter;11
4123;Frost Metal Pauldrons;11
4125;Tranquil Orb;11
4126;Guerrilla Cleaver;11
4127;Shrapnel Blaster;11
4129;Collection Plate;11
4131;Belt of Corruption;11
4132;Darkspear Armsplints;11
4133;Darkspear Cuffs;11
4134;Nimboya's Mystical Staff;11
4138;Blackwater Tunic;11
4139;Junglewalker Sandals;11
4140;Palm Frond Mantle;11
4158;Tome of Khadgar's Unlocking III;11
4177;Tablet of Nature Resistance;11
4186;Tablet of Fire Resistance;11
4197;Berylline Pads;11
4304;Thick Leather;11
4327;Icy Cloak;11
4355;Pattern: Icy Cloak;11
4376;Flame Deflector;11
4388;Discombobulator Ray;11
4391;Compact Harvest Reaper Kit;11
4395;Goblin Land Mine;11
4397;Gnomish Cloaking Device;11
4411;Schematic: Flame Deflector;11
4413;Schematic: Discombobulator Ray;11
4416;Schematic: Goblin Land Mine;11
4419;Scroll of Intellect III;11
4421;Scroll of Protection III;11
4426;Scroll of Strength III;11
4457;Barbecued Buzzard Wing;11
4478;Iridescent Scale Leggings;11
4491;Goggles of Gem Hunting;11
4492;Elven Gem;11
4493;Elven Gems;11
4494;Seahorn's Sealed Letter;11
4500;Traveler's Backpack;11
4502;Sample Elven Gem;11
4547;Gnomish Zapper;11
4548;Servomechanic Sledgehammer;11
4549;Seafire Band;11
4550;Coldwater Ring;11
4558;Empty Barrel;11
4581;Patch of Fine Fur;11
4603;Raw Spotted Yellowtail;11
4609;Recipe: Barbecued Buzzard Wing;11
4610;Carved Stone Urn;11
4621;Ambassador Infernus' Bracer;11
4622;Sealed Note to Advisor Belgrum;11
4631;Tablet of Ryun'eh;11
4635;Hammertoe's Amulet;11
4637;Steel Lockbox;11
4638;Reinforced Steel Lockbox;11
4639;Enchanted Sea Kelp;11
4641;Hand of Dagun;11
4642;Star of Xil'yeh;11
4644;The Legacy Heart;11
4646;Star of Xil'yeh;11
4647;Yagyin's Digest;11
4648;Sigil of the Hammer;11
4649;Bonegrip's Note;11
4650;Bel'dugur's Note;11
4655;Giant Clam Meat;11
4733;Blackforge Pauldrons;11
4746;Doomsayer's Robe;11
4790;Inferno Cloak;11
4797;Fiery Cloak;11
4836;Fireproof Orb;11
4980;Prospector Gloves;11
4982;Ripped Prospector Belt;11
4983;Rock Pulverizer;11
4984;Skull of Impending Doom;11
4987;Dwarf Captain's Sword;11
5028;Lord Sakrasis' Scepter;11
5029;Talisman of the Naga Lord;11
5239;Blackbone Wand;11
5373;Lucky Charm;11
5428;An Exotic Cookbook;11
5432;Hickory Pipe;11
5480;Lean Venison;11
5634;Free Action Potion;11
5642;Recipe: Free Action Potion;11
5655;Chestnut Mare Bridle;11
5656;Brown Horse Bridle;11
5663;Horn of the Red Wolf;11
5665;Horn of the Dire Wolf;11
5668;Horn of the Brown Wolf;11
5742;Gemstone Dagger;11
5758;Mithril Lockbox;11
5790;Lonebrow's Journal;11
5791;Henrig Lonebrow's Journal;11
5792;Razorflank's Medallion;11
5793;Razorflank's Heart;11
5794;Salty Scorpid Venom;11
5797;Indurium Flake;11
5799;Kravel's Parts Order;11
5800;Kravel's Parts;11
5802;Delicate Car Parts;11
5803;Speck of Dream Dust;11
5804;Goblin Rumors;11
5806;Fool's Stout;11
5807;Fool's Stout Report;11
5819;Sunblaze Coif;11
5823;Poisonous Mushroom;11
5824;Tablet of Will;11
5826;Kravel's Scheme;11
5827;Fizzle Brassbolts' Letter;11
5828;Ring of Uber Resists (TEST);11
5833;Indurium Ore;11
5834;Mok'Morokk's Snuff;11
5835;Mok'Morokk's Grog;11
5836;Mok'Morokk's Strongbox;11
5841;Searing Heart;11
5848;Hollow Vulture Bone;11
5851;Cozzle's Key;11
5852;Fuel Regulator Blueprints;11
5862;Seaforium Booster;11
5864;Gray Ram;11
5865;Modified Seaforium Booster;11
5866;Sample of Indurium Ore;11
5872;Brown Ram;11
5873;White Ram;11
5874;Harness: Black Ram;11
5875;Harness: Blue Ram;11
5881;Head of Kelris;11
6037;Truesilver Bar;11
6038;Giant Clam Scorcho;11
6039;Recipe: Giant Clam Scorcho;11
6052;Nature Protection Potion;11
6057;Recipe: Nature Protection Potion;11
6064;Miniature Platinum Discs;11
6168;Sawtooth Snapper Claw;11
6169;Unprepared Sawtooth Flank;11
6184;Monstrous Crawler Leg;11
6367;Big Iron Fishing Pole;11
6369;Recipe: Rockscale Cod;11
6427;Mistscape Robe;11
6430;Imperial Leather Breastplate;11
6631;Living Root;11
6675;Tempered Bracers;11
6676;Constable Buckler;11
6723;Medal of Courage;11
6725;Marbled Buckler;11
6726;Razzeric's Customized Seatbelt;11
6727;Razzeric's Racing Grips;11
6729;Fizzle's Zippy Lighter;11
6732;Gnomish Mechanic's Gloves;11
6742;Stonefist Girdle;11
6838;Scorched Spider Fang;11
6839;Charred Horn;11
6840;Galvanized Horn;11
6841;Vial of Phlogiston;11
6842;Furen's Instructions;11
6843;Cask of Scalder;11
6844;Burning Blood;11
6845;Burning Rock;11
6848;Searing Coral;11
6849;Sunscorched Shell;11
6893;Workshop Key;11
6926;Furen's Notes;11
6970;Furen's Favor;11
6971;Fire Hardened Coif;11
6972;Fire Hardened Hauberk;11
6973;Fire Hardened Leggings;11
6974;Fire Hardened Gauntlets;11
7001;Gravestone Scepter;11
7002;Arctic Buckler;11
7113;Mistscape Armor;11
7119;Twitching Antenna;11
7120;Ruga's Bulwark;11
7126;Smoky Iron Ingot;11
7127;Powdered Azurite;11
7128;Uncloven Satyr Hoof;11
7129;Brutal Gauntlets;11
7130;Brutal Helm;11
7131;Dragonmaw Shinbone;11
7132;Brutal Legguards;11
7133;Brutal Hauberk;11
7134;Sturdy Dragonmaw Shinbone;11
7209;Tazan's Satchel;11
7231;Astor's Letter of Introduction;11
7291;Infernal Orb;11
7294;Andron's Ledger;11
7295;Tazan's Logbook;11
7298;Blade of Cunning;11
7358;Pilferer's Gloves;11
7363;Pattern: Pilferer's Gloves;11
7515;Celestial Orb;11
7517;Gossamer Tunic;11
7518;Gossamer Robe;11
7519;Gossamer Pants;11
7520;Gossamer Headpiece;11
7521;Gossamer Gloves;11
7523;Gossamer Shoulderpads;11
7526;Gossamer Belt;11
7527;Cabalist Chestpiece;11
7528;Cabalist Leggings;11
7529;Cabalist Helm;11
7530;Cabalist Gloves;11
7531;Cabalist Boots;11
7532;Cabalist Spaulders;11
7535;Cabalist Belt;11
7536;Champion's Wall Shield;11
7537;Gothic Shield;11
7538;Champion's Armor;11
7539;Champion's Leggings;11
7540;Champion's Helmet;11
7541;Champion's Gauntlets;11
7542;Champion's Greaves;11
7543;Champion's Pauldrons;11
7546;Champion's Girdle;11
7547;Onyx Ring;11
7548;Onyx Choker;11
7549;Fairy's Embrace;11
7550;Warrior's Honor;11
7551;Entwined Opaline Talisman;11
7553;Band of the Unicorn;11
7557;Gossamer Rod;11
7587;Thun'grim's Instructions;11
7611;Mistscape Stave;11
7666;Shattered Necklace;11
7667;Talvash's Phial of Scrying;11
7668;Bloodstained Journal;11
7669;Shattered Necklace Ruby;11
7670;Shattered Necklace Sapphire;11
7671;Shattered Necklace Topaz;11
7672;Shattered Necklace Power Source;11
7673;Talvash's Enhancing Necklace;11
7674;Delivery to Mathias;11
7675;Defias Shipping Schedule;11
7676;Thistle Tea;11
7678;Recipe: Thistle Tea;11
7715;Onin's Report;11
7733;Staff of Prehistoria;11
7735;Jannok's Rose;11
7737;Sethir's Journal;11
7740;Gni'kiv Medallion;11
7741;The Shaft of Tsol;11
7742;Schematic: Gnomish Cloaking Device;11
7871;Token of Thievery;11
7886;Untranslated Journal;11
7887;Necklace and Gem Salvage;11
7888;Jarkal's Enhancing Necklace;11
7906;Horns of Nez'ra;11
7907;Certificate of Thievery;11
7908;Klaven Mortwake's Journal;11
7919;Heavy Mithril Gauntlet;11
7923;Defias Tower Key;11
7926;Ornate Mithril Pants;11
7927;Ornate Mithril Gloves;11
7928;Ornate Mithril Shoulder;11
7929;Orcish War Leggings;11
7930;Heavy Mithril Breastplate;11
7931;Mithril Coif;11
7932;Mithril Scale Shoulders;11
7933;Heavy Mithril Boots;11
7934;Heavy Mithril Helm;11
7935;Ornate Mithril Breastplate;11
7936;Ornate Mithril Boots;11
7937;Ornate Mithril Helm;11
7938;Truesilver Gauntlets;11
7939;Truesilver Breastplate;11
7942;Blue Glittering Axe;11
7943;Wicked Mithril Blade;11
7944;Dazzling Mithril Rapier;11
7945;Big Black Mace;11
7967;Mithril Shield Spike;11
7968;Southsea Treasure;11
7969;Mithril Spurs;11
7971;Black Pearl;11
7976;Plans: Mithril Shield Spike;11
7983;Plans: Ornate Mithril Pants;11
7984;Plans: Ornate Mithril Gloves;11
7985;Plans: Ornate Mithril Shoulder;11
7986;Plans: Ornate Mithril Breastplate;11
7987;Plans: Ornate Mithril Helm;11
7988;Plans: Ornate Mithril Boots;11
7989;Plans: Mithril Spurs;11
7990;Plans: Heavy Mithril Helm;11
7991;Plans: Mithril Scale Shoulders;11
7992;Plans: Blue Glittering Axe;11
7993;Plans: Dazzling Mithril Rapier;11
7994;Plans: Orcish War Leggings;11
8009;Dentrium Power Stone;11
8026;Garrett Family Treasure;11
8027;Krom Stoutarm's Treasure;11
8029;Plans: Wicked Mithril Blade;11
8046;Kearnen's Journal;11
8051;Flare Gun;11
8052;An'Alleum Power Stone;11
8053;Obsidian Power Source;11
8066;Fizzule's Whistle;11
8070;Reward Voucher;11
8072;Silixiz's Tower Key;11
8073;Cache of Zanzil's Altered Mixture;11
8074;Gallywix's Head;11
8076;Conjured Sweet Roll;11
8078;Conjured Sparkling Water;11
8087;Sample of Zanzil's Altered Mixture;11
8088;Platemail Belt;11
8089;Platemail Boots;11
8090;Platemail Bracers;11
8091;Platemail Gloves;11
8092;Platemail Helm;11
8093;Platemail Leggings;11
8094;Platemail Armor;11
8095;Hinott's Oil;11
8106;Hibernal Armor;11
8107;Hibernal Boots;11
8108;Hibernal Bracers;11
8109;Hibernal Cloak;11
8110;Hibernal Gloves;11
8111;Hibernal Mantle;11
8112;Hibernal Pants;11
8114;Hibernal Sash;11
8115;Hibernal Cowl;11
8116;Heraldic Belt;11
8117;Heraldic Boots;11
8118;Heraldic Bracers;11
8121;Heraldic Gloves;11
8122;Heraldic Headpiece;11
8123;Heraldic Leggings;11
8124;Heraldic Spaulders;11
8125;Myrmidon's Bracers;11
8127;Myrmidon's Cape;11
8128;Myrmidon's Gauntlets;11
8129;Myrmidon's Girdle;11
8130;Myrmidon's Greaves;11
8131;Myrmidon's Helm;11
8133;Myrmidon's Pauldrons;11
8135;Chromite Shield;11
8138;Chromite Chestplate;11
8143;Chromite Legplates;11
8150;Deeprock Salt;11
8152;Flask of Big Mojo;11
8154;Scorpid Scale;11
8165;Worn Dragonscale;11
8167;Turtle Scale;11
8169;Thick Hide;11
8172;Cured Thick Hide;11
8173;Thick Armor Kit;11
8175;Nightscape Tunic;11
8176;Nightscape Headband;11
8185;Turtle Scale Leggings;11
8187;Turtle Scale Gloves;11
8189;Turtle Scale Breastplate;11
8191;Turtle Scale Helm;11
8192;Nightscape Shoulders;11
8193;Nightscape Pants;11
8197;Nightscape Boots;11
8198;Turtle Scale Bracers;11
8199;Battlefield Destroyer;11
8200;Big Voodoo Robe;11
8201;Big Voodoo Mask;11
8202;Big Voodoo Pants;11
8203;Tough Scorpid Breastplate;11
8204;Tough Scorpid Gloves;11
8205;Tough Scorpid Bracers;11
8206;Tough Scorpid Leggings;11
8207;Tough Scorpid Shoulders;11
8208;Tough Scorpid Helm;11
8209;Tough Scorpid Boots;11
8210;Wild Leather Shoulders;11
8211;Wild Leather Vest;11
8212;Wild Leather Leggings;11
8213;Wild Leather Boots;11
8214;Wild Leather Helmet;11
8215;Wild Leather Cloak;11
8216;Big Voodoo Cloak;11
8223;Blade of the Basilisk;11
8248;Imperial Red Cloak;11
8255;Serpentskin Girdle;11
8257;Serpentskin Bracers;11
8259;Serpentskin Cloak;11
8273;Valorous Wristguards;11
8276;Valorous Gauntlets;11
8277;Valorous Girdle;11
8278;Valorous Greaves;11
8279;Valorous Helm;11
8280;Valorous Legguards;11
8281;Valorous Pauldrons;11
8364;Mithril Head Trout;11
8368;Thick Wolfhide;11
8385;Pattern: Turtle Scale Gloves;11
8386;Pattern: Big Voodoo Robe;11
8387;Pattern: Big Voodoo Mask;11
8389;Pattern: Big Voodoo Pants;11
8390;Pattern: Big Voodoo Cloak;11
8395;Pattern: Tough Scorpid Breastplate;11
8397;Pattern: Tough Scorpid Bracers;11
8398;Pattern: Tough Scorpid Gloves;11
8399;Pattern: Tough Scorpid Boots;11
8400;Pattern: Tough Scorpid Shoulders;11
8401;Pattern: Tough Scorpid Leggings;11
8402;Pattern: Tough Scorpid Helm;11
8403;Pattern: Wild Leather Shoulders;11
8404;Pattern: Wild Leather Vest;11
8405;Pattern: Wild Leather Helmet;11
8406;Pattern: Wild Leather Boots;11
8407;Pattern: Wild Leather Leggings;11
8408;Pattern: Wild Leather Cloak;11
8409;Pattern: Nightscape Shoulders;11
8428;Laden Dew Gland;11
8429;Punctured Dew Gland;11
8430;Empty Dew Gland;11
8431;Spool of Light Chartreuse Silk Thread;11
8432;Eau de Mixilpixil;11
8443;Gahz'ridian Ornament;11
8483;Wastewander Water Pouch;11
8484;Gadgetzan Water Co. Care Package;11
8485;Cat Carrier (Bombay);11
8486;Cat Carrier (Cornish Rex);11
8487;Cat Carrier (Orange Tabby);11
8488;Cat Carrier (Silver Tabby);11
8489;Cat Carrier (White Kitten);11
8495;Parrot Cage (Senegal);11
8496;Parrot Cage (Cockatiel);11
8497;Rabbit Crate (Snowshoe);11
8498;Tiny Emerald Whelpling;11
8508;Large Fin;11
8523;Field Testing Kit;11
8524;Model 4711-FTZ Power Source;11
8525;Zinge's Purchase Order;11
8526;Violet Tragan;11
8527;Sealed Field Testing Kit;11
8528;Violet Powder;11
8529;Noggenfogger Elixir;11
8563;Red Mechanostrider;11
8564;Hippogryph Egg;11
8583;Horn of the Skeletal Mount;11
8584;Untapped Dowsing Widget;11
8585;Tapped Dowsing Widget;11
8587;Centipaar Insect Parts;11
8588;Whistle of the Emerald Raptor;11
8589;Old Whistle of the Ivory Raptor;11
8590;Old Whistle of the Obsidian Raptor;11
8591;Whistle of the Turquoise Raptor;11
8592;Whistle of the Violet Raptor;11
8593;Scrimshank's Surveying Gear;11
8594;Insect Analysis Report;11
8595;Blue Mechanostrider;11
8603;Thistleshrub Dew;11
8623;OOX-17/TN Distress Beacon;11
8627;Reins of the Nightsaber;11
8628;Reins of the Spotted Nightsaber;11
8629;Reins of the Striped Nightsaber;11
8630;Reins of the Bengal Tiger;11
8631;Reins of the Striped Frostsaber;11
8632;Reins of the Spotted Frostsaber;11
8633;Reins of the Leopard;11
8643;Extraordinary Egg;11
8644;Fine Egg;11
8645;Ordinary Egg;11
8646;Bad Egg;11
8647;Egg Crate;11
8663;Mithril Insignia;11
8684;Hinterlands Honey Ripple;11
8685;Dran's Ripple Delivery;11
8686;Mithril Pendant;11
8703;Signet of Expertise;11
8704;OOX-09/HL Distress Beacon;11
8705;OOX-22/FE Distress Beacon;11
8708;Hammer of Expertise;11
8723;Caliph Scorpidsting's Head;11
8724;Rin'ji's Secret;11
8766;Morning Glory Dew;11
8768;Book of Starfire III;11
8769;Book of Thorns IV;11
8770;Book of Moonfire VI;11
8771;Book of Rejuvenation VI;11
8772;Book of Regrowth V;11
8774;Book of Healing Touch VII;11
8775;Book of Tranquility II;11
8778;Book of Rejuvenation VII;11
8779;Book of Faerie Fire III;11
8782;Book of Thorns V;11
8787;Book of Soothe Animal;11
8788;Book of Soothe Animal II;11
8825;Tome of Frost Ward III;11
8838;Sungrass;11
8839;Blindweed;11
8845;Ghost Mushroom;11
8846;Gromsblood;11
8851;Tome of Fireball VIII;11
8852;Tome of Arcane Intellect IV;11
8853;Tome of Conjure Food V;11
8854;Tome of Cone of Cold III;11
8855;Tome of Amplify Magic III;11
8856;Tome of Frostbolt VIII;11
8857;Tome of Blizzard IV;11
8858;Tome of Mana Shield IV;11
8926;Instant Poison IV;11
8932;Alterac Swiss;11
8948;Dried King Bolete;11
