CreatureList;name;patch
8637;Dark Iron Watchman;12
8656;Hukku's Voidwalker;12
8657;Hukku's Succubus;12
8658;Hukku's Imp;12
8659;Jes'rimon;12
8660;The Evalcharr;12
8661;Auctioneer Beardo;12
8662;Idol Oven Fire Target;12
8664;Saern Priderunner;12
8665;Shylenai;12
8669;Auctioneer Tolon;12
8670;Auctioneer Chilton;12
8671;Auctioneer Buckler;12
8672;Auctioneer Leeka;12
8673;Auctioneer Thathung;12
8674;Auctioneer Stampi;12
8675;Felbeast;12
8678;Jubie Gadgetspring;12
8696;Henry Stern;12
8716;Dreadlord;12
8717;Felguard Elite;12
8719;Auctioneer Fitch;12
8720;Auctioneer Redmuse;12
8721;Auctioneer Epitwee;12
8722;Auctioneer Gullem;12
8723;Auctioneer Golothas;12
8724;Auctioneer Wabang;12
8756;Raytaf;12
8757;Shahiar;12
8758;Zaman;12
8759;Mosshoof Runner;12
8760;Mosshoof Stag;12
8761;Mosshoof Courser;12
8762;Timberweb Recluse;12
8763;Mistwing Rogue;12
8764;Mistwing Ravager;12
8765;Forest Creeper;12
8766;Forest Ooze;12
8767;Sah'rhee;12
8836;Battle Chicken;12
8856;Tyrion's Spybot;12
8917;Quarry Slave;12
8980;Firegut Captain;12
9460;Gadgetzan Bruiser;12
9557;[UNUSED] dun garok test;12
9558;Grimble;12
9567;Test Stable Master;12
9576;Stormwind Talent Master;12
9578;Ironforge Talent Master;12
9579;Darnassus Talent Master;12
9580;Orgrimmar Talent Master;12
9581;Thunder Bluff Talent Master;12
9582;Undercity Talent Master;12
9617;[UNUSED] Eyan Mulcom;12
9637;Scorching Totem;12
9699;Fire Beetle;12
9700;Lava Crab;12
9856;Auctioneer Grimful;12
9858;Auctioneer Kresky;12
9859;Auctioneer Lympkin;12
9876;Locheed;12
9916;Jarquia;12
10037;Lakeshire Guard;12
10038;Night Watch Guard;12
10256;[UNUSED] World Weapon Master Trainer;12
10291;Krysteea;12
10361;Gruul Darkblade;12
10620;TEST NPC - DBUCKLER;12
11100;Mana Tide Totem II;12
11176;Krathok Moltenfist;12
11194;Argent Defender;12
11276;Azshara Sentinel;12
11548;Loh'atu;12
11601;Irondeep Cave Lurker UNUSED;12
11608;Bardu Sharpeye;12
11703;Graw Cornerstone;12
11705;Rayan Dawnrisen;12
11707;Joy Ar'nareth;12
11708;Coral Moongale;12
11822;Moonglade Warden;12
11835;Theodore Griffs;12
11938;Young Tirion;12
12020;Moonglade Alchemy Trainer;12
12047;Stormpike Mountaineer;12
12125;Mammoth Shark;12
12160;Shadowglen Sentinel;12
12200;Cobaltine Wyrmkin;12
12204;Spitelash Raider;12
12205;Spitelash Witch;12
12396;Doomguard Commander;12
12577;Jarrodenus;12
12865;Ambassador Malcin;12
12866;Myriam Moonsinger;12
12957;Blimo Gadgetspring;12
13322;Hydraxian Honor Guard;12
13839;Royal Dreadguard;12
13896;Scalebeard;12
14301;Brinna Valanaar;12
14346;Captain Greshkil;12
14388;Rogue Black Drake;12
14446;Fingat;12
14603;Zapped Shore Strider;12
14604;Zapped Land Walker;12
14635;Sleepy Dark Iron Worker;12
14636;Chambermaid Pillaclencher;12
14640;Zapped Cliff Giant;12
14662;Corrupted Fire Nova Totem V;12
14717;Horde Elite;12
15121;Skeletal Magelord;12
15304;Ancient Mana Spring Totem;12
15518;Auctioneer Grum;12
15519;Auctioneer Bertram;12
15659;Auctioneer Jaxon;12
15672;;12
15675;Auctioneer Stockton;12
15677;Auctioneer Graves;12
15678;Auctioneer Silva'las;12
15679;Auctioneer Cazarez;12
15680;Auctioneer Bernal;12
15681;Auctioneer O'reely;12
15682;Auctioneer Cain;12
15683;Auctioneer Naxxremis;12
15684;Auctioneer Tricket;12
15686;Auctioneer Rhyker;12
15803;Tranquil Air Totem;12
284;Riding Horse (Brown);11
307;Riding Horse (Pinto);11
308;Riding Horse (Black Stallion);11
333;[UNUSED] Edwardo the Jester;11
356;Riding Wolf (Black);11
358;Riding Wolf (Brown);11
359;Riding Wolf (Winter);11
384;Katie Hunter;11
469;Lieutenant Doren;11
672;Skullsplitter Spiritchaser;11
678;Mosh'Ogg Mauler;11
679;Mosh'Ogg Shaman;11
680;Mosh'Ogg Lord;11
710;Mosh'Ogg Spellcrafter;11
715;Hemet Nesingwary;11
716;Barnil Stonepot;11
717;Ajeck Rouack;11
718;Sir S. J. Erlgadin;11
723;Mosh'Ogg Butcher;11
731;King Bangalash;11
733;Sergeant Yohwa;11
738;Private Thorsen;11
739;Brother Nimetz;11
745;Scalebane Captain;11
746;Elder Dragonkin;11
751;Marsh Flesheater;11
752;Marsh Oracle;11
775;Kurzen's Agent;11
781;Skullsplitter Headhunter;11
783;Skullsplitter Berserker;11
818;Mai'Zoth;11
853;Coldridge Mountaineer;11
864;Stonard Orc;11
866;Stonard Grunt;11
867;Stonard Cartographer;11
868;Stonard Shaman;11
1055;Dreamhunter;11
1056;Emerald Sentinel;11
1059;Ana'thek the Cruel;11
1060;Mogh the Undying;11
1061;Gan'zulah;11
1062;Nezzliok the Dire;11
1088;Monstrous Crawler;11
1261;Veron Amberstill;11
1263;Yarlyn Amberstill;11
1290;[UNUSED] Winston Bagley;11
1306;[UNUSED] Melechan Damodred;11
1422;Corporal Sethman;11
1449;Witch Doctor Unbagwa;11
1460;Unger Statforth;11
1470;Ghak Healtouch;11
1475;Menethil Guard;11
1488;Zanzil Zombie;11
1489;Zanzil Hunter;11
1490;Zanzil Witch Doctor;11
1491;Zanzil Naga;11
1492;Gorlash;11
1514;Mokk the Savage;11
1516;Konda;11
1551;Ironjaw Basilisk;11
1552;Scale Belly;11
1559;King Mukla;11
1565;Bloodsail Sea Dog;11
1653;Bloodsail Elder Magus;11
1695;Rendow;11
1775;Zun'dartha;11
1907;Naga Explorer;11
2293;[UNUSED] Sherra Vayne;11
2357;Merideth Carlson;11
2391;Serge Hinott;11
2429;Novice Thaivand;11
2430;Chef Jessen;11
2433;Helcular's Remains;11
2447;Narillasanz;11
2465;Far Seer Mok'thardin;11
2486;Fin Fizracket;11
2487;Fleet Master Seahorn;11
2488;Deeg;11
2490;First Mate Crazz;11
2491;Whiskey Slim;11
2493;Dizzy One-Eye;11
2494;Privateer Bloads;11
2496;Baron Revilgaz;11
2500;Captain Hecklebury Smotts;11
2501;"""Sea Wolf"" MacKinley";11
2502;"""Shaky"" Phillipe";11
2530;Yenniku;11
2534;Zanzil the Outcast;11
2535;"Maury ""Club Foot"" Wilkins";11
2536;Jon-Jon the Crow;11
2537;"Chucky ""Ten Thumbs""";11
2541;Lord Sakrasis;11
2546;Fleet Master Firallon;11
2548;Captain Keelhaul;11
2550;Captain Stillwater;11
2608;Commander Amaren;11
2616;Privateer Groy;11
2634;Princess Poobah;11
2639;Vilebranch Axe Thrower;11
2640;Vilebranch Witch Doctor;11
2641;Vilebranch Headhunter;11
2642;Vilebranch Shadowcaster;11
2643;Vilebranch Berserker;11
2644;Vilebranch Hideskinner;11
2645;Vilebranch Shadow Hunter;11
2646;Vilebranch Blood Drinker;11
2647;Vilebranch Soul Eater;11
2648;Vilebranch Aman'zasi Guard;11
2649;Witherbark Scalper;11
2650;Witherbark Zealot;11
2651;Witherbark Hideskinner;11
2652;Witherbark Venomblood;11
2653;Witherbark Sadist;11
2654;Witherbark Caller;11
2655;Green Sludge;11
2656;Jade Ooze;11
2657;Trained Razorbeak;11
2658;Razorbeak Gryphon;11
2659;Razorbeak Skylord;11
2680;Vilebranch Wolf Pup;11
2681;Vilebranch Raiding Wolf;11
2683;Namdo Bizzfizzle;11
2686;Witherbark Broodguard;11
2688;Ruppo Zipcoil;11
2689;Hill Giant;11
2691;Highvale Outrunner;11
2692;Highvale Scout;11
2693;Highvale Marksman;11
2694;Highvale Ranger;11
2719;Dustbelcher Lord;11
2720;Dustbelcher Ogre Mage;11
2726;Scorched Guardian;11
2745;Ambassador Infernus;11
2748;Archaedas;11
2754;Anathemus;11
2768;Professor Phizzlethorpe;11
2774;Doctor Draxlegauge;11
2775;Daggerspine Marauder;11
2776;Vengeful Surge;11
2780;Caretaker Nevlin;11
2870;[UNUSED] Henria Derth;11
2871;[PH] Tallstrider Trainer;11
2872;[UNUSED] Whaldak Darbenk;11
2896;[PH] Alliance Magic Skills Trainer;11
2899;[PH] Alliance Toughness/Resist Trainer;11
2909;Hammertoe Grez;11
2915;Hammertoe's Spirit;11
2918;Advisor Belgrum;11
2923;Mangy Silvermane;11
2924;Silvermane Wolf;11
2925;Silvermane Howler;11
2926;Silvermane Stalker;11
2927;Vicious Owlbeast;11
2928;Primitive Owlbeast;11
2929;Savage Owlbeast;11
2931;Zaricotl;11
2932;Magregan Deepshadow;11
2937;Dagun the Ravenous;11
2945;Murdaloc;11
2946;Puppet of Helcular;11
3146;Gurek;11
3362;Ogunaro Wolfrunner;11
3402;Zando'zan;11
3525;[UNUSED] Turtle Trainer;11
3685;Harb Clawhoof;11
3690;Kar Stormsinger;11
3904;Searing Totem IV;11
3907;Healing Stream Totem III;11
3936;Shandris Feathermoon;11
3994;Keeper Albagorm;11
3996;Faldreas Goeth'Shael;11
4048;Falfindel Waywarder;11
4077;Gaxim Rustfizzle;11
4207;Valyen Wolfsong;11
4268;Riding Wolf (Gray);11
4269;Riding Horse (Chestnut);11
4270;Riding Wolf (Red);11
4271;Riding Wolf (DarkGray);11
4272;Riding Wolf (DarkBrown);11
4318;[UNUSED] Delyka;11
4328;Firemane Scalebane;11
4334;Firemane Flamecaller;11
4339;Brimgore;11
4390;Elder Murk Thresher;11
4405;Muckshell Razorclaw;11
4429;Goblin Pit Crewman;11
4430;Gnome Pit Crewman;11
4451;Auld Stonespire;11
4465;Vilebranch Warrior;11
4466;Vilebranch Scalper;11
4467;Vilebranch Soothsayer;11
4468;Jade Sludge;11
4469;Emerald Ooze;11
4482;Vilebranch Wolf;11
4495;Gnome Pit Boss;11
4496;Goblin Pit Boss;11
4500;Overlord Mok'Morokk;11
4501;Draz'Zilb;11
4502;Tharg;11
4505;Bloodsail Deckhand;11
4506;Bloodsail Swabby;11
4544;Krueg Skullsplitter;11
4618;Martek the Exiled;11
4621;Rebald Yorglun;11
4631;Wharfmaster Lozgil;11
4706;Razzeric;11
4708;Shreev;11
4709;Zamek;11
4710;Riding Ram (Gray);11
4720;Rizzle Brassbolts;11
4730;Lelanai;11
4731;Zachariah Post;11
4732;Randal Hunter;11
4752;Kildar;11
4753;Jartsam;11
4772;Ultham Ironhorn;11
4773;Velma Warnam;11
4777;Riding Ram (White);11
4778;Riding Ram (Blue);11
4779;Riding Ram (Brown);11
4780;Riding Ram (Black);11
4782;Truk Wildbeard;11
4783;Dawnwatcher Selgorm;11
4786;Dawnwatcher Shaedlass;11
4787;Argent Guard Thaelrid;11
4795;Force of Nature;11
4847;Shadowforge Relic Hunter;11
4848;Shadowforge Darkcaster;11
4849;Shadowforge Archaeologist;11
4850;Stonevault Cave Lurker;11
4851;Stonevault Rockchewer;11
4852;Stonevault Oracle;11
4853;Stonevault Geomancer;11
4854;Grimlok;11
4855;Stonevault Brawler;11
4857;Stone Keeper;11
4860;Stone Steward;11
4861;Shrike Bat;11
4863;Jadespine Basilisk;11
4881;Varng;11
4882;[UNUSED] Om'kan;11
4885;Gregor MacVince;11
5009;World Horse Trainer;11
5015;World Tallstrider Trainer;11
5026;World Horse Riding Trainer;11
5028;World Ram Riding Trainer;11
5030;World Tiger Riding Trainer;11
5031;World Wolf Riding Trainer;11
5060;World Banker;11
5098;[UNUSED] Guffren Boulderbeard;11
5164;Grumnus Steelshaper;11
5194;Black Riding Wolf;11
5195;Brown Riding Wolf;11
5196;Gray Riding Wolf;11
5197;Red Riding Wolf;11
5198;Arctic Riding Wolf;11
5224;Murk Slitherer;11
5225;Murk Spitter;11
5229;Gordunni Ogre;11
5231;Gordunni Enforcer;11
5232;Gordunni Brute;11
5234;Gordunni Mauler;11
5235;Fungal Ooze;11
5236;Gordunni Shaman;11
5237;Gordunni Ogre Mage;11
5238;Gordunni Battlemaster;11
5239;Gordunni Mage-Lord;11
5240;Gordunni Warlock;11
5241;Gordunni Warlord;11
5243;Cursed Atal'ai;11
5244;Zukk'ash Stinger;11
5245;Zukk'ash Wasp;11
5246;Zukk'ash Worker;11
5247;Zukk'ash Tunneler;11
5249;Woodpaw Mongrel;11
5251;Woodpaw Trapper;11
5253;Woodpaw Brute;11
5254;Woodpaw Mystic;11
5255;Woodpaw Reaver;11
5258;Woodpaw Alpha;11
5260;Groddoc Ape;11
5261;Enthralled Atal'ai;11
5263;Mummified Atal'ai;11
5264;Groddoc Chestpounder;11
5268;Ironfur Bear;11
5269;Atal'ai Priest;11
5272;Grizzled Ironfur Bear;11
5278;Sprite Darter;11
5286;Longtooth Runner;11
5287;Longtooth Howler;11
5288;Rabid Longtooth;11
5292;Feral Scar Yeti;11
5293;Hulking Feral Scar;11
5295;Enraged Feral Scar;11
5296;Rage Scar Yeti;11
5299;Ferocious Rage Scar;11
5300;Frayfeather Hippogryph;11
5304;Frayfeather Stagwing;11
5305;Frayfeather Skystormer;11
5306;Frayfeather Patriarch;11
5307;Vale Screecher;11
5308;Rogue Vale Screecher;11
5327;Coast Crawl Snapclaw;11
5328;Coast Crawl Deepseer;11
5331;Hatecrest Warrior;11
5332;Hatecrest Wave Rider;11
5333;Hatecrest Serpent Guard;11
5334;Hatecrest Myrmidon;11
5335;Hatecrest Screamer;11
5336;Hatecrest Sorceress;11
5337;Hatecrest Siren;11
5343;Lady Szallah;11
5345;Diamond Head;11
5346;Bloodroar the Stalker;11
5349;Arash-ethis;11
5350;Qirot;11
5352;Old Grizzlegut;11
5354;Gnarl Leafbrother;11
5356;Snarler;11
5387;High Explorer Magellas;11
5389;Prospector Gunstan;11
5390;Sage Palerunner;11
5419;Glasshide Basilisk;11
5420;Glasshide Gazer;11
5422;Scorpid Hunter;11
5423;Scorpid Tail Lasher;11
5424;Scorpid Dunestalker;11
5425;Starving Blisterpaw;11
5426;Blisterpaw Hyena;11
5427;Rabid Blisterpaw;11
5428;Roc;11
5429;Fire Roc;11
5432;Giant Surf Glider;11
5434;Coral Shark;11
5441;Hazzali Wasp;11
5455;Centipaar Wasp;11
5459;Centipaar Tunneler;11
5466;Coast Strider;11
5467;Deep Dweller;11
5468;Wandering Dune Smasher;11
5469;Dune Smasher;11
5470;Raging Dune Smasher;11
5471;Dunemaul Ogre;11
5472;Dunemaul Enforcer;11
5473;Dunemaul Ogre Mage;11
5474;Dunemaul Brute;11
5475;Dunemaul Warlock;11
5481;Thistleshrub Dew Collector;11
5507;Celmoridan;11
5591;Dar;11
5592;Tok'Kar;11
5593;Katar;11
5594;Alchemist Pestlezugg;11
5615;Wastewander Rogue;11
5616;Wastewander Thief;11
5617;Wastewander Shadow Mage;11
5618;Wastewander Bandit;11
5623;Wastewander Assassin;11
5634;Rhapsody Shindigger;11
5636;Gryphon Master Talonaxe;11
5645;Sandfury Hideskinner;11
5646;Sandfury Axe Thrower;11
5647;Sandfury Firecaller;11
5651;Patrick Garrett;11
5774;Riding Wolf;11
5935;Ironeye the Invincible;11
5955;Tooga;11
6012;Flametongue Totem II;11
6015;Torta;11
6032;[UNUSED] Sharn;11
6074;Riding Tiger (White Striped);11
6075;Riding Raptor (Emerald);11
6076;Riding Tallstrider (Ivory);11
6166;Yorus Barleybrew;11
6169;Klockmort Spannerspan;11
6206;Caverndeep Burrower;11
6207;Caverndeep Ambusher;11
6208;Caverndeep Invader;11
6209;Caverndeep Looter;11
6210;Caverndeep Pillager;11
6211;Caverndeep Reaver;11
6212;Dark Iron Agent;11
6213;Irradiated Invader;11
6215;Chomper;11
6218;Irradiated Slime;11
6219;Corrosive Lurker;11
6221;Addled Leper;11
6222;Leprous Technician;11
6223;Leprous Defender;11
6224;Leprous Machinesmith;11
6225;Mechano-Tank;11
6226;Mechano-Flamewalker;11
6227;Mechano-Frostwalker;11
6228;Dark Iron Ambassador;11
6229;Crowd Pummeler 9-60;11
6230;Peacekeeper Security Suit;11
6231;Techbot;11
6232;Arcane Nullifier X-21;11
6233;Mechanized Sentry;11
6234;Mechanized Guardian;11
6235;Electrocutioner 6000;11
6326;Horde Wargryphoner;11
6327;Alliance Wargryphoner;11
6329;Irradiated Pillager;11
6367;Donni Anthania;11
6386;Ward of Zanzil;11
6388;Zanzil Skeleton;11
6391;Holdout Warrior;11
6392;Holdout Medic;11
6394;Ruga Ragetotem;11
6407;Holdout Technician;11
6408;Ula'elek;11
6410;Orm Stonehoof;11
6411;Velora Nitely;11
6446;Therzok;11
6486;Riding Skeletal Horse (Black);11
6494;Tazan;11
6497;Astor Hadren;11
6522;Andron Gant;11
6549;Demon of the Orb;11
6550;Mana Surge;11
6566;Estelle Gendry;11
6576;Brienna Starglow;11
6749;Erma;11
6772;Attack Hound;11
6773;Shadowhawk;11
6846;Defias Dockmaster;11
6868;Jarkal Mossmeld;11
6886;Onin MacHammar;11
6906;Baelog;11
6907;"Eric ""The Swift""";11
6908;Olaf;11
6909;Sethir the Ancient;11
6910;Revelosh;11
6912;Remains of a Paladin;11
6946;"Renzik ""The Shiv""";11
6966;Lucius;11
6986;Dran Droffers;11
6987;Malton Droffers;11
7009;Arantir;11
7010;Zilzibin Drumlore;11
7011;Earthen Rocksmasher;11
7012;Earthen Sculptor;11
7022;Venomlash Scorpid;11
7023;Obsidian Sentinel;11
7024;Agent Kearnen;11
7030;Shadowforge Geologist;11
7051;Malformed Defias Drone;11
7076;Earthen Guardian;11
7077;Earthen Hallshaper;11
7078;Cleft Scorpid;11
7091;Shadowforge Ambusher;11
7161;Wrenix the Wretched;11
7166;Wrenix's Gizmotronic Apparatus;11
7167;Polly;11
7172;Lore Keeper of Norgannon;11
7175;Stonevault Ambusher;11
7206;Ancient Stone Keeper;11
7207;Doc Mixilpixil;11
7208;Noarm;11
7209;Obsidian Shard;11
7226;Sand Storm;11
7228;Ironaya;11
7230;Shayis Steelfury;11
7231;Kelgruk Bloodaxe;11
7232;Borgus Steelhand;11
7233;Taskmaster Fizzule;11
7266;Ember;11
7287;Foreman Silixiz;11
7288;Grand Foreman Puzik Gallywix;11
7290;Shadowforge Sharpshooter;11
7291;Galgann Firehammer;11
7292;Dinita Stonemantle;11
7298;Demnul Farmountain;11
7307;Venture Co. Lookout;11
7308;Venture Co. Patroller;11
7309;Earthen Custodian;11
7310;Mutated Venture Co. Drone;11
7320;Stonevault Mauler;11
7321;Stonevault Flameweaver;11
7361;Grubbis;11
7367;Stoneskin Totem V;11
7381;Silver Tabby;11
7382;Orange Tabby;11
7384;Cornish Rex;11
7385;Bombay;11
7386;White Kitten;11
7389;Senegal;11
7390;Cockatiel;11
7394;Ancona Chicken;11
7396;Earthen Stonebreaker;11
7397;Earthen Stonecarver;11
7405;Deadly Cleft Scorpid;11
7406;Oglethorpe Obnoticus;11
7407;Chief Engineer Bilgewhizzle;11
7408;Spigot Operator Luglunket;11
7414;Mana Spring Totem II;11
7423;Flametongue Totem III;11
7483;Windfury Totem II;11
7527;Goblin Land Mine;11
7545;Emerald Whelpling;11
7560;Snowshoe Rabbit;11
7562;Brown Snake;11
7564;Marin Noggenfogger;11
7565;Black Kingsnake;11
7567;Crimson Snake;11
7583;Sprinkle;11
7584;Wandering Forest Walker;11
7603;Leprous Assistant;11
7683;Alessandro Luca;11
7684;Riding Tiger (Yellow);11
7686;Riding Tiger (Red);11
7687;Riding Tiger (White Spotted);11
7689;Riding Tiger (BlackSpotted);11
7690;Riding Tiger (BlackStriped);11
7703;Riding Raptor (Obsidian);11
7706;Riding Raptor (Ivory);11
7707;Riding Raptor (Turquoise);11
7708;Riding Raptor (Violet);11
7709;Riding Tallstrider (Brown);11
7710;Riding Tallstrider (Gray);11
7711;Riding Tallstrider (Pink);11
7712;Riding Tallstrider (Purple);11
7713;Riding Tallstrider (Turquoise);11
7724;Senior Surveyor Fizzledowser;11
7725;Grimtotem Raider;11
7726;Grimtotem Naturalist;11
7727;Grimtotem Shaman;11
7732;Dupe Bug;11
7733;Innkeeper Fizzgrimble;11
7736;Innkeeper Shyria;11
7737;Innkeeper Greul;11
7738;Burning Servant;11
7739;Riding MechaStrider (Red);11
7740;Gracina Spiritmight;11
7743;World Undead Horse Riding Trainer;11
7744;Innkeeper Thulfram;11
7745;World Raptor Riding Trainer;11
7746;World Mechastrider Riding Trainer;11
7747;World Mount Vendor;11
7748;World Horse Vendor;11
7749;Riding MechaStrider (Blue);11
7763;Curgle Cranklehop;11
7764;Troyas Moonbreeze;11
7765;Rockbiter;11
7767;Witherbark Felhunter;11
7768;Witherbark Bloodling;11
7770;Winkey;11
7771;Marvon Rivetseeker;11
7772;Kalin Windflight;11
7773;Marli Wishrunner;11
7774;Shay Leafrunner;11
7777;Rok Orhan;11
7778;Doran Steelwing;11
7780;Rin'ji;11
7784;Homing Robot OOX-17/TN;11
7785;Ward of Zum'rah;11
7792;Aturk the Anvil;11
7793;Ox;11
7794;McGavan;11
7798;Hank the Hammer;11
7799;Gimblethorn;11
7800;Mekgineer Thermaplugg;11
7801;Gilveradin Sunchaser;11
7802;Galvan the Ancient;11
7803;Scorpid Duneburrower;11
7804;Trenton Lighthammer;11
7805;Wastewander Scofflaw;11
7806;Homing Robot OOX-09/HL;11
7807;Homing Robot OOX-22/FE;11
7808;Marauding Owlbeast;11
7809;Vilebranch Ambusher;11
7823;Bera Stonehammer;11
7824;Bulkrek Ragefist;11
7825;Oran Snakewrithe;11
7843;Gnomeregan Evacuee;11
7844;Fire Nova Totem IV;11
7847;Caliph Scorpidsting;11
7848;Lurking Feral Scar;11
7849;Mobile Alert System;11
7850;Kernobee;11
7852;Pratt McGrubben;11
7853;Scooty;11
7854;Jangdor Swiftstrider;11
7855;Southsea Pirate;11
7856;Southsea Freebooter;11
7857;Southsea Dock Worker;11
7858;Southsea Swashbuckler;11
7863;Dream Vision;11
7865;Wildhammer Sentry;11
7866;Peter Galen;11
7867;Thorkaf Dragoneye;11
7868;Sarah Tanner;11
7869;Brumn Winterhoof;11
7870;Caryssia Moonhunter;11
7871;Se'Jib;11
7875;Hadoken Swiftstrider;11
7877;Latronicus Moonspear;11
7878;Vestia Moonspear;11
7879;Quintis Jonespyre;11
7880;Ginro Hearthkindle;11
7881;Stoley;11
7882;Security Chief Bilgewhizzle;11
7883;Andre Firebeard;11
7884;Fraggar Thundermantle;11
7896;Southsea Buccaneer;11
7897;Alarm-a-bomb 2600;11
7898;Pirate treasure trigger mob;11
7899;Treasure Hunting Pirate;11
7900;Angelas Moonbreeze;11
7901;Treasure Hunting Swashbuckler;11
7902;Treasure Hunting Buccaneer;11
7903;Jewel;11
7904;Jacob;11
7907;Daryn Lightwind;11
7915;Walking Bomb;11
7916;Erelas Ambersky;11
7917;Brother Sarno;11
7918;Stone Watcher of Norgannon;11
7919;Gnomeregan - Matrix Punchograph 3005-A;11
7941;Mardrack Greenwell;11
7942;Faralorn;11
7943;Harklane;11
7945;Savanne;11
7946;Brannock;11
7947;Vivianna;11
7948;Kylanna Windwhisper;11
7949;Xylinnia Starshine;11
7950;Master Mechanic Castpipe;11
7952;Zjolnir;11
7953;Xar'Ti;11
7954;Binjy Featherwhistle;11
7955;Milli Featherwhistle;11
7956;Kindal Moonweaver;11
7957;Jer'kai Moonweaver;11
7977;Gammerita;11
7995;Vile Priestess Hexx;11
7996;Qiaga the Keeper;11
7997;Captured Sprite Darter;11
7998;Blastmaster Emi Shortfuse;11
8018;Guthrum Thunderfist;11
8019;Fyldren Moonfeather;11
8020;Shyn;11
8021;Orwin Gizzmick;11
8035;Dark Iron Land Mine;11
8124;Qizzik;11
8126;Nixx Sprocketspring;11
8128;Pikkle;11
8129;Wrinkle Goodsteel;11
8131;Blizrik Buckshot;11
8136;Lord Shalzaru;11
8137;Gikkix;11
8139;Jabbey;11
8142;Jannos Lighthoof;11
8143;Loorana;11
8144;Kulleg Stonehorn;11
8145;Sheendra Tallgrass;11
8146;Ruw;11
8147;Camp Mojache Brave;11
8157;Logannas;11
8158;Bronk;11
8159;Worb Strongstitch;11
8160;Nioma;11
8161;Harggan;11
8179;Greater Healing Ward;11
8198;Tick;11
8199;Warleader Krazzilak;11
8200;Jin'Zallah the Sandbringer;11
8201;Omgorn the Lost;11
8202;Cyclok the Mad;11
8203;Kregg Keelhaul;11
8205;Haarka the Ravenous;11
8207;Greater Firebird;11
8208;Murderous Blisterpaw;11
8210;Razortalon;11
8211;Old Cliff Jumper;11
8212;The Reak;11
8213;Ironback;11
8214;Jalinde Summerdrake;11
8215;Grimungous;11
8216;Retherokk the Berserker;11
8217;Mith'rethis the Enchanter;11
8218;Witherheart the Stalker;11
8219;Zul'arek Hatefowler;11
8276;Soaring Razorbeak;11
8320;Sprok;11
8376;Mechanical Chicken;11
8377;Ahdi of Shadow Hall;11
8390;Chemist Cuely;11
8393;Thersa Windsong;11
8396;Sentinel Dalia Sunblade;11
8401;Halpa;11
8404;Xan'tish;11
8599;Plaguehound Mastiff;11
8617;Zalashji;11
8636;Morta'gya the Keeper;11
8663;Splinterbone Elite;11
8666;Lil Timmy;11
8736;Buzzek Bracketswing;11
8881;Riding Ram;11
8882;Riding Tiger;11
8883;Riding Horse;11
8884;Skeletal Mount;11
8885;Riding Raptor;11
8937;Pet Bomb;11
9158;Riding Horse (Warhorse);11
9238;Quentin;11
9525;Freewind Brave;11
9546;Raschal the Courier;11
9548;Cawind Trueaim;11
9660;Agnar Beastamer;11
9662;Sprite Darter Hatchling;11
9676;Tink Sprocketwhistle;11
9687;Windwall Totem;11
9688;Windwall Totem II;11
9820;[UNUSED] [PH] Cheese Servant Floh;11
9985;Laziphus;11
9986;Shyrka Wolfrunner;11
10059;Antarius;11
10061;Killium Bouldertoe;11
10120;Vault Warder;11
10178;Riding MechaStrider (Flourescent Green);11
10180;Riding MechaStrider (Steel);11
10293;Dulciea Frostmoon;11
10336;Riding Tiger (Leopard);11
10337;Riding Tiger (Orange);11
10338;Riding Tiger (Gold);11
10510;Plagued Slime;11
10557;Flametongue Totem IV;11
10612;Guard Wachabe;11
10696;Refuge Pointe Defender;11
10802;Hitah'ya the Keeper;11
11045;Burns;11
11073;Annora;11
11097;Drakk Stonehand;11
11146;Ironus Coldsteel;11
11147;Riding MechaStrider (Green/Gray);11
11148;Riding MechaStrider (Purple);11
11149;Riding MechaStrider (Red/Blue);11
11151;Riding MechaStrider (Yellow/Green);11
11153;Riding Skeletal Horse (Red);11
11154;Riding Skeletal Horse (Blue);11
11155;Riding Skeletal Horse (Brown);11
11177;Okothos Ironrager;11
11178;Borgosh Corebender;11
11395;Kevin Faulder;11
11400;Ann'rimor Falchi;11
11405;Diana Battleheart;11
11410;Shal'vol;11
11416;Thomas Brady;11
11689;Riding Kodo (Brown);11
11717;Bethan Bluewater;11
11752;Blaise Montgomery;11
11756;Quinn;11
11758;Andi Lynn;11
11810;Howin Kindfeather;11
11812;Claira Kindfeather;11
11813;Kerr Ironsight;11
11818;Orik'ando;11
11824;Erik Felixe;11
11825;Paige Felixe;11
11826;Kristy Grant;11
11871;Grinning Dog;11
11877;Roon Wildmane;11
12046;Gor'marok the Ravager;11
12124;Great Shark;11
12145;Riding Kodo (Black);11
12146;Riding Kodo (Olive);11
12147;Riding Kodo (White);11
12348;Ivory Raptor;11
12351;Dire Riding Wolf;11
12353;Timber Riding Wolf;11
12358;Riding Striped Frostsaber;11
12359;Riding Spotted Frostsaber;11
12360;Riding Striped Nightsaber;11
12361;Riding Nightsaber;11
12362;Riding Frostsaber;11
12363;Blue Mechanostrider;11
12364;Icy Blue Mechanostrider Mod A;11
12365;Red Mechanostrider;11
12366;Unpainted Mechanostrider;11
12367;Green Mechanostrider;11
12368;White Mechanostrider Mod A;11
12370;Black Ram;11
12373;Gray Ram;11
12374;White Riding Ram;11
